,BenefitsScreening,PublicBenefitsAccess,AgencyProvidedSupport,AccessIncome,AccessEmployment,AccessFinancialCoach,BundledServices
1327,Yes,Yes,Yes,Yes,No,Yes,2
1328,,,Yes,Yes,Yes,Yes,3
1329,,,,No,Yes,Yes,2
1330,,,Yes,Yes,Yes,No,2
1331,,,Yes,Yes,Yes,Yes,3
1332,,,Yes,Yes,Yes,No,2
1333,,,Yes,Yes,Yes,Yes,3
1334,,,Yes,Yes,Yes,Yes,3
1335,,,,No,Yes,Yes,2
1336,,,,No,Yes,Yes,2
1337,,,Yes,Yes,Yes,Yes,3
1338,,,Yes,Yes,Yes,Yes,3
1339,,,Yes,Yes,Yes,Yes,3
1340,,,Yes,Yes,Yes,Yes,3
1341,,,Yes,Yes,Yes,Yes,3
1342,,,,No,Yes,Yes,2
1343,,,Yes,Yes,Yes,Yes,3
1344,,,,No,Yes,Yes,2
1345,,,Yes,Yes,Yes,No,2
1346,,,,No,Yes,Yes,2
1347,,,,No,Yes,Yes,2
1348,,,,No,Yes,Yes,2
1349,,,Yes,Yes,Yes,Yes,3
1350,,,,No,Yes,Yes,2
1351,,,Yes,Yes,Yes,Yes,3
1352,,,Yes,Yes,Yes,Yes,3
1353,,,Yes,Yes,Yes,No,2
1354,,,Yes,Yes,Yes,Yes,3
1355,,,,No,Yes,Yes,2
1356,,,Yes,Yes,Yes,Yes,3
1357,,,,No,Yes,Yes,2
1358,,,Yes,Yes,Yes,No,2
1359,,,Yes,Yes,Yes,No,2
1360,,,,No,Yes,No,1
1361,,,Yes,Yes,Yes,Yes,3
1362,,,Yes,Yes,Yes,Yes,3
1363,,,Yes,Yes,Yes,Yes,3
1364,,,Yes,Yes,Yes,Yes,3
1365,,,Yes,Yes,Yes,Yes,3
1366,,,,No,Yes,Yes,2
1367,,,,No,Yes,Yes,2
1368,,,,No,Yes,No,1
1369,,,Yes,Yes,Yes,No,2
1370,,,,No,Yes,Yes,2
1371,,,Yes,Yes,No,No,1
1372,,,Yes,Yes,Yes,No,2
1373,,,Yes,Yes,Yes,Yes,3
1374,,,Yes,Yes,No,No,1
1375,,,,No,Yes,Yes,2
1376,,,Yes,Yes,Yes,Yes,3
1377,,,Yes,Yes,Yes,Yes,3
1378,,,Yes,Yes,Yes,Yes,3
1379,,,,No,Yes,Yes,2
1380,,,,No,Yes,No,1
1381,,,Yes,Yes,Yes,No,2
1382,,,,No,Yes,Yes,2
1383,,,,No,Yes,Yes,2
1384,,,,No,Yes,Yes,2
1385,,,,No,Yes,No,1
1386,,,Yes,Yes,Yes,No,2
1387,,,Yes,Yes,Yes,Yes,3
1388,,,Yes,Yes,Yes,Yes,3
1389,,,Yes,Yes,Yes,Yes,3
1390,,,,No,Yes,Yes,2
1391,,,Yes,Yes,Yes,Yes,3
1392,,,Yes,Yes,Yes,No,2
1393,,,,No,Yes,Yes,2
1394,,,,No,Yes,Yes,2
1395,,,,No,Yes,Yes,2
1396,,,Yes,Yes,Yes,Yes,3
1397,,,Yes,Yes,Yes,Yes,3
1398,,,,No,Yes,Yes,2
1399,,,,No,Yes,Yes,2
1400,,,Yes,Yes,Yes,Yes,3
1401,,,Yes,Yes,Yes,No,2
1402,,,,No,Yes,No,1
1403,,,,No,Yes,Yes,2
1404,,,Yes,Yes,Yes,Yes,3
1405,,,,No,Yes,Yes,2
1406,,,,No,Yes,Yes,2
1407,,,Yes,Yes,Yes,Yes,3
1408,,,Yes,Yes,Yes,Yes,3
1409,,,,No,Yes,No,1
1410,,,,No,Yes,Yes,2
1411,,,,No,Yes,Yes,2
1412,,,Yes,Yes,Yes,No,2
1413,,,,No,Yes,Yes,2
1414,,,Yes,Yes,Yes,Yes,3
1415,,,Yes,Yes,Yes,No,2
1416,,,Yes,Yes,Yes,Yes,3
1417,,,,No,Yes,No,1
1418,,,,No,Yes,Yes,2
1419,,,,No,Yes,No,1
1420,,,Yes,Yes,Yes,No,2
1421,,,,No,Yes,No,1
1422,,,,No,Yes,No,1
1423,,,,No,Yes,No,1
1424,,,,No,Yes,No,1
1425,,,,No,Yes,Yes,2
1426,,,Yes,Yes,Yes,Yes,3
1427,,,,No,Yes,No,1
1428,,,,No,Yes,Yes,2
1429,,,,No,Yes,No,1
1430,,,Yes,Yes,Yes,No,2
1431,,,Yes,Yes,Yes,No,2
1432,,,,No,Yes,No,1
1433,,,,No,Yes,No,1
1434,,,Yes,Yes,Yes,No,2
1435,,,,No,Yes,Yes,2
1436,,,,No,Yes,No,1
1437,,,,No,Yes,No,1
1438,,,,No,Yes,No,1
1439,,,,No,Yes,No,1
1440,,,,No,Yes,Yes,2
1441,,,Yes,Yes,Yes,No,2
1442,,,,No,Yes,No,1
1443,,,,No,Yes,No,1
1444,,,,No,Yes,No,1
1445,,,Yes,Yes,Yes,No,2
1446,,,,No,Yes,No,1
1447,,,,No,Yes,No,1
1448,,,,No,Yes,No,1
1449,,,,No,Yes,No,1
1450,,,,No,Yes,No,1
1451,,,Yes,Yes,Yes,No,2
1452,,,,No,Yes,Yes,2
1453,,,,No,Yes,No,1
1454,,,,No,Yes,No,1
1455,,,,No,Yes,No,1
1456,,,,No,Yes,No,1
1457,,,,No,Yes,No,1
1458,,,,No,Yes,No,1
1459,,,,No,Yes,No,1
1460,,,Yes,Yes,Yes,No,2
1461,,,Yes,Yes,Yes,No,2
1462,,,,No,Yes,No,1
1463,,,,No,Yes,No,1
1464,,,,No,Yes,No,1
1465,,,,No,Yes,No,1
1466,,,,No,Yes,No,1
1467,,,,No,Yes,No,1
1468,,,,No,Yes,No,1
1469,,,,No,Yes,No,1
1470,,,,No,Yes,No,1
1471,,,,No,Yes,No,1
1472,,,,No,Yes,No,1
1473,,,,No,Yes,No,1
1474,,,Yes,Yes,Yes,No,2
1475,,,Yes,Yes,Yes,No,2
1476,,,,No,Yes,No,1
1477,,,,No,Yes,No,1
1478,,,,No,Yes,No,1
1479,,,,No,Yes,No,1
1480,,,,No,Yes,No,1
1481,,,Yes,Yes,Yes,Yes,3
1482,,,,No,Yes,No,1
1483,,,,No,Yes,No,1
1484,,,,No,Yes,No,1
1485,,,,No,Yes,No,1
1486,,,,No,Yes,No,1
1487,,,,No,Yes,No,1
1488,,,,No,Yes,No,1
1489,,,Yes,Yes,Yes,No,2
1490,,,,No,Yes,No,1
1491,,,Yes,Yes,No,No,1
1492,,,,No,Yes,No,1
1493,,,,No,Yes,No,1
1494,,,,No,Yes,No,1
1495,,,,No,Yes,No,1
1496,,,,No,Yes,No,1
1497,,,,No,Yes,Yes,2
1498,,,Yes,Yes,Yes,No,2
1499,,,Yes,Yes,Yes,No,2
1500,,,,No,Yes,No,1
1501,,,,No,Yes,Yes,2
1502,,,,No,Yes,Yes,2
1503,,,,No,Yes,Yes,2
1504,,,,No,Yes,No,1
1505,,,,No,Yes,No,1
1506,,,,No,Yes,No,1
1507,,,,No,Yes,Yes,2
1508,,,,No,Yes,No,1
1509,,,,No,Yes,No,1
1510,,,,No,Yes,No,1
1511,,,,No,Yes,No,1
1512,,,,No,Yes,Yes,2
1513,,,Yes,Yes,Yes,Yes,3
1514,,,,No,Yes,No,1
1515,,,,No,Yes,No,1
1516,,,,No,Yes,No,1
1517,,,Yes,Yes,Yes,No,2
1518,,,,No,Yes,No,1
1519,,,,No,Yes,No,1
1520,,,,No,Yes,No,1
1521,,,,No,Yes,No,1
1522,,,,No,Yes,Yes,2
1523,,,Yes,Yes,Yes,Yes,3
1524,,,,No,Yes,No,1
1525,,,,No,Yes,No,1
1526,,,,No,Yes,No,1
1527,,,,No,Yes,No,1
1528,,,,No,Yes,No,1
1529,,,,No,Yes,No,1
1530,,,,No,Yes,No,1
1531,,,,No,Yes,Yes,2
1532,,,,No,Yes,No,1
1533,,,,No,Yes,No,1
1534,,,,No,Yes,No,1
1535,,,Yes,Yes,Yes,Yes,3
1536,,,,No,Yes,No,1
1537,,,Yes,Yes,Yes,No,2
1538,,,,No,Yes,Yes,2
1539,,,,No,Yes,No,1
1540,,,,No,Yes,Yes,2
1541,,,,No,Yes,No,1
1542,,,,No,Yes,No,1
1543,,,,No,Yes,No,1
1544,,,,No,Yes,No,1
1545,,,,No,Yes,Yes,2
1546,,,,No,Yes,Yes,2
1547,,,,No,Yes,No,1
1548,,,Yes,Yes,Yes,No,2
1549,,,,No,Yes,No,1
1550,,,,No,Yes,No,1
1551,,,,No,Yes,No,1
1552,,,,No,Yes,Yes,2
1553,,,,No,Yes,Yes,2
1554,,,,No,Yes,Yes,2
1555,,,,No,Yes,Yes,2
1556,,,Yes,Yes,Yes,No,2
1557,,,,No,Yes,Yes,2
1558,,,Yes,Yes,Yes,No,2
1559,,,Yes,Yes,Yes,Yes,3
1560,,,,No,Yes,Yes,2
1561,,,,No,Yes,Yes,2
1562,,,,No,Yes,Yes,2
1563,,,Yes,Yes,Yes,Yes,3
1564,,,,No,Yes,No,1
1565,,,,No,Yes,Yes,2
1566,,,Yes,Yes,Yes,Yes,3
1567,,,Yes,Yes,Yes,Yes,3
1568,,,,No,Yes,Yes,2
1569,,,Yes,Yes,Yes,Yes,3
1570,,,Yes,Yes,Yes,No,2
1571,,,,No,Yes,Yes,2
1572,,,,No,Yes,No,1
1573,,,Yes,Yes,Yes,No,2
1574,,,Yes,Yes,Yes,Yes,3
1575,,,,No,Yes,No,1
1576,,,Yes,Yes,Yes,No,2
1577,,,,No,Yes,Yes,2
1578,,,Yes,Yes,Yes,Yes,3
1579,,,Yes,Yes,Yes,Yes,3
1580,,,Yes,Yes,Yes,No,2
1581,,,,No,Yes,Yes,2
1582,,,Yes,Yes,Yes,No,2
1583,,,,No,Yes,No,1
1584,,,Yes,Yes,Yes,Yes,3
1585,,,,No,Yes,Yes,2
1586,,,Yes,Yes,Yes,Yes,3
1587,,,,No,Yes,Yes,2
1588,,,,No,Yes,Yes,2
1589,,,,No,Yes,Yes,2
1590,,,,No,Yes,Yes,2
1591,,,,No,Yes,Yes,2
1592,,,Yes,Yes,Yes,No,2
1593,,,Yes,Yes,Yes,Yes,3
1594,,,Yes,Yes,Yes,Yes,3
1595,,,Yes,Yes,Yes,Yes,3
1596,,,,No,Yes,Yes,2
1597,,,,No,Yes,Yes,2
1598,,,Yes,Yes,Yes,Yes,3
1599,,,Yes,Yes,Yes,Yes,3
1600,,,Yes,Yes,Yes,Yes,3
1601,,,,No,Yes,Yes,2
1602,,,,No,Yes,Yes,2
1603,,,,No,Yes,Yes,2
1604,,,,No,Yes,Yes,2
1605,,,,No,Yes,No,1
1606,,,,No,Yes,Yes,2
1607,,,Yes,Yes,Yes,No,2
1608,,,Yes,Yes,Yes,No,2
1609,,,,No,Yes,No,1
1610,,,,No,Yes,Yes,2
1611,,,Yes,Yes,No,No,1
1612,,,Yes,Yes,Yes,Yes,3
1613,,,Yes,Yes,No,No,1
1614,,,Yes,Yes,No,No,1
1615,,,Yes,Yes,Yes,No,2
1616,,,Yes,Yes,Yes,No,2
1617,,,,No,Yes,No,1
