clientid,emp,emp_date
1942403,Employed Part Time,2017-03-27 00:00:00
1942467,Not employed,
1942536,Employed Part Time,2017-04-20 00:00:00
1942604,Not employed,
1942607,Not employed,
1942625,Employed Full Time,2017-07-31 00:00:00
1942626,Employed Full Time,2017-08-14 00:00:00
1942629,Not employed,
1942708,Employed Full Time,2017-06-05 00:00:00
1942761,Employed Full Time,2017-07-24 00:00:00
1942855,Employed Full Time,2017-05-22 00:00:00
1942875,Employed Full Time,2017-06-21 00:00:00
1942961,Employed Full Time,2017-07-24 00:00:00
1942968,Employed Full Time,2017-11-15 00:00:00
1942971,Employed Full Time,2018-02-12 00:00:00
1943078,Employed Full Time,2017-05-17 00:00:00
1943084,Not employed,
1943143,Employed Full Time,2017-10-20 00:00:00
1943203,Employed Full Time,2017-07-24 00:00:00
1943208,Employed Part Time,
1943390,Not employed,
1943398,Not employed,
1943402,Employed Part Time,2017-05-03 00:00:00
1943416,Not employed,
1943445,Not employed,
1943446,Not employed,
1943514,Employed Full Time,2017-07-31 00:00:00
1943520,Not employed,
1943532,Not employed,
1943537,Not employed,
1943539,Not employed,
1943540,,
1943541,Employed Full Time,2017-06-19 00:00:00
1943544,,
1943545,Employed Full Time,2017-05-08 00:00:00
1943664,Employed Part Time,2018-05-29 00:00:00
1943698,Employed Full Time,2016-12-06 00:00:00
1943727,Not employed,
1943763,Employed Full Time,2017-07-17 00:00:00
1943783,Not employed,
1943785,Employed Part Time,2017-08-05 00:00:00
1943787,Employed Full Time,2017-10-16 00:00:00
1943788,Not employed,
1943813,Employed Full Time,2017-05-22 00:00:00
1943882,Not employed,
1944014,Employed Full Time,2017-10-26 00:00:00
1944015,Not employed,
1944052,Not employed,
1944081,Not employed,
1944100,Not employed,
1944146,Not employed,
1944152,Employed Part Time,2017-07-31 00:00:00
1944222,Employed Full Time,2017-08-10 00:00:00
1944247,Employed Full Time,2017-08-14 00:00:00
1944311,Not employed,
1944315,Not employed,
1944417,Employed Part Time,2017-07-20 00:00:00
1944450,Employed Full Time,2018-01-22 00:00:00
1944456,Employed Part Time,2017-08-09 00:00:00
1944461,Employed Part Time,2016-09-01 00:00:00
1944491,Employed Part Time,2012-03-17 00:00:00
1944501,Employed Full Time,2017-10-09 00:00:00
1944529,Not employed,
1944592,Not employed,
1944593,Employed Full Time,2017-08-11 00:00:00
1944605,Employed Part Time,2017-08-01 00:00:00
1944645,Employed Full Time,2018-01-08 00:00:00
1944646,Employed Full Time,2018-01-09 00:00:00
1944662,Not employed,
1944665,Not employed,
1944667,Not employed,
1944697,Not employed,
1944700,Employed Full Time,2017-10-23 00:00:00
1944701,Not employed,
1944717,Employed Full Time,2017-11-13 00:00:00
1944718,Not employed,
1944719,Not employed,
1944720,Employed Part Time,2017-09-11 00:00:00
1944722,Not employed,
1944759,Employed Full Time,2016-11-11 00:00:00
1944789,Not employed,
1944876,Not employed,
1944881,Employed Full Time,2017-12-04 00:00:00
1944964,Not employed,
1944983,Employed Full Time,2018-02-13 00:00:00
1944998,Employed Part Time,2017-11-24 00:00:00
1944999,Employed Part Time,2017-02-04 00:00:00
1945004,Employed Full Time,2016-01-02 00:00:00
1945069,Not employed,
1945085,Not employed,
1945089,Employed Part Time,2017-10-27 00:00:00
1945120,Not employed,
1945158,Employed Full Time,2017-09-09 00:00:00
1945200,Not employed,
1945213,Employed Full Time,2017-08-10 00:00:00
1945246,Employed Full Time,2017-12-29 00:00:00
1945247,Employed Part Time,2017-10-01 00:00:00
1945254,Employed Full Time,2017-09-25 00:00:00
1945318,Not employed,
1945355,Not employed,
1945375,Not employed,
1945410,Employed Part Time,2017-11-18 00:00:00
1945415,Not employed,
1945419,Not employed,
1945444,Employed Part Time,2008-03-01 00:00:00
1945446,Not employed,
1945447,Not employed,
1945466,Not employed,
1945481,Employed Part Time,2017-10-26 00:00:00
1945484,Not employed,
1945486,Not employed,
1945487,Not employed,
1945499,Employed Full Time,2017-10-16 00:00:00
1945522,Employed Full Time,2017-11-29 00:00:00
1945524,Not employed,
1945540,Employed Full Time,2017-11-13 00:00:00
1945583,Employed Full Time,2017-10-23 00:00:00
1945590,Employed Full Time,2017-11-14 00:00:00
1945607,Employed Full Time,2017-10-16 00:00:00
1945631,Not employed,
1945658,Not employed,
1945660,Employed Full Time,2017-10-31 00:00:00
1945662,Not employed,
1945696,Employed Full Time,2017-10-16 00:00:00
1945742,Employed Part Time,2017-11-08 00:00:00
1945743,Employed Full Time,2018-02-12 00:00:00
1945745,Not employed,
1945771,Employed Part Time,2017-12-19 00:00:00
1945772,Not employed,
1945777,Employed Full Time,2014-12-01 00:00:00
1945778,Employed Part Time,2010-01-01 00:00:00
1945779,Employed Part Time,2017-05-27 00:00:00
1945795,Employed Part Time,2017-11-01 00:00:00
1945845,Not employed,
1945872,,
1945911,Employed Full Time,2017-12-15 00:00:00
1945941,Employed Full Time,2017-10-09 00:00:00
1945942,Employed Part Time,2017-10-10 00:00:00
1945971,Employed Full Time,2017-10-01 00:00:00
1945972,Not employed,
1945980,Not employed,
1946003,Employed Part Time,2017-11-01 00:00:00
1946024,Not employed,
1946034,Employed Full Time,2017-09-11 00:00:00
1946039,Employed Full Time,2017-08-29 00:00:00
1946082,Employed Part Time,2018-02-07 00:00:00
1946096,Employed Full Time,2017-11-01 00:00:00
1946097,Employed Part Time,2017-08-16 00:00:00
1946099,Employed Part Time,2017-11-20 00:00:00
1946166,Not employed,
1946211,Not employed,
1946244,Not employed,
1946250,Not employed,
1946305,Not employed,
1946306,Not employed,
1946307,Employed Full Time,2018-01-21 00:00:00
1946310,Not employed,
1946333,Not employed,
1946392,Employed Full Time,2017-08-10 00:00:00
1946405,Employed Full Time,2018-07-02 00:00:00
1946474,Employed Full Time,2017-10-17 00:00:00
1946475,Not employed,
1946584,Not employed,
1946585,Not employed,
1946586,Employed Full Time,2017-10-02 00:00:00
1946590,Employed Part Time,2017-10-01 00:00:00
1946593,Not employed,
1946596,Not employed,
1946599,Employed Part Time,2017-09-15 00:00:00
1946618,Employed Full Time,2018-01-15 00:00:00
1946619,Employed Part Time,2018-01-22 00:00:00
1946621,Employed Full Time,2018-03-06 00:00:00
1946623,Employed Part Time,2018-01-19 00:00:00
1946624,Not employed,
1946625,Employed Full Time,2018-03-06 00:00:00
1946626,Employed Full Time,2018-03-07 00:00:00
1946633,Employed Part Time,2017-04-27 00:00:00
1946696,Employed Full Time,2018-03-06 00:00:00
1946699,Employed Full Time,2018-03-06 00:00:00
1946715,Employed Part Time,2017-10-07 00:00:00
1946742,Employed Full Time,2018-02-19 00:00:00
1946745,Not employed,
1946965,Not employed,
1946971,Not employed,
1947055,Employed Full Time,2017-09-13 00:00:00
1947059,Not employed,
1947350,Employed Full Time,2018-02-20 00:00:00
1947368,Employed Full Time,2017-08-16 00:00:00
1947369,Employed Full Time,2017-08-01 00:00:00
1947428,Employed Full Time,2017-11-07 00:00:00
1947488,Not employed,
1947490,Not employed,
1947495,Not employed,
1947501,Employed Full Time,2015-10-04 00:00:00
1947521,Employed Full Time,2018-01-02 00:00:00
1947548,Not employed,
1947553,Employed Full Time,2018-01-02 00:00:00
1947556,Not employed,
1947595,Employed Full Time,2018-01-02 00:00:00
1947613,Employed Full Time,2000-08-01 00:00:00
1947614,Employed Full Time,2015-03-25 00:00:00
1947621,Employed Full Time,2017-10-27 00:00:00
1947655,Not employed,
1947683,Employed Full Time,2094-08-15 00:00:00
1947713,Employed Part Time,2017-10-05 00:00:00
1947757,Not employed,
1947760,Employed Full Time,2017-11-20 00:00:00
1947784,Employed Full Time,2005-08-01 00:00:00
1947887,Employed Full Time,2018-01-13 00:00:00
1947888,Not employed,
1947891,Employed Full Time,2018-06-04 00:00:00
1947894,Not employed,
1947907,Employed Full Time,2018-05-10 00:00:00
1947919,Employed Part Time,2017-09-18 00:00:00
1947937,Not employed,
1947957,Employed Part Time,2017-10-25 00:00:00
1947958,Employed Full Time,2017-10-13 00:00:00
1948033,Employed Full Time,2017-10-25 00:00:00
1948040,Employed Full Time,2018-08-30 00:00:00
1948051,Employed Full Time,2017-10-18 00:00:00
1948129,Not employed,
1948157,Not employed,
1948164,Employed Full Time,2018-04-04 00:00:00
1948171,Not employed,
1948201,,
1948204,,
1948229,Not employed,
1948230,Employed Part Time,2018-04-09 00:00:00
1948234,Employed Full Time,2018-07-30 00:00:00
1948255,Employed Full Time,2018-04-30 00:00:00
1948263,Not employed,
1948266,Employed Full Time,2017-11-06 00:00:00
1948275,Not employed,
1948276,Not employed,
1948277,Not employed,
1948283,Not employed,
1948289,Employed Full Time,2018-04-02 00:00:00
1948299,Not employed,
1948321,Not employed,
1948344,Not employed,
1948371,Not employed,
1948388,Employed Part Time,2018-02-12 00:00:00
1948448,Employed Part Time,2017-07-31 00:00:00
1948460,Not employed,
1948472,Not employed,
1948474,,
1948552,Employed Full Time,2018-05-07 00:00:00
1948669,Employed Part Time,2018-07-09 00:00:00
1948698,Not employed,
1948699,Employed Part Time,2017-12-18 00:00:00
1948740,Employed Full Time,2017-10-24 00:00:00
1948758,Not employed,
1948761,Employed Full Time,2018-06-05 00:00:00
1948787,Not employed,
1948796,Employed Full Time,2018-04-30 00:00:00
1948893,Not employed,
1948896,Employed Full Time,2017-12-18 00:00:00
1948899,Employed Full Time,2018-03-12 00:00:00
1948933,Not employed,
1948950,Employed Part Time,2018-03-19 00:00:00
1948951,Not employed,
1949001,Employed Full Time,2018-01-08 00:00:00
1949013,Not employed,
1949069,Employed Full Time,2018-02-22 00:00:00
1949081,Not employed,
1949163,Employed Part Time,2017-08-01 00:00:00
1949165,Not employed,
1949181,Employed Full Time,2018-05-11 00:00:00
1949182,Not employed,
1949187,Not employed,
1949188,Not employed,
1949208,Not employed,
1949279,Not employed,
1949285,Employed Full Time,2018-06-11 00:00:00
1949291,Not employed,
1949324,Employed Full Time,2007-11-01 00:00:00
1949333,Employed Full Time,2018-02-28 00:00:00
1949354,Not employed,
1949355,Employed Part Time,2017-09-01 00:00:00
1949396,Not employed,
1949399,Not employed,
1949401,Employed Full Time,2018-03-05 00:00:00
1949448,Employed Part Time,2018-04-02 00:00:00
1949451,Not employed,
1949489,Employed Full Time,2018-05-07 00:00:00
1949530,Not employed,
1949548,Not employed,
1949550,Employed Part Time,2017-07-01 00:00:00
1949596,Not employed,
1949603,Employed Full Time,2017-11-20 00:00:00
1949612,Employed Part Time,2015-12-29 00:00:00
1949624,Not employed,
1949630,Employed Full Time,2017-12-26 00:00:00
1949656,Employed Full Time,2018-03-01 00:00:00
1949681,Not employed,
1949683,Employed Full Time,1999-01-04 00:00:00
1949718,Employed Full Time,2018-07-16 00:00:00
1949719,Employed Part Time,2018-01-22 00:00:00
1949777,Employed Part Time,2018-03-05 00:00:00
1949797,Not employed,
1949806,Employed Full Time,2018-02-26 00:00:00
1949856,Employed Full Time,2018-04-03 00:00:00
1949894,Employed Full Time,2018-06-18 00:00:00
1949936,Not employed,
1949962,Not employed,
1950021,Not employed,
1950024,Employed Full Time,2018-07-09 00:00:00
1950027,Not employed,
1950152,Employed Full Time,2018-05-01 00:00:00
1950153,Not employed,
1950156,Not employed,
1950163,Not employed,
1950180,Not employed,
1950228,Employed Full Time,2018-03-12 00:00:00
1950255,Not employed,
1950261,Employed Full Time,2018-05-07 00:00:00
1950283,Employed Full Time,2015-12-29 00:00:00
1950288,Employed Part Time,2018-03-05 00:00:00
1950290,Not employed,
1950291,Employed Full Time,2018-08-27 00:00:00
1950296,Not employed,
1950337,Not employed,
1950399,Not employed,
1950402,Not employed,
1950436,Employed Full Time,2018-06-02 00:00:00
1950498,Employed Part Time,2016-09-01 00:00:00
1950532,Not employed,
1950579,Not employed,
1950582,Employed Part Time,2018-02-05 00:00:00
1950584,Not employed,
1950600,Employed Full Time,2018-05-18 00:00:00
1950625,Not employed,
1950629,Not employed,
1950667,Employed Full Time,2018-06-06 00:00:00
1950689,Not employed,
1950725,Not employed,
1950731,Employed Full Time,2018-08-30 00:00:00
1950756,Employed Part Time,2018-04-04 00:00:00
1950796,Not employed,
1950834,Employed Part Time,2018-07-16 00:00:00
1950838,Employed Full Time,1994-08-01 00:00:00
1950858,Employed Full Time,2018-12-17 00:00:00
1950880,Employed Full Time,2001-01-01 00:00:00
1950944,Not employed,
1950945,Employed Part Time,2018-06-11 00:00:00
1950986,Employed Part Time,2018-01-01 00:00:00
1950992,Employed Full Time,2018-07-16 00:00:00
1950995,Employed Full Time,2018-06-27 00:00:00
1951015,Not employed,
1951018,Employed Part Time,2018-05-13 00:00:00
1951068,Employed Full Time,2018-03-21 00:00:00
1951072,Not employed,
1951077,Not employed,
1951161,Employed Part Time,2018-03-23 00:00:00
1951182,Not employed,
1951188,Not employed,
1951192,Employed Part Time,2018-06-24 00:00:00
1951243,Employed Full Time,2018-06-13 00:00:00
1951280,Not employed,
1951298,Not employed,
1951349,Employed Full Time,2018-08-09 00:00:00
1951408,Not employed,
1951421,Employed Full Time,2018-11-12 00:00:00
1951477,Employed Full Time,2017-11-15 00:00:00
1951500,Employed Full Time,2018-06-26 00:00:00
1951512,Employed Full Time,2016-03-01 00:00:00
1951515,Not employed,
1951516,Not employed,
1951536,Not employed,
1951544,Employed Full Time,2017-08-21 00:00:00
1951583,Not employed,
1951584,Not employed,
1951616,Employed Full Time,2018-05-07 00:00:00
1951622,Employed Full Time,2018-07-25 00:00:00
1951632,Employed Part Time,2018-04-13 00:00:00
1951655,Not employed,
1951673,Employed Part Time,2018-05-14 00:00:00
1951694,Employed Part Time,2018-05-18 00:00:00
1951707,Not employed,
1951708,Not employed,
1951720,Not employed,
1951766,Not employed,
1951767,Employed Part Time,2018-04-29 00:00:00
1951787,Employed Part Time,2018-05-09 00:00:00
1951816,Not employed,
1951841,Employed Full Time,2018-08-16 00:00:00
1951868,Employed Part Time,2018-03-05 00:00:00
1951873,Not employed,
1951966,Employed Full Time,2018-08-20 00:00:00
1952003,Not employed,
1952006,Not employed,
1952024,Employed Part Time,2018-02-14 00:00:00
1952025,Employed Full Time,2018-04-16 00:00:00
1952109,Employed Full Time,2018-10-30 00:00:00
1952233,Not employed,
1952252,Not employed,
1952253,Employed Full Time,2018-06-23 00:00:00
1952273,Not employed,
1952275,Not employed,
1952313,Not employed,
1952342,Employed Full Time,2018-08-28 00:00:00
1952343,Employed Full Time,2019-01-09 00:00:00
1952347,Employed Part Time,2018-07-16 00:00:00
1952349,Employed Part Time,2018-08-01 00:00:00
1952363,Not employed,
1952373,Not employed,
1952384,Not employed,
1952404,Not employed,
1952415,Employed Part Time,2018-09-10 00:00:00
1952423,Employed Full Time,2018-10-01 00:00:00
1952482,Not employed,
1952517,Not employed,
1952566,Not employed,
1952567,Not employed,
1952592,Employed Full Time,2018-09-10 00:00:00
1952601,Not employed,
1952614,Employed Part Time,2018-11-05 00:00:00
1952622,Employed Full Time,2018-08-24 00:00:00
1952629,Not employed,
1952632,Employed Full Time,2018-11-12 00:00:00
1952637,Not employed,
1952639,Employed Full Time,2018-07-17 00:00:00
1952656,Employed Part Time,2018-12-24 00:00:00
1952717,Employed Full Time,2018-10-15 00:00:00
1952752,Employed Part Time,2018-11-05 00:00:00
1952774,Employed Part Time,2017-02-15 00:00:00
1952781,Not employed,
1952819,Not employed,
1952826,Not employed,
1952877,Employed Part Time,2018-02-01 00:00:00
1952886,Employed Full Time,2018-05-01 00:00:00
1952889,Employed Part Time,2018-05-28 00:00:00
1952898,Employed Full Time,2012-06-12 00:00:00
1952939,Employed Part Time,2016-11-13 00:00:00
1952941,Employed Full Time,2016-03-01 00:00:00
1952974,Employed Part Time,2014-03-01 00:00:00
1952976,Not employed,
1953007,Not employed,
1953028,Employed Full Time,2018-07-25 00:00:00
1953029,Employed Full Time,2018-07-16 00:00:00
1953050,Employed Full Time,2018-11-19 00:00:00
1953079,Not employed,
1953083,Not employed,
1953097,Employed Full Time,2018-06-12 00:00:00
1953125,Not employed,
1953139,Employed Full Time,2018-12-10 00:00:00
1953144,Employed Full Time,2018-10-13 00:00:00
1953214,Employed Part Time,2018-01-01 00:00:00
1953250,Employed Full Time,2014-01-01 00:00:00
1953290,Not employed,
1953297,Not employed,
1953300,Not employed,
1953350,Not employed,
1953367,Employed Full Time,2018-08-20 00:00:00
1953422,Not employed,
1953526,Not employed,
1953574,Not employed,
1953598,Employed Full Time,2018-12-03 00:00:00
1953651,Not employed,
1953662,Employed Full Time,2018-11-26 00:00:00
1953672,Employed Part Time,2017-08-10 00:00:00
1953673,Employed Full Time,2018-02-05 00:00:00
1953716,Not employed,
1953751,Employed Full Time,2018-09-13 00:00:00
1953766,Not employed,
1953778,Not employed,
1953779,Not employed,
1953824,Not employed,
1953825,Not employed,
1953827,Not employed,
1953874,Employed Part Time,2017-10-26 00:00:00
1953877,Not employed,
1953889,Not employed,
1953936,Employed Full Time,2019-01-28 00:00:00
1953978,Not employed,
1954022,Employed Part Time,2018-12-17 00:00:00
1954059,Not employed,
1954065,Employed Part Time,2018-07-18 00:00:00
