,BenefitsScreening,BenefitsAccess,AgencyProvidedSupport,AccessIncome,AccessEmployment,AccessFinancialCoach,BundledServices
12116,No,No,Yes,Yes,Yes,Yes,3
12117,Yes,No,Yes,Yes,Yes,No,2
12118,Yes,No,Yes,Yes,Yes,Yes,3
12119,No,No,Yes,Yes,Yes,No,2
12120,No,No,Yes,Yes,Yes,Yes,3
12121,Yes,No,Yes,Yes,Yes,Yes,3
12122,No,No,Yes,Yes,Yes,Yes,3
12123,Yes,No,Yes,Yes,Yes,Yes,3
12124,No,No,Yes,Yes,Yes,Yes,3
12125,Yes,No,Yes,Yes,Yes,Yes,3
12126,No,No,Yes,Yes,Yes,Yes,3
12127,Yes,No,Yes,Yes,Yes,Yes,3
12128,Yes,No,Yes,Yes,Yes,Yes,3
12129,Yes,No,Yes,Yes,Yes,Yes,3
12130,Yes,No,Yes,Yes,Yes,Yes,3
12131,Yes,No,Yes,Yes,Yes,Yes,3
12132,Yes,No,Yes,Yes,Yes,Yes,3
12133,Yes,No,Yes,Yes,Yes,Yes,3
12134,,,Yes,Yes,Yes,Yes,3
12135,,,,No,Yes,Yes,2
12136,,,,No,Yes,Yes,2
12137,,,,No,Yes,Yes,2
12138,,,,No,Yes,Yes,2
12139,,,,No,Yes,,1
12140,,,,No,Yes,Yes,2
12141,,,Yes,Yes,Yes,Yes,3
12142,Yes,Yes,Yes,Yes,,Yes,2
12143,,,,No,Yes,Yes,2
12144,,,Yes,Yes,,Yes,2
12145,,,,No,Yes,Yes,2
12146,,,,No,,Yes,1
12147,Yes,Yes,Yes,Yes,Yes,Yes,3
12148,,,,No,,Yes,1
12149,,,Yes,Yes,,Yes,2
12150,,,,No,Yes,,1
12151,,,Yes,Yes,Yes,Yes,3
12152,,,,No,Yes,,1
12153,,,Yes,Yes,,Yes,2
12154,Yes,Yes,Yes,Yes,Yes,Yes,3
12155,,,Yes,Yes,Yes,,2
12156,,,,No,,Yes,1
12157,,,Yes,Yes,,Yes,2
12158,,,,No,,Yes,1
12159,,,,No,Yes,,1
12160,,,,No,,Yes,1
12161,,,,No,Yes,Yes,2
12162,,,,No,Yes,Yes,2
12163,,,,No,Yes,Yes,2
12164,,,,No,Yes,Yes,2
12165,,,,No,Yes,Yes,2
12166,,,Yes,Yes,,Yes,2
12167,,,Yes,Yes,,Yes,2
12168,,,Yes,Yes,,Yes,2
12169,,,,No,,Yes,1
12170,,,,No,,Yes,1
12171,,,Yes,Yes,,Yes,2
12172,,,,No,,Yes,1
12173,,,,No,,Yes,1
12174,,,Yes,Yes,,Yes,2
12175,Yes,Yes,Yes,Yes,Yes,Yes,3
12176,,,,No,,Yes,1
12177,,,Yes,Yes,,Yes,2
12178,,,Yes,Yes,,Yes,2
12179,,,,No,Yes,,1
12180,,,,No,Yes,Yes,2
12181,,,,No,,Yes,1
12182,,,,No,Yes,Yes,2
12183,,,,No,Yes,Yes,2
12184,,,Yes,Yes,,Yes,2
12185,,,Yes,Yes,,Yes,2
12186,,,,No,Yes,Yes,2
12187,,,,No,,Yes,1
12188,,,Yes,Yes,,Yes,2
12189,,,Yes,Yes,Yes,Yes,3
12190,,,,No,Yes,,1
12191,,,,No,Yes,Yes,2
12192,,,,No,Yes,Yes,2
12193,,,Yes,Yes,,Yes,2
12194,Yes,Yes,Yes,Yes,Yes,Yes,3
12195,,,,No,Yes,Yes,2
12196,,,Yes,Yes,,Yes,2
12197,Yes,Yes,Yes,Yes,Yes,,2
12198,,,,No,,Yes,1
12199,,,,No,Yes,Yes,2
12200,,,,No,Yes,,1
12201,,,,No,Yes,Yes,2
12202,,,,No,Yes,Yes,2
12203,Yes,Yes,Yes,Yes,Yes,Yes,3
12204,,,Yes,Yes,,Yes,2
12205,,,Yes,Yes,Yes,Yes,3
12206,,,,No,,Yes,1
12207,,,,No,,Yes,1
12208,,,,No,Yes,,1
12209,,,,No,Yes,,1
12210,,,,No,Yes,,1
12211,,,,No,Yes,,1
12212,,,,No,Yes,,1
12213,,,,No,Yes,,1
12214,,,,No,Yes,,1
12215,,,,No,Yes,,1
12216,,,,No,Yes,,1
12217,,,,No,Yes,Yes,2
12218,,,,No,Yes,,1
12219,,,,No,Yes,,1
12220,,,,No,Yes,,1
12221,,,,No,Yes,,1
12222,,,,No,Yes,,1
12223,,,Yes,Yes,Yes,Yes,3
12224,,,,No,Yes,,1
12225,,,,No,Yes,,1
12226,,,,No,Yes,,1
12227,,,,No,Yes,Yes,2
12228,,,,No,Yes,,1
12229,,,Yes,Yes,Yes,Yes,3
12230,Yes,Yes,Yes,Yes,Yes,,2
12231,,,,No,Yes,,1
12232,,,,No,Yes,,1
12233,,,,No,Yes,,1
12234,,,,No,Yes,,1
12235,,,,No,Yes,,1
12236,Yes,Yes,Yes,Yes,Yes,,2
12237,,,Yes,Yes,Yes,,2
12238,,,,No,Yes,Yes,2
12239,Yes,Yes,Yes,Yes,Yes,,2
12240,,,,No,Yes,,1
12241,,,,No,Yes,,1
12242,,,,No,Yes,,1
12243,,,,No,Yes,,1
12244,,,,No,Yes,,1
12245,Yes,Yes,Yes,Yes,Yes,,2
12246,,,,No,Yes,,1
12247,,,,No,Yes,,1
12248,,,,No,Yes,,1
12249,,,,No,Yes,,1
12250,,,,No,Yes,,1
12251,,,,No,Yes,,1
12252,,,,No,Yes,Yes,2
12253,,,Yes,Yes,Yes,,2
12254,,,,No,Yes,,1
12255,,,,No,Yes,,1
12256,,,,No,Yes,,1
12257,,,Yes,Yes,,Yes,2
12258,,,,No,Yes,Yes,2
12259,,,,No,Yes,Yes,2
12260,,,,No,Yes,,1
12261,Yes,Yes,Yes,Yes,Yes,,2
12262,,,,No,Yes,,1
12263,,,,No,Yes,,1
12264,,,,No,Yes,,1
12265,,,,No,Yes,,1
12266,,,,No,Yes,,1
12267,,,,No,Yes,,1
12268,,,,No,Yes,,1
12269,,,,No,Yes,,1
12270,,,,No,Yes,,1
12271,,,,No,Yes,,1
12272,,,,No,Yes,,1
12273,,,,No,Yes,,1
12274,,,,No,Yes,,1
12275,,,Yes,Yes,,Yes,2
12276,,,,No,Yes,,1
12277,,,,No,Yes,,1
12278,,,,No,,Yes,1
12279,,,,No,,Yes,1
12280,,,,No,Yes,,1
12281,,,,No,Yes,,1
12282,,,,No,Yes,,1
12283,,,,No,Yes,,1
12284,,,,No,Yes,,1
12285,,,,No,Yes,,1
12286,Yes,Yes,Yes,Yes,Yes,,2
12287,,,,No,Yes,,1
12288,,,,No,,Yes,1
12289,,,,No,Yes,,1
12290,,,,No,Yes,,1
12291,,,,No,Yes,,1
12292,,,,No,Yes,,1
12293,,,Yes,Yes,Yes,,2
12294,,,,No,Yes,,1
12295,Yes,No,Yes,Yes,No,No,1
12296,No,No,Yes,Yes,Yes,No,2
12297,No,No,Yes,Yes,Yes,No,2
12298,Yes,Yes,Yes,Yes,No,Yes,2
12299,Yes,Yes,Yes,Yes,No,Yes,2
12300,Yes,Yes,Yes,Yes,Yes,Yes,3
12301,No,Yes,Yes,Yes,Yes,Yes,3
12302,No,Yes,No,Yes,No,No,1
12303,No,No,Yes,Yes,No,No,1
12304,Yes,Yes,No,Yes,Yes,No,2
12305,No,No,Yes,Yes,No,Yes,2
12306,No,Yes,Yes,Yes,No,No,1
12307,Yes,No,No,Yes,No,No,1
12308,No,No,Yes,Yes,No,No,1
12309,Yes,Yes,Yes,Yes,No,No,1
12310,No,No,Yes,Yes,No,Yes,2
12311,No,No,No,No,Yes,No,1
12312,Yes,Yes,Yes,Yes,No,No,1
12313,No,Yes,Yes,Yes,No,Yes,2
12314,No,Yes,No,Yes,No,Yes,2
12315,No,Yes,No,Yes,No,No,1
12316,No,No,No,No,Yes,No,1
12317,Yes,No,No,Yes,No,No,1
12318,No,No,No,No,Yes,No,1
12319,Yes,No,No,Yes,No,No,1
12320,Yes,Yes,Yes,Yes,Yes,No,2
12321,No,No,No,No,Yes,No,1
12322,No,Yes,Yes,Yes,No,No,1
12323,No,No,No,No,No,No,0
12324,Yes,Yes,Yes,Yes,No,Yes,2
12325,No,Yes,Yes,Yes,No,Yes,2
12326,No,Yes,Yes,Yes,No,No,1
12327,No,Yes,No,Yes,No,Yes,2
12328,Yes,Yes,No,Yes,No,Yes,2
12329,Yes,No,No,Yes,Yes,No,2
12330,No,No,Yes,Yes,No,Yes,2
12331,Yes,No,Yes,Yes,Yes,Yes,3
12332,No,Yes,No,Yes,Yes,No,2
12333,Yes,Yes,No,Yes,No,No,1
12334,Yes,Yes,Yes,Yes,No,No,1
12335,Yes,Yes,Yes,Yes,No,Yes,2
12336,Yes,Yes,No,Yes,No,No,1
12337,Yes,Yes,Yes,Yes,Yes,No,2
12338,No,Yes,Yes,Yes,Yes,No,2
12339,Yes,No,No,Yes,Yes,No,2
12340,No,Yes,Yes,Yes,Yes,No,2
12341,No,No,Yes,Yes,Yes,Yes,3
12342,No,Yes,No,Yes,No,No,1
12343,Yes,No,Yes,Yes,Yes,Yes,3
12344,Yes,No,Yes,Yes,No,Yes,2
12345,No,Yes,Yes,Yes,Yes,No,2
12346,No,No,Yes,Yes,No,No,1
12347,Yes,Yes,No,Yes,No,Yes,2
12348,Yes,No,No,Yes,No,No,1
12349,Yes,Yes,No,Yes,No,No,1
12350,No,No,No,No,No,No,0
12351,No,No,No,No,Yes,No,1
12352,No,No,No,No,Yes,No,1
12353,No,No,No,No,Yes,Yes,2
12354,No,No,No,No,Yes,No,1
12355,Yes,No,No,Yes,No,No,1
12356,No,No,Yes,Yes,No,No,1
12357,No,No,No,No,Yes,No,1
12358,No,No,Yes,Yes,No,Yes,2
12359,No,No,No,No,No,No,0
12360,No,No,No,No,Yes,No,1
12361,Yes,Yes,No,Yes,No,No,1
12362,Yes,Yes,Yes,Yes,No,Yes,2
12363,Yes,Yes,No,Yes,No,Yes,2
12364,No,No,No,No,No,Yes,1
12365,No,No,Yes,Yes,No,No,1
12366,No,Yes,No,Yes,No,No,1
12367,Yes,Yes,Yes,Yes,No,Yes,2
12368,No,No,No,No,No,No,0
12369,Yes,No,Yes,Yes,No,Yes,2
12370,No,Yes,Yes,Yes,No,No,1
12371,No,No,No,No,No,No,0
12372,Yes,No,No,Yes,No,No,1
12373,No,No,No,No,Yes,No,1
12374,No,No,No,No,No,No,0
12375,No,Yes,No,Yes,No,No,1
12376,Yes,No,No,Yes,No,No,1
12377,No,No,No,No,No,No,0
12378,No,Yes,No,Yes,No,Yes,2
12379,No,No,No,No,Yes,No,1
12380,,Yes,Yes,Yes,Yes,No,2
12381,No,Yes,No,Yes,No,Yes,2
12382,No,No,No,No,No,Yes,1
12383,Yes,No,Yes,Yes,No,No,1
12384,No,Yes,No,Yes,No,Yes,2
12385,No,No,No,No,No,No,0
12386,,Yes,Yes,Yes,Yes,Yes,3
12387,No,Yes,No,Yes,No,No,1
12388,No,No,No,No,Yes,Yes,2
12389,Yes,No,Yes,Yes,Yes,Yes,3
12390,No,Yes,Yes,Yes,Yes,Yes,3
12391,No,Yes,Yes,Yes,No,No,1
12392,No,Yes,No,Yes,No,No,1
12393,No,No,Yes,Yes,No,No,1
12394,No,Yes,No,Yes,No,No,1
12395,Yes,Yes,Yes,Yes,No,No,1
12396,No,No,No,No,No,No,0
12397,No,Yes,No,Yes,No,No,1
12398,Yes,Yes,Yes,Yes,Yes,Yes,3
12399,Yes,No,Yes,Yes,Yes,No,2
12400,Yes,Yes,No,Yes,No,Yes,2
12401,No,No,No,No,No,No,0
12402,Yes,Yes,No,Yes,No,Yes,2
12403,,,Yes,Yes,Yes,No,2
12404,Yes,Yes,Yes,Yes,No,No,1
12405,Yes,Yes,No,Yes,No,Yes,2
12406,No,Yes,No,Yes,No,No,1
12407,No,Yes,No,Yes,No,No,1
12408,Yes,No,No,Yes,No,Yes,2
12409,Yes,Yes,No,Yes,No,No,1
12410,No,No,No,No,No,No,0
12411,Yes,Yes,Yes,Yes,No,Yes,2
12412,No,No,No,No,Yes,No,1
12413,,,No,No,Yes,No,1
12414,Yes,No,No,Yes,No,No,1
12415,No,No,No,No,No,No,0
12416,Yes,Yes,No,Yes,No,Yes,2
12417,No,No,Yes,Yes,No,No,1
12418,Yes,No,Yes,Yes,Yes,Yes,3
12419,,,Yes,Yes,Yes,No,2
12420,Yes,Yes,Yes,Yes,No,Yes,2
12421,No,No,No,No,No,No,0
12422,No,No,Yes,Yes,Yes,Yes,3
12423,No,Yes,Yes,Yes,Yes,No,2
12424,Yes,No,Yes,Yes,Yes,No,2
12425,Yes,Yes,No,Yes,No,No,1
12426,,,,No,Yes,Yes,2
12427,,,Yes,Yes,Yes,,2
12428,,,Yes,Yes,Yes,Yes,3
12429,,,Yes,Yes,Yes,Yes,3
12430,,,,No,,,0
12431,,,,No,,,0
12432,,,,No,Yes,,1
12433,,,,No,Yes,Yes,2
12434,,,Yes,Yes,Yes,Yes,3
12435,,,,No,,,0
12436,,,,No,Yes,Yes,2
12437,,,,No,Yes,Yes,2
12438,,,,No,Yes,Yes,2
12439,,,,No,Yes,,1
12440,,,,No,,,0
12441,,,,No,Yes,Yes,2
12442,,,,No,Yes,,1
12443,,,,No,,,0
12444,,,,No,,,0
12445,,,,No,,,0
12446,,,,No,,,0
12447,,,,No,,,0
12448,,,,No,,,0
12449,,,Yes,Yes,Yes,,2
12450,,,Yes,Yes,,,1
12451,,,,No,Yes,,1
12452,,,,No,,,0
12453,,,Yes,Yes,,,1
12454,,,,No,,,0
12455,,,,No,Yes,,1
12456,,,,No,,,0
12457,,,Yes,Yes,Yes,,2
12458,,,,No,Yes,,1
12459,,,,No,Yes,,1
12460,,,,No,Yes,Yes,2
12461,,,Yes,Yes,Yes,,2
12462,,,Yes,Yes,Yes,Yes,3
12463,,,,No,Yes,,1
12464,,,,No,Yes,Yes,2
12465,,,Yes,Yes,Yes,,2
12466,,,Yes,Yes,Yes,,2
12467,,,Yes,Yes,Yes,Yes,3
12468,,,,No,Yes,,1
12469,,,Yes,Yes,,,1
12470,,,,No,Yes,Yes,2
12471,,,Yes,Yes,Yes,,2
12472,,,,No,,,0
12473,,,,No,Yes,Yes,2
12474,,,,No,Yes,,1
12475,,,,No,Yes,,1
12476,,,,No,Yes,Yes,2
12477,,,,No,Yes,Yes,2
12478,,,Yes,Yes,Yes,,2
12479,,,Yes,Yes,Yes,Yes,3
12480,,,,No,,,0
12481,,,Yes,Yes,Yes,Yes,3
12482,,,Yes,Yes,Yes,Yes,3
12483,,,,No,Yes,Yes,2
12484,,,,No,Yes,Yes,2
12485,,,,No,,,0
12486,,,,No,Yes,Yes,2
12487,,,,No,Yes,,1
12488,,,Yes,Yes,Yes,Yes,3
12489,,,Yes,Yes,Yes,Yes,3
12490,,,Yes,Yes,Yes,Yes,3
12491,,,,No,Yes,Yes,2
12492,,,Yes,Yes,Yes,Yes,3
12493,,,,No,Yes,,1
12494,,,,No,Yes,Yes,2
12495,,,Yes,Yes,,,1
12496,,,Yes,Yes,Yes,Yes,3
12497,,,,No,Yes,Yes,2
12498,,,Yes,Yes,Yes,Yes,3
12499,,,Yes,Yes,Yes,Yes,3
12500,,,Yes,Yes,Yes,Yes,3
12501,,,,No,Yes,Yes,2
12502,,,Yes,Yes,Yes,Yes,3
12503,,,Yes,Yes,Yes,Yes,3
12504,,,,No,Yes,Yes,2
12505,,,,No,Yes,Yes,2
12506,,,Yes,Yes,Yes,Yes,3
12507,,,,No,Yes,Yes,2
12508,,,Yes,Yes,Yes,Yes,3
12509,,,Yes,Yes,Yes,,2
12510,,,,No,Yes,Yes,2
12511,,,Yes,Yes,Yes,Yes,3
12512,,,,No,Yes,,1
12513,,,,No,,,0
12514,,,,No,,,0
12515,,,,No,Yes,,1
12516,,,,No,Yes,Yes,2
12517,,Yes,Yes,Yes,Yes,Yes,3
12518,,,,No,Yes,Yes,2
12519,,,Yes,Yes,Yes,Yes,3
12520,,,,No,Yes,Yes,2
12521,,,,No,Yes,Yes,2
12522,,,,No,Yes,Yes,2
12523,,,,No,Yes,Yes,2
12524,,,Yes,Yes,Yes,Yes,3
12525,,,Yes,Yes,Yes,Yes,3
12526,,,Yes,Yes,,,1
12527,,,,No,Yes,Yes,2
12528,,,Yes,Yes,Yes,Yes,3
12529,,,,No,Yes,Yes,2
12530,,,Yes,Yes,Yes,Yes,3
12531,Yes,Yes,,Yes,Yes,,2
12532,,,,No,Yes,Yes,2
12533,,,Yes,Yes,Yes,Yes,3
12534,,,,No,,,0
12535,,,,No,Yes,,1
12536,,,Yes,Yes,Yes,,2
12537,,,,No,Yes,Yes,2
12538,,,Yes,Yes,Yes,Yes,3
12539,,,Yes,Yes,Yes,Yes,3
12540,,,Yes,Yes,,,1
12541,Yes,,Yes,Yes,Yes,,2
12542,,,Yes,Yes,Yes,Yes,3
12543,,,Yes,Yes,Yes,,2
12544,,,,No,Yes,Yes,2
12545,,,,No,Yes,Yes,2
12546,,,,No,Yes,Yes,2
12547,,,,No,Yes,Yes,2
12548,,,,No,Yes,,1
12549,,,,No,,,0
12550,,,Yes,Yes,Yes,,2
12551,,,,No,Yes,,1
12552,,,,No,Yes,Yes,2
12553,,,Yes,Yes,Yes,,2
12554,,,Yes,Yes,Yes,Yes,3
12555,,,,No,Yes,,1
12556,,,,No,Yes,,1
12557,,,Yes,Yes,Yes,Yes,3
12558,,,,No,Yes,,1
12559,,,,No,Yes,Yes,2
12560,,,,No,,,0
12561,,,,No,Yes,Yes,2
12562,,,,No,Yes,,1
12563,,,,No,Yes,,1
12564,,,,No,Yes,Yes,2
12565,,,,No,Yes,,1
12566,,,,No,Yes,,1
12567,,,,No,Yes,,1
12568,,,,No,Yes,Yes,2
12569,,,Yes,Yes,Yes,,2
12570,,,Yes,Yes,Yes,,2
12571,,,,No,Yes,,1
12572,,,,No,Yes,,1
12573,Yes,Yes,Yes,Yes,Yes,,2
12574,,,,No,Yes,,1
12575,,,,No,Yes,,1
12576,,,,No,Yes,,1
12577,,,,No,Yes,Yes,2
12578,,,Yes,Yes,Yes,,2
12579,Yes,,,Yes,Yes,,2
12580,Yes,Yes,Yes,Yes,Yes,,2
12581,,,,No,Yes,,1
12582,,,Yes,Yes,Yes,Yes,3
12583,Yes,,Yes,Yes,Yes,,2
12584,,,Yes,Yes,Yes,Yes,3
12585,,,Yes,Yes,Yes,Yes,3
12586,,,,No,,,0
12587,,,,No,,,0
12588,,,Yes,Yes,Yes,Yes,3
12589,Yes,,Yes,Yes,Yes,,2
12590,Yes,,Yes,Yes,Yes,Yes,3
12591,Yes,,,Yes,Yes,Yes,3
12592,,,Yes,Yes,Yes,Yes,3
12593,,,,No,Yes,Yes,2
12594,,,,No,Yes,Yes,2
12595,,,,No,Yes,Yes,2
12596,,,Yes,Yes,Yes,Yes,3
12597,,,Yes,Yes,Yes,Yes,3
12598,,,Yes,Yes,Yes,Yes,3
12599,,,,No,Yes,Yes,2
12600,,,,No,Yes,Yes,2
12601,,,,No,Yes,Yes,2
12602,Yes,Yes,Yes,Yes,Yes,Yes,3
12603,Yes,,,Yes,Yes,,2
12604,,,Yes,Yes,Yes,Yes,3
12605,,,,No,Yes,Yes,2
12606,,,,No,Yes,Yes,2
12607,Yes,,,Yes,Yes,Yes,3
12608,,,,No,Yes,Yes,2
12609,,,,No,Yes,Yes,2
12610,,,,No,Yes,Yes,2
12611,,,,No,Yes,,1
12612,Yes,Yes,,Yes,Yes,,2
12613,,,,No,Yes,,1
12614,,,,No,Yes,,1
12615,Yes,Yes,Yes,Yes,Yes,Yes,3
12616,Yes,Yes,,Yes,Yes,Yes,3
12617,Yes,Yes,Yes,Yes,Yes,Yes,3
12618,Yes,Yes,Yes,Yes,Yes,Yes,3
12619,Yes,Yes,,Yes,Yes,Yes,3
12620,Yes,Yes,,Yes,Yes,Yes,3
12621,Yes,,,Yes,Yes,Yes,3
12622,Yes,Yes,Yes,Yes,Yes,Yes,3
12623,Yes,Yes,Yes,Yes,Yes,Yes,3
12624,Yes,,Yes,Yes,Yes,Yes,3
12625,Yes,Yes,Yes,Yes,Yes,Yes,3
12626,Yes,,Yes,Yes,Yes,Yes,3
12627,Yes,,,Yes,Yes,Yes,3
12628,Yes,,Yes,Yes,Yes,Yes,3
12629,Yes,,Yes,Yes,Yes,Yes,3
12630,Yes,,Yes,Yes,Yes,Yes,3
12631,Yes,,Yes,Yes,Yes,Yes,3
12632,Yes,,Yes,Yes,Yes,Yes,3
12633,Yes,Yes,Yes,Yes,Yes,Yes,3
12634,Yes,Yes,Yes,Yes,Yes,Yes,3
12635,,,No,No,Yes,No,1
12636,No,Yes,Yes,Yes,No,No,1
12637,No,No,No,No,No,No,0
12638,No,Yes,Yes,Yes,No,Yes,2
12639,,,No,No,Yes,No,1
12640,,,No,No,Yes,No,1
12641,,,No,No,Yes,No,1
12642,No,Yes,Yes,Yes,No,Yes,2
12643,,No,No,No,Yes,No,1
12644,No,Yes,No,Yes,No,No,1
12645,Yes,No,No,Yes,No,Yes,2
12646,No,No,No,No,No,Yes,1
12647,No,No,Yes,Yes,No,Yes,2
12648,No,No,Yes,Yes,Yes,Yes,3
12649,Yes,Yes,No,Yes,No,Yes,2
12650,No,No,No,No,No,No,0
12651,Yes,Yes,No,Yes,No,Yes,2
12652,No,Yes,Yes,Yes,Yes,Yes,3
12653,Yes,No,No,Yes,No,Yes,2
12654,Yes,Yes,No,Yes,Yes,Yes,3
12655,No,Yes,No,Yes,No,No,1
12656,No,No,Yes,Yes,Yes,No,2
12657,No,No,Yes,Yes,Yes,No,2
12658,No,No,Yes,Yes,Yes,No,2
12659,No,Yes,Yes,Yes,Yes,Yes,3
12660,Yes,Yes,Yes,Yes,Yes,Yes,3
12661,Yes,No,Yes,Yes,Yes,Yes,3
12662,Yes,Yes,Yes,Yes,Yes,Yes,3
12663,Yes,Yes,,Yes,Yes,Yes,3
12664,Yes,Yes,Yes,Yes,Yes,Yes,3
12665,Yes,,Yes,Yes,Yes,Yes,3
12666,,,Yes,Yes,Yes,Yes,3
12667,Yes,Yes,Yes,Yes,Yes,Yes,3
12668,Yes,Yes,Yes,Yes,Yes,Yes,3
12669,Yes,Yes,Yes,Yes,Yes,Yes,3
12670,,,,No,,,0
12671,,,,No,,,0
12672,,,,No,,No,0
12673,,,,No,,No,0
12674,,Yes,Yes,Yes,,Yes,2
12675,,,,No,,Yes,1
12676,,,,No,,No,0
12677,,,,No,,No,0
12678,,,,No,,No,0
12679,,,,No,,,0
12680,,,,No,,Yes,1
12681,,,,No,,,0
12682,,,,No,,No,0
12683,,,,No,,No,0
12684,,,,No,,,0
12685,,,,No,,,0
12686,,,,No,,Yes,1
12687,,,,No,,,0
12688,,,,No,,No,0
12689,,,,No,,Yes,1
12690,,,,No,,,0
12691,,,,No,,Yes,1
12692,,,,No,,No,0
12693,,,,No,,No,0
12694,,,,No,,No,0
12695,Yes,Yes,No,Yes,Yes,Yes,3
12696,Yes,No,No,Yes,Yes,Yes,3
12697,Yes,No,No,Yes,Yes,Yes,3
12698,No,No,No,No,Yes,Yes,2
12699,No,No,No,No,Yes,Yes,2
12700,Yes,No,Yes,Yes,Yes,Yes,3
12701,Yes,No,No,Yes,Yes,Yes,3
12702,No,Yes,Yes,Yes,Yes,Yes,3
12703,No,No,No,No,Yes,Yes,2
12704,Yes,No,Yes,Yes,Yes,Yes,3
12705,Yes,No,No,Yes,Yes,Yes,3
12706,Yes,Yes,No,Yes,Yes,Yes,3
12707,Yes,Yes,No,Yes,Yes,Yes,3
12708,No,No,No,No,Yes,Yes,2
12709,Yes,Yes,No,Yes,Yes,Yes,3
12710,Yes,Yes,Yes,Yes,Yes,Yes,3
12711,No,No,No,No,Yes,Yes,2
12712,Yes,No,No,Yes,Yes,Yes,3
12713,No,No,No,No,Yes,Yes,2
12714,Yes,Yes,No,Yes,Yes,Yes,3
12715,Yes,Yes,No,Yes,Yes,Yes,3
12716,Yes,No,No,Yes,Yes,Yes,3
12717,No,No,No,No,Yes,Yes,2
12718,Yes,Yes,No,Yes,Yes,Yes,3
12719,Yes,Yes,Yes,Yes,Yes,Yes,3
12720,No,Yes,Yes,Yes,Yes,Yes,3
12721,Yes,No,No,Yes,Yes,Yes,3
12722,Yes,No,No,Yes,Yes,Yes,3
12723,Yes,Yes,No,Yes,Yes,Yes,3
12724,Yes,No,No,Yes,Yes,Yes,3
12725,Yes,Yes,No,Yes,Yes,Yes,3
12726,No,Yes,No,Yes,Yes,Yes,3
12727,Yes,No,No,Yes,Yes,Yes,3
12728,No,No,No,No,Yes,Yes,2
12729,No,No,No,No,Yes,Yes,2
12730,Yes,No,No,Yes,Yes,Yes,3
12731,Yes,Yes,No,Yes,Yes,Yes,3
12732,Yes,No,No,Yes,Yes,Yes,3
12733,Yes,Yes,Yes,Yes,Yes,Yes,3
12734,Yes,No,No,Yes,Yes,Yes,3
12735,Yes,Yes,No,Yes,Yes,Yes,3
12736,Yes,No,No,Yes,Yes,Yes,3
12737,Yes,Yes,No,Yes,Yes,Yes,3
12738,Yes,Yes,Yes,Yes,Yes,Yes,3
12739,Yes,No,No,Yes,Yes,Yes,3
12740,Yes,Yes,No,Yes,Yes,Yes,3
12741,Yes,Yes,No,Yes,Yes,Yes,3
12742,Yes,Yes,No,Yes,Yes,Yes,3
12743,Yes,Yes,No,Yes,Yes,Yes,3
12744,Yes,Yes,Yes,Yes,Yes,Yes,3
12745,Yes,No,No,Yes,Yes,Yes,3
12746,Yes,No,No,Yes,Yes,Yes,3
12747,Yes,No,No,Yes,Yes,Yes,3
12748,Yes,Yes,No,Yes,Yes,Yes,3
12749,Yes,No,Yes,Yes,Yes,Yes,3
12750,Yes,No,No,Yes,Yes,Yes,3
12751,Yes,No,No,Yes,Yes,Yes,3
12752,No,No,No,No,Yes,Yes,2
12753,Yes,No,No,Yes,Yes,Yes,3
12754,Yes,Yes,No,Yes,Yes,Yes,3
12755,Yes,Yes,No,Yes,Yes,Yes,3
12756,Yes,Yes,No,Yes,Yes,Yes,3
12757,Yes,No,No,Yes,Yes,Yes,3
12758,Yes,No,No,Yes,Yes,Yes,3
12759,Yes,Yes,No,Yes,Yes,Yes,3
12760,Yes,Yes,No,Yes,Yes,Yes,3
12761,Yes,No,No,Yes,Yes,Yes,3
12762,Yes,Yes,No,Yes,Yes,Yes,3
12763,Yes,Yes,No,Yes,Yes,Yes,3
12764,Yes,Yes,No,Yes,Yes,Yes,3
12765,Yes,Yes,No,Yes,Yes,Yes,3
12766,No,No,No,No,Yes,Yes,2
12767,No,No,No,No,Yes,Yes,2
12768,Yes,No,No,Yes,Yes,Yes,3
12769,Yes,Yes,No,Yes,Yes,Yes,3
12770,Yes,No,No,Yes,Yes,Yes,3
12771,Yes,No,No,Yes,Yes,Yes,3
12772,Yes,Yes,No,Yes,Yes,Yes,3
12773,Yes,Yes,No,Yes,Yes,Yes,3
12774,Yes,No,No,Yes,Yes,Yes,3
12775,Yes,Yes,No,Yes,Yes,Yes,3
12776,Yes,No,No,Yes,Yes,Yes,3
12777,Yes,Yes,No,Yes,Yes,Yes,3
12778,Yes,Yes,Yes,Yes,Yes,Yes,3
12779,No,Yes,No,Yes,Yes,Yes,3
12780,Yes,Yes,Yes,Yes,Yes,Yes,3
12781,Yes,No,No,Yes,Yes,Yes,3
12782,No,No,No,No,Yes,Yes,2
12783,Yes,Yes,No,Yes,Yes,Yes,3
12784,Yes,Yes,No,Yes,Yes,Yes,3
12785,No,No,No,No,Yes,Yes,2
12786,Yes,Yes,No,Yes,Yes,Yes,3
12787,No,No,No,No,Yes,Yes,2
12788,Yes,Yes,No,Yes,Yes,Yes,3
12789,Yes,No,No,Yes,Yes,Yes,3
12790,Yes,Yes,No,Yes,Yes,Yes,3
12791,Yes,Yes,No,Yes,Yes,Yes,3
12792,Yes,Yes,Yes,Yes,Yes,Yes,3
