clientid,quarter,AccessIncome,AccessEmployment,AccessFinancialCoach,BundledServices
16212736318,2016 Q2,1,1,0,2
16212736319,2016 Q2,1,1,0,2
16212736342,2016 Q2,1,1,1,3
16212736585,2016 Q4,1,0,1,2
16212742916,2016 Q2,1,1,0,2
16212744280,2016 Q2,1,1,0,2
16212744281,2016 Q2,1,1,0,2
16212749244,2016 Q2,1,1,0,2
16212749245,2016 Q2,1,1,0,2
16212749246,2016 Q2,1,1,1,3
16212765975,2016 Q2,1,1,0,2
16212765976,2016 Q2,1,1,0,2
16212776312,2016 Q4,1,1,0,2
16212776868,2016 Q2,1,1,0,2
16212777315,2017 Q2,1,1,0,2
16212777316,2018 Q2,1,1,0,2
16212777317,2017 Q2,1,1,0,2
16212777318,2017 Q2,1,1,0,2
16212778782,2018 Q3,1,1,1,3
16212785364,2016 Q2,1,1,1,3
16212787582,2017 Q3,1,1,0,2
16212787583,2017 Q3,1,1,0,2
16212787584,2017 Q3,1,1,0,2
16212792072,2017 Q2,1,1,0,2
16212800873,2016 Q4,1,1,1,3
16212800874,2016 Q3,1,1,0,2
16212805877,2016 Q2,1,1,0,2
16212805878,2016 Q2,1,1,0,2
16212806569,2016 Q2,1,1,0,2
16212806720,2016 Q2,1,1,0,2
16212806795,2016 Q3,1,1,0,2
16212808094,2016 Q2,1,1,0,2
16212808881,2017 Q1,1,1,0,2
16212809603,2017 Q1,1,1,0,2
16212809605,2017 Q1,1,1,0,2
16212809845,2016 Q2,1,1,0,2
16212809846,2016 Q2,1,1,0,2
16212810009,2016 Q2,1,0,0,1
16212810011,2016 Q2,1,0,0,1
16212811059,2016 Q2,1,1,0,2
16212811154,2016 Q3,1,1,1,3
16212811155,2016 Q3,1,1,1,3
16212811763,2016 Q4,1,1,0,2
16212811765,2016 Q4,1,1,0,2
16212811878,2016 Q2,1,1,0,2
16212811879,2016 Q2,1,1,0,2
16212812099,2016 Q4,1,1,0,2
16212812100,2016 Q4,1,1,0,2
16212812299,2016 Q2,1,1,0,2
16212812447,2016 Q2,1,1,0,2
16212812448,2016 Q2,1,1,0,2
16212812489,2017 Q1,1,1,0,2
16212812756,2016 Q4,1,1,0,2
16212812757,2016 Q4,1,1,0,2
16212812835,2017 Q1,1,1,0,2
16212813123,2017 Q1,1,1,0,2
16212813124,2017 Q1,1,1,0,2
16212813342,2016 Q3,1,1,0,2
16212813386,2016 Q4,1,1,0,2
16212813389,2016 Q4,1,0,1,2
16212813558,2017 Q1,1,1,0,2
16212813559,2017 Q2,1,1,1,3
16212813560,2017 Q2,1,1,0,2
16212813561,2017 Q2,1,1,0,2
16212813658,2017 Q1,1,1,0,2
16212813659,2017 Q1,1,1,0,2
16212813744,2017 Q1,1,1,0,2
16212814214,2016 Q4,1,1,0,2
16212814215,2016 Q4,1,1,0,2
16212814445,2016 Q2,1,1,1,3
16212814446,2016 Q2,1,1,1,3
16212814799,2016 Q4,1,1,0,2
16212814801,2016 Q4,1,1,0,2
16212814953,2017 Q1,1,1,0,2
16212818582,2016 Q2,1,1,0,2
16212818583,2016 Q2,1,1,1,3
16212819181,2018 Q1,1,0,0,1
16212819184,2018 Q1,1,1,1,3
16212819186,2018 Q1,1,1,1,3
16212819578,2017 Q3,1,1,0,2
16212825922,2016 Q2,1,1,1,3
16212825923,2016 Q2,1,1,0,2
16212825930,2016 Q2,1,1,0,2
16212829376,2016 Q4,1,1,0,2
16212829406,2017 Q2,1,1,0,2
16212829407,2017 Q2,1,1,0,2
16212836968,2017 Q3,1,1,1,3
16212838454,2017 Q3,1,0,1,2
16212838794,2016 Q4,1,1,1,3
16212838921,2017 Q3,1,1,1,3
16212838922,2016 Q2,1,1,0,2
16212843509,2016 Q4,1,0,1,2
16212843510,2016 Q4,1,0,1,2
16212847974,2017 Q4,1,0,1,2
16212850068,2017 Q3,1,1,1,3
16212851174,2016 Q3,1,1,0,2
16212851175,2016 Q3,1,1,1,3
16212851681,2016 Q2,1,1,1,3
16212851682,2016 Q2,1,1,0,2
16212851683,2016 Q2,1,1,1,3
16212851684,2016 Q2,1,1,1,3
16212852632,2017 Q2,1,1,0,2
16212854040,2016 Q4,1,1,1,3
16212854041,2018 Q1,1,1,1,3
16212854052,2017 Q1,1,1,1,3
16212854473,2016 Q3,1,1,1,3
16212854474,2016 Q3,1,0,1,2
16212854541,2018 Q1,1,1,1,3
16212854774,2016 Q3,1,1,1,3
16212854775,2016 Q3,1,1,1,3
16212854840,2017 Q3,1,1,1,3
16212854841,2016 Q2,1,1,0,2
16212854849,2017 Q3,1,1,1,3
16212854850,2017 Q3,1,1,1,3
16212855968,2017 Q2,1,1,0,2
16212858119,2016 Q3,1,1,1,3
16212859578,2016 Q3,1,1,1,3
16212859580,2016 Q3,1,1,1,3
16212860862,2016 Q2,1,1,0,2
16212860863,2016 Q2,1,0,0,1
16212861388,2017 Q2,1,0,1,2
16212861391,2017 Q3,1,0,1,2
16212863258,2016 Q4,1,0,0,1
16212865608,2016 Q2,1,1,1,3
16212869658,2016 Q2,1,1,0,2
16212869659,2016 Q2,1,1,1,3
16212875454,2017 Q1,1,1,0,2
16212875455,2017 Q1,1,1,0,2
16212876133,2016 Q4,1,1,0,2
16212876134,2016 Q4,1,0,0,1
16212876158,2018 Q1,1,1,0,2
16212877023,2017 Q2,1,1,0,2
16212877036,2017 Q2,1,1,0,2
16212877037,2017 Q2,1,1,0,2
16212877038,2017 Q2,1,1,0,2
16212878846,2017 Q2,1,1,0,2
16212881104,2018 Q1,1,0,0,1
16212881105,2017 Q1,1,0,0,1
16212883140,2016 Q2,1,1,1,3
16212883141,2016 Q2,1,1,0,2
16212883428,2016 Q2,1,1,0,2
16212883429,2016 Q2,1,1,0,2
16212884239,2016 Q4,1,1,0,2
16212884240,2016 Q4,1,1,1,3
16212887244,2016 Q3,1,1,0,2
16212887245,2016 Q3,1,1,0,2
16212887448,2016 Q2,1,1,1,3
16212887976,2016 Q3,1,1,1,3
16212887977,2016 Q3,1,1,1,3
16212888089,2016 Q3,1,1,0,2
16212888515,2016 Q3,1,1,1,3
16212888516,2016 Q3,1,1,0,2
16212888722,2017 Q1,1,1,1,3
16212888723,2017 Q1,1,1,0,2
16212888913,2016 Q3,1,1,0,2
16212888993,2016 Q4,1,1,0,2
16212888994,2016 Q4,1,1,0,2
16212889317,2016 Q4,1,1,1,3
16212889647,2016 Q4,1,0,0,1
16212912326,2017 Q2,1,1,0,2
16213089302,2018 Q2,1,0,0,1
16213144932,2018 Q2,1,1,0,2
16213144933,2018 Q2,1,0,0,1
16215504333,2018 Q3,1,1,1,3
16215504334,2018 Q3,1,1,1,3
16217000691,2017 Q2,1,1,0,2
16217000692,2017 Q2,1,1,0,2
16217004572,2017 Q2,1,1,0,2
16217008035,2017 Q2,1,1,1,3
16217008036,2016 Q3,1,1,1,3
16217008881,2017 Q2,1,1,0,2
16217009847,2016 Q3,1,1,1,3
16217010391,2017 Q2,1,1,0,2
16217010392,2017 Q2,1,1,1,3
16217010393,2017 Q2,1,1,0,2
16217011358,2017 Q3,1,0,1,2
16217011359,2016 Q4,1,1,0,2
16217011360,2017 Q3,1,1,1,3
16217011531,2016 Q4,1,1,1,3
16217011532,2016 Q4,1,1,0,2
16217011909,2017 Q1,1,1,0,2
16217012667,2016 Q4,1,0,0,1
16217012749,2017 Q1,1,1,0,2
16217012785,2018 Q1,1,1,0,2
16217013525,2017 Q2,1,1,0,2
16217013765,2016 Q4,1,0,0,1
16217013944,2016 Q4,1,1,1,3
16217013945,2016 Q4,1,1,1,3
16217014264,2017 Q2,1,1,0,2
16217014266,2017 Q1,1,1,0,2
16217014399,2017 Q2,1,1,0,2
16217015130,2017 Q1,1,1,0,2
16217015131,2017 Q1,1,1,0,2
16217015133,2017 Q1,1,1,0,2
16217016544,2018 Q1,1,0,1,2
16217018549,2017 Q2,1,1,0,2
16217024275,2017 Q2,1,1,1,3
16217024276,2017 Q2,1,1,1,3
16217024280,2016 Q4,1,1,1,3
16217024281,2016 Q4,1,1,0,2
16217024910,2016 Q4,1,1,1,3
16217024911,2016 Q4,1,0,1,2
16217025285,2016 Q3,1,1,1,3
16217026992,2016 Q4,1,1,1,3
16217026993,2016 Q3,1,1,0,2
16217028011,2016 Q3,1,1,1,3
16217028012,2018 Q1,1,1,0,2
16217028607,2016 Q3,1,1,1,3
16217029608,2016 Q4,1,1,1,3
16217029609,2016 Q4,1,1,1,3
16217029626,2017 Q1,1,1,0,2
16217029856,2017 Q1,1,1,0,2
16217029857,2017 Q1,1,1,0,2
16217030046,2016 Q4,1,1,0,2
16217030437,2018 Q1,1,0,1,2
16217030438,2018 Q1,1,0,1,2
16217030493,2017 Q1,1,1,0,2
16217030713,2018 Q2,1,1,0,2
16217030714,2018 Q2,1,0,0,1
16217030770,2016 Q4,1,1,0,2
16217030771,2016 Q4,1,1,0,2
16217030868,2016 Q2,1,1,0,2
16217030875,2016 Q2,1,1,0,2
16217031277,2016 Q4,1,1,0,2
16217031334,2018 Q2,1,0,0,1
16217032184,2017 Q1,1,1,0,2
16217032185,2017 Q1,1,1,1,3
16217032574,2018 Q2,1,1,0,2
16217032745,2018 Q2,1,1,0,2
16217033208,2018 Q2,1,0,0,1
16217040351,2016 Q4,1,1,0,2
16217040354,2016 Q4,1,1,0,2
16217040355,2016 Q4,1,1,0,2
16217040358,2016 Q4,1,1,0,2
16217040359,2016 Q4,1,1,0,2
16217050075,2017 Q2,1,1,0,2
16217050076,2017 Q2,1,1,0,2
16217050198,2017 Q3,1,1,0,2
16217050199,2017 Q3,1,1,0,2
16217050810,2018 Q1,1,0,0,1
16217050812,2018 Q1,1,1,1,3
16217050817,2018 Q1,1,1,1,3
16217053974,2016 Q4,1,1,0,2
16217053975,2016 Q4,1,1,0,2
16217054467,2016 Q4,1,0,0,1
16217059546,2017 Q3,1,1,0,2
16217062297,2016 Q2,1,1,1,3
16217062298,2016 Q2,1,0,0,1
16217063122,2016 Q3,1,1,1,3
16217063125,2016 Q3,1,1,0,2
16217063182,2016 Q3,1,1,0,2
16217063185,2017 Q3,1,1,1,3
16217063985,2017 Q3,1,1,1,3
16217063986,2016 Q3,1,1,0,2
16217064939,2016 Q4,1,1,1,3
16217064940,2016 Q4,1,1,0,2
16217065724,2016 Q4,1,1,0,2
16217065725,2016 Q4,1,1,0,2
16217068569,2016 Q4,1,1,1,3
16217068571,2016 Q4,1,1,1,3
16217069969,2017 Q1,1,1,1,3
16217069973,2017 Q1,1,1,1,3
16217069985,2018 Q1,1,1,1,3
16217070138,2017 Q1,1,1,0,2
16217070169,2017 Q1,1,1,1,3
16217071240,2017 Q2,1,1,1,3
16217071241,2017 Q2,1,1,1,3
16217071460,2017 Q1,1,1,1,3
16217071461,2017 Q1,1,1,1,3
16217076163,2018 Q1,1,1,1,3
16217076164,2017 Q3,1,1,1,3
16217077457,2016 Q4,1,1,0,2
16217077828,2017 Q2,1,1,0,2
16217078410,2017 Q2,1,1,0,2
16217078411,2017 Q2,1,1,0,2
16217080064,2018 Q3,1,1,1,3
16217081755,2018 Q3,1,1,0,2
16217088994,2018 Q3,1,1,0,2
16217089641,2018 Q1,1,0,0,1
16217089643,2018 Q1,1,1,1,3
16217107037,2017 Q2,1,1,0,2
16217107038,2017 Q2,1,0,0,1
16217107039,2017 Q2,1,0,0,1
16217107042,2017 Q2,1,1,0,2
16217107180,2018 Q1,1,1,1,3
16217107181,2018 Q1,1,0,1,2
16217114783,2018 Q3,1,1,1,3
16217114784,2018 Q3,1,1,1,3
16217117743,2017 Q3,1,1,0,2
16217118543,2017 Q1,1,0,0,1
16217118859,2017 Q3,1,1,0,2
16217119135,2017 Q2,1,1,0,2
16217119568,2017 Q3,1,1,0,2
16217119827,2017 Q2,1,1,0,2
16217119828,2017 Q2,1,1,0,2
16217120961,2017 Q3,1,1,0,2
16217120962,2017 Q3,1,1,0,2
16217122352,2017 Q3,1,1,0,2
16217128306,2017 Q3,1,1,0,2
16217132695,2018 Q2,1,1,0,2
16217133079,2018 Q3,1,1,0,2
16217133464,2018 Q2,1,0,0,1
16217133466,2018 Q3,1,0,0,1
16217133470,2018 Q3,1,1,0,2
16217133567,2018 Q1,1,0,1,2
16217133569,2018 Q1,1,0,1,2
16217166901,2018 Q1,1,0,1,2
16217168569,2017 Q4,1,1,1,3
16217168570,2017 Q4,1,1,0,2
16217168577,2017 Q4,1,1,1,3
16217168578,2017 Q4,1,1,1,3
16217168581,2017 Q4,1,1,1,3
16217168584,2017 Q4,1,0,1,2
16217168585,2017 Q4,1,1,1,3
16217168588,2017 Q4,1,1,1,3
16217168589,2017 Q4,1,0,1,2
16217168598,2017 Q4,1,1,1,3
16217168601,2017 Q4,1,1,1,3
16217168602,2017 Q4,1,1,1,3
16217168603,2017 Q4,1,0,1,2
16217169929,2018 Q1,1,1,1,3
16260117212,2018 Q4,1,0,0,1
16264657971,2016 Q3,1,1,0,2
16339722295,2018 Q4,1,0,0,1
16352097541,2018 Q4,1,1,0,2
16397651936,2018 Q4,1,1,1,3
16418512863,2018 Q4,1,0,0,1
1642935856,2018 Q4,1,1,0,2
16443355896,2018 Q4,1,1,0,2
1646455860,2018 Q3,1,1,0,2
16490786296,2018 Q4,1,1,0,2
16492346212,2018 Q4,1,1,0,2
16516930296,2018 Q4,1,0,0,1
16531458696,2018 Q4,1,0,0,1
16560853796,2018 Q4,1,0,0,1
16601188212,2018 Q4,1,0,0,1
1660704623,2017 Q1,1,1,0,2
1660704624,2017 Q1,1,1,0,2
1660704626,2017 Q1,1,1,0,2
1660704627,2017 Q1,1,1,0,2
166135905,2018 Q2,1,1,0,2
1661690828,2016 Q2,1,1,1,3
1661690829,2016 Q2,1,1,1,3
1662412742,2018 Q3,1,1,0,2
1662420146,2017 Q2,1,1,0,2
1663180788,2016 Q4,1,1,0,2
1663300561,2017 Q2,1,1,0,2
1663300562,2017 Q2,1,1,0,2
1663436018,2018 Q1,1,0,1,2
1663436019,2018 Q1,1,0,1,2
1663459203,2016 Q3,1,1,0,2
1663518309,2016 Q4,1,1,0,2
1663608016,2017 Q4,1,1,0,2
1663608017,2016 Q2,1,1,0,2
1663617094,2017 Q2,1,1,0,2
1663617095,2017 Q2,1,1,0,2
1663646443,2016 Q2,1,1,0,2
1663652413,2016 Q2,1,1,0,2
1663652414,2016 Q2,1,1,0,2
1663652591,2016 Q2,1,1,1,3
1663652592,2016 Q2,1,1,0,2
1663696605,2016 Q3,1,1,1,3
1664137052,2017 Q3,1,1,1,3
1664137053,2017 Q2,1,1,0,2
1664137195,2018 Q1,1,1,1,3
1664138115,2016 Q2,1,1,1,3
1664151725,2016 Q3,1,1,0,2
1664152223,2016 Q2,1,1,0,2
1664152224,2016 Q2,1,1,0,2
1664152338,2016 Q2,1,1,1,3
1664152339,2016 Q2,1,1,0,2
1664301940,2017 Q4,1,1,1,3
1664301941,2016 Q4,1,1,0,2
1664302165,2017 Q3,1,0,1,2
1664302436,2016 Q2,1,1,0,2
1664345437,2016 Q2,1,1,1,3
1664345743,2018 Q2,1,1,0,2
1664345882,2016 Q2,1,1,1,3
1664345947,2016 Q3,1,1,1,3
1664345948,2016 Q3,1,1,0,2
1664420966,2017 Q3,1,1,1,3
1664420967,2016 Q2,1,1,0,2
1664472443,2016 Q2,1,1,0,2
166450060,2016 Q2,1,1,1,3
1664532404,2016 Q2,1,1,0,2
1664541527,2016 Q3,1,1,0,2
1664541528,2016 Q3,1,1,0,2
1664549053,2016 Q2,1,1,0,2
1664549054,2016 Q2,1,1,0,2
1664550202,2016 Q3,1,1,0,2
1664550203,2016 Q3,1,1,0,2
1664550924,2017 Q1,1,1,0,2
1664550925,2017 Q1,1,1,0,2
1664591626,2017 Q4,1,1,1,3
1664591627,2016 Q2,1,1,0,2
1664609764,2016 Q3,1,1,0,2
1664622631,2016 Q2,1,1,1,3
1664622992,2016 Q3,1,1,0,2
1664623004,2016 Q3,1,1,0,2
1664623944,2017 Q2,1,0,0,1
1664655859,2017 Q1,1,1,0,2
1664689882,2016 Q4,1,0,0,1
1664689883,2016 Q4,1,1,0,2
1664689884,2016 Q4,1,0,0,1
1664691579,2017 Q2,1,1,0,2
1664691732,2017 Q1,1,1,1,3
1664762399,2017 Q1,1,1,0,2
1664775915,2017 Q1,1,1,1,3
1664775916,2017 Q1,1,1,1,3
1664776076,2016 Q4,1,1,1,3
1664776077,2016 Q4,1,1,1,3
1664813701,2018 Q3,1,1,1,3
1664831711,2017 Q1,1,1,1,3
1664831712,2017 Q1,1,1,1,3
1664866183,2017 Q2,1,0,0,1
1664866184,2017 Q2,1,1,0,2
1664866381,2017 Q1,1,1,0,2
1664866382,2017 Q1,1,1,0,2
1664956094,2017 Q4,1,1,1,3
1664956095,2017 Q1,1,1,1,3
1664971679,2017 Q1,1,1,0,2
1664971680,2017 Q1,1,1,0,2
1664971681,2017 Q1,1,1,0,2
1664971682,2017 Q4,1,1,1,3
1664995919,2016 Q4,1,0,0,1
1664996018,2017 Q3,1,0,1,2
1664996210,2017 Q1,1,1,0,2
1664996503,2017 Q2,1,1,0,2
1664996504,2017 Q2,1,0,0,1
1665009876,2016 Q4,1,1,0,2
1665020375,2016 Q4,1,1,0,2
1665020376,2016 Q4,1,1,0,2
1665027286,2017 Q2,1,0,0,1
1665027415,2017 Q1,1,1,0,2
1665027416,2017 Q1,1,1,0,2
16650664057,2017 Q2,1,1,0,2
1665081876,2017 Q2,1,1,0,2
1665081877,2017 Q2,1,0,0,1
1665117290,2017 Q2,1,1,0,2
1665117291,2017 Q2,1,0,0,1
1665117496,2017 Q2,1,0,0,1
1665117998,2018 Q1,1,1,0,2
1665155430,2017 Q2,1,1,1,3
1665371817,2018 Q1,1,1,0,2
1665435093,2018 Q2,1,1,1,3
1665435094,2018 Q2,1,0,0,1
1665437090,2017 Q4,1,0,0,1
1665437091,2018 Q1,1,0,0,1
1665437443,2017 Q4,1,0,0,1
1665437444,2017 Q4,1,0,0,1
1665482723,2017 Q4,1,1,0,2
1665482724,2017 Q4,1,1,1,3
16654988896,2018 Q4,0,0,0,0
1665507309,2017 Q4,1,0,0,1
1665850930,2018 Q1,1,1,1,3
1665851050,2018 Q2,1,0,0,1
1665851096,2018 Q2,1,0,0,1
1665851299,2018 Q2,1,0,0,1
1665853674,2018 Q3,1,1,1,3
1665855006,2018 Q1,1,1,1,3
1665886409,2018 Q1,1,1,1,3
1665886410,2017 Q4,1,1,1,3
1665927513,2018 Q2,1,1,0,2
1665941155,2018 Q2,1,1,0,2
1665941156,2018 Q2,1,1,0,2
1665942743,2017 Q4,1,1,0,2
1665942744,2017 Q4,1,1,0,2
1665953165,2018 Q2,1,1,0,2
1665953871,2018 Q2,1,0,1,2
1666176202,2018 Q4,1,1,0,2
16696290712,2018 Q4,1,0,0,1
16720476796,2018 Q4,1,0,0,1
16741398212,2018 Q4,1,1,0,2
16750117212,2018 Q4,1,1,1,3
16768099602,2018 Q4,1,1,0,2
1683856,2018 Q2,1,0,0,1
16850117212,2018 Q4,1,1,1,3
16873253441,2018 Q4,1,0,0,1
1687921514,2016 Q4,1,1,1,3
16905281870,2018 Q4,1,0,0,1
1691424089,2018 Q4,1,1,1,3
16916146048,2018 Q3,0,0,0,0
16922541441,2018 Q4,0,1,0,1
16950337204,2018 Q4,1,1,0,2
1698042419,2018 Q1,1,1,1,3
169999992,2018 Q3,1,1,1,3
1710745,2018 Q2,0,1,1,2
1712681,2017 Q3,0,1,1,2
1712785,2017 Q1,1,1,1,3
1712838,2016 Q4,0,0,1,1
1712863,2017 Q3,0,1,0,1
1712898,2017 Q2,0,1,0,1
1713072,2017 Q1,0,1,1,2
1713206,2017 Q4,0,1,0,1
1713235,2017 Q1,0,1,1,2
1713241,2016 Q4,1,1,1,3
1713245,2016 Q4,0,1,1,2
1713247,2017 Q1,0,1,0,1
1713321,2016 Q4,0,1,1,2
1713407,2017 Q1,0,1,1,2
1713558,2016 Q4,0,1,1,2
1713592,2017 Q1,1,1,1,3
1713629,2017 Q1,1,1,1,3
1713707,2017 Q1,0,1,1,2
1713728,2017 Q3,0,1,0,1
1713749,2016 Q4,1,0,1,2
1713766,2017 Q3,1,1,1,3
1713781,2017 Q3,0,1,0,1
1713782,2017 Q3,1,0,1,2
1713831,2016 Q4,1,0,1,2
1713832,2017 Q3,0,1,1,2
1713850,2017 Q1,0,1,1,2
1713876,2017 Q3,1,1,1,3
1713901,2016 Q4,1,0,1,2
1713983,2016 Q4,0,0,1,1
1714004,2016 Q4,1,1,1,3
1714025,2017 Q3,0,1,0,1
1714113,2016 Q4,0,1,1,2
1714117,2017 Q1,0,1,1,2
1714134,2017 Q1,1,1,1,3
1724940,2018 Q4,1,1,0,2
1725068,2018 Q4,1,0,0,1
1725177,2018 Q1,0,1,0,1
1725479,2018 Q4,1,1,0,2
1725631,2018 Q4,1,1,0,2
1725792,2018 Q2,1,1,0,2
1725961,2018 Q3,1,1,1,3
1726036,2018 Q4,0,1,1,2
1726387,2018 Q1,0,1,0,1
1726402,2017 Q4,0,0,1,1
1726605,2018 Q3,0,1,1,2
1727002,2018 Q2,0,0,1,1
1727021,2018 Q1,1,0,1,2
1727034,2018 Q4,1,1,1,3
1727170,2018 Q4,0,1,1,2
1727542,2018 Q2,0,0,1,1
1727700,2018 Q2,1,0,1,2
1727798,2018 Q4,0,0,1,1
1727848,2018 Q4,1,1,0,2
1727979,2018 Q4,1,1,1,3
1728139,2018 Q4,0,1,1,2
1728243,2018 Q4,1,1,1,3
1728249,2018 Q2,1,1,1,3
1728394,2018 Q2,0,1,0,1
1728399,2018 Q1,0,1,0,1
1728724,2018 Q3,1,0,1,2
1728726,2018 Q2,0,1,0,1
1728731,2018 Q1,1,0,1,2
1728733,2018 Q3,0,1,1,2
1728787,2018 Q4,1,1,1,3
1728808,2018 Q3,1,1,1,3
1728851,2018 Q2,0,1,0,1
1729005,2018 Q2,1,1,1,3
1729065,2018 Q4,0,1,1,2
1729504,2018 Q3,0,1,1,2
1729592,2018 Q1,0,1,0,1
1729697,2018 Q4,0,1,1,2
1729708,2018 Q1,1,1,1,3
1729748,2018 Q2,0,1,0,1
1729770,2018 Q4,1,1,0,2
1730038,2017 Q4,0,1,0,1
1730081,2018 Q2,1,1,1,3
1730139,2018 Q4,1,1,1,3
1730215,2018 Q4,1,1,1,3
1730244,2018 Q1,0,1,0,1
1730489,2018 Q2,0,1,0,1
1730556,2018 Q4,0,0,1,1
1730723,2018 Q1,1,1,1,3
1730892,2018 Q1,0,1,0,1
1730956,2018 Q1,1,1,1,3
1731470,2018 Q4,1,1,1,3
1731479,2018 Q1,1,1,1,3
1731542,2018 Q3,0,1,0,1
1731673,2018 Q4,1,1,0,2
1731853,2018 Q4,1,0,0,1
1731920,2018 Q3,0,1,0,1
1732038,2018 Q2,1,0,1,2
1732126,2018 Q3,0,1,0,1
1732348,2018 Q2,1,1,1,3
1734416,2018 Q3,0,1,1,2
1736232,2018 Q3,0,1,0,1
1736538,2018 Q1,1,0,1,2
1737272,2018 Q2,0,1,1,2
1738326,2017 Q3,0,1,1,2
1738481,2016 Q4,1,1,1,3
1738564,2017 Q4,1,1,0,2
1738575,2017 Q1,1,1,1,3
1738595,2016 Q4,0,0,1,1
1738669,2016 Q4,0,1,1,2
1738752,2016 Q4,0,0,1,1
1738795,2017 Q3,0,1,1,2
1738882,2017 Q1,1,1,0,2
1738977,2018 Q1,0,1,0,1
1739077,2018 Q3,1,1,0,2
1739078,2018 Q4,0,1,1,2
1739328,2018 Q1,1,1,1,3
1739382,2018 Q4,0,1,0,1
1739631,2017 Q4,1,0,1,2
1740070,2017 Q1,1,0,1,2
1740276,2018 Q4,1,1,0,2
1740605,2018 Q1,1,1,0,2
1740690,2016 Q4,0,1,1,2
1740841,2017 Q4,0,1,0,1
1741810,2017 Q1,0,0,1,1
1742274,2018 Q4,1,1,1,3
1742281,2017 Q3,1,0,1,2
1742686,2016 Q4,0,0,1,1
1742688,2017 Q4,0,1,1,2
1742809,2017 Q2,0,1,0,1
1743098,2017 Q4,1,1,0,2
1743146,2016 Q4,0,0,1,1
1743172,2018 Q4,1,1,0,2
1743173,2017 Q3,1,1,1,3
1743263,2018 Q3,0,1,0,1
1743495,2018 Q4,1,1,1,3
1743537,2017 Q4,1,1,1,3
1743545,2017 Q1,0,1,1,2
1743556,2017 Q3,0,1,0,1
1743895,2017 Q3,0,1,0,1
1744045,2018 Q3,1,1,1,3
1744050,2017 Q1,0,1,1,2
1744332,2016 Q4,1,0,1,2
1744864,2016 Q4,1,0,1,2
1744865,2016 Q4,0,1,1,2
1744925,2017 Q4,1,0,1,2
1745100,2018 Q4,0,1,0,1
1745296,2016 Q4,0,1,1,2
1745639,2017 Q4,1,1,1,3
1745640,2017 Q1,0,1,1,2
1745899,2016 Q4,0,0,1,1
1746118,2016 Q4,0,1,1,2
1746219,2016 Q4,1,0,1,2
1746220,2016 Q4,0,0,1,1
1746251,2016 Q4,1,1,1,3
1746458,2017 Q1,1,1,1,3
1746462,2016 Q4,1,0,1,2
1746467,2016 Q4,0,0,1,1
1746514,2017 Q4,1,1,1,3
1746517,2016 Q4,1,0,1,2
1746533,2016 Q4,1,0,1,2
1746595,2017 Q3,1,0,1,2
1746610,2016 Q4,1,0,1,2
1746611,2016 Q4,1,0,1,2
1746642,2016 Q4,1,0,1,2
1746643,2016 Q4,0,1,1,2
1746711,2016 Q4,1,0,1,2
1746712,2016 Q4,1,0,1,2
1746872,2017 Q4,1,0,1,2
1746926,2016 Q4,0,1,1,2
1746927,2016 Q4,1,0,1,2
1746945,2017 Q1,0,1,1,2
1746956,2016 Q4,0,0,1,1
1747078,2018 Q3,1,1,1,3
1747094,2017 Q1,0,1,1,2
1747095,2016 Q4,1,0,1,2
1747109,2018 Q4,1,1,1,3
1747178,2016 Q4,0,1,1,2
1747179,2016 Q4,0,1,1,2
1747187,2016 Q4,1,0,1,2
1747223,2016 Q4,1,0,1,2
1747285,2016 Q4,0,0,1,1
1747335,2016 Q4,1,0,1,2
1747415,2016 Q4,0,1,1,2
1747417,2016 Q4,1,0,1,2
1747477,2018 Q1,0,1,0,1
1747506,2017 Q1,1,0,1,2
1747553,2016 Q4,0,1,1,2
1747698,2017 Q1,0,1,1,2
1747700,2016 Q4,1,0,1,2
1747722,2018 Q1,0,1,0,1
1747816,2016 Q4,1,0,1,2
1747821,2017 Q2,0,1,1,2
1747822,2016 Q4,0,1,1,2
1747824,2016 Q4,0,0,1,1
1747825,2016 Q4,0,0,1,1
1747965,2017 Q1,0,0,1,1
1748022,2018 Q4,0,1,0,1
1748097,2016 Q4,1,0,1,2
1748121,2017 Q1,1,0,1,2
1748209,2016 Q4,0,0,1,1
1748210,2016 Q4,0,1,1,2
1748346,2018 Q4,1,1,0,2
1748350,2016 Q4,0,0,1,1
1748371,2017 Q1,1,1,1,3
1748374,2016 Q4,0,0,1,1
1748409,2018 Q4,1,1,1,3
1748555,2016 Q4,0,0,1,1
1748562,2017 Q1,0,0,1,1
1748652,2016 Q4,1,0,1,2
1748703,2016 Q4,0,0,1,1
1748742,2016 Q4,1,0,1,2
1748744,2016 Q4,1,0,1,2
1748766,2016 Q4,1,1,1,3
1748896,2017 Q1,1,0,1,2
1749045,2016 Q4,1,0,1,2
1749077,2017 Q1,1,0,1,2
1749372,2018 Q4,0,1,1,2
1749384,2016 Q4,0,0,1,1
1749387,2017 Q2,0,1,0,1
1749440,2016 Q4,0,0,1,1
1749470,2017 Q3,0,1,1,2
1749495,2017 Q1,0,1,1,2
1749499,2016 Q4,1,1,1,3
1749628,2016 Q4,0,0,1,1
1749629,2016 Q4,1,0,1,2
1749663,2016 Q4,1,0,1,2
1749846,2016 Q4,0,0,1,1
1749905,2018 Q4,1,1,1,3
1749991,2018 Q4,0,1,0,1
