clientid,quarter,AccessIncome,AccessEmployment,AccessFinancialCoach,BundledServices
110031M00002gR8IeQAK,2018 Q3,1,1,1,3
110031M00002gRCpRQAW,2018 Q1,0,1,1,2
110031M00002gW0RmQAK,2018 Q1,1,1,1,3
110031M00002gW2BSQA0,2018 Q3,1,1,1,3
110031M00002gW3j9QAC,2018 Q2,1,1,1,3
110031M00002gj3yaQAA,2017 Q4,1,1,1,3
110031M00002gj9XLQAY,2018 Q2,1,1,1,3
110031M00002gjEwFQAU,2018 Q1,0,1,1,2
110031M00002gjdMvQAI,2018 Q2,1,1,1,3
110031M00002gjdWCQAY,2018 Q1,1,1,1,3
110031M00002gjdsIQAQ,2017 Q4,1,1,1,3
110031M00002gjeX3QAI,2018 Q1,1,1,1,3
110031M00002gjfDSQAY,2018 Q3,1,1,1,3
110031M00002gjjvMQAQ,2018 Q3,1,1,1,3
110031M00002gjlD1QAI,2018 Q1,1,1,1,3
110031M00002gkbARQAY,2018 Q1,0,1,1,2
110031M00002gkbASQAY,2018 Q1,0,1,1,2
110031M00002gm8pkQAA,2018 Q3,1,1,1,3
110031M00002gmSl0QAE,2018 Q2,1,1,1,3
110031M00002gvuNQQAY,2018 Q3,1,1,1,3
110031M00002gwAucQAE,2018 Q3,1,1,1,3
110031M00002gwCDTQA2,2018 Q3,1,1,1,3
110031M00002gxJ3MQAU,2018 Q3,1,1,1,3
110031M00002gxWHmQAM,2018 Q3,1,1,1,3
110031M00002gzG56QAE,2018 Q3,1,1,1,3
110031M00002gzGb3QAE,2018 Q3,1,1,1,3
110031M00002hcfFYQAY,2018 Q3,1,1,1,3
110031M00002hchIlQAI,2018 Q3,1,1,1,3
110031M00002hdLvgQAE,2018 Q3,1,1,1,3
110031M00002hdvYkQAI,2018 Q3,1,1,1,3
110031M00002hdz3XQAQ,2018 Q3,1,1,1,3
110031M00002heJoVQAU,2018 Q3,1,1,1,3
110031M00002heq4nQAA,2018 Q3,1,1,1,3
110031M00002iHU1bQAG,2018 Q3,1,1,1,3
110031M00002iIHgbQAG,2018 Q2,0,1,1,2
110031M00002iJF13QAG,2018 Q2,1,1,1,3
110031M00002iJuWdQAK,2018 Q3,1,1,1,3
110031M00002igaKfQAI,2018 Q3,1,1,1,3
110031M00002ige8bQAA,2018 Q3,1,1,1,3
110031M00002iiWqpQAE,2018 Q3,1,1,1,3
110031M00002iioNGQAY,2018 Q3,1,1,1,3
110031M00002ij4u1QAA,2018 Q3,1,1,1,3
110031M00002isWRrQAM,2018 Q3,1,1,1,3
110031M00002isXD2QAM,2018 Q3,1,1,1,3
110031M00002jCca3QAC,2018 Q3,1,1,1,3
110031M00002jDgQzQAK,2018 Q3,1,1,1,3
110031M00002jdIkEQAU,2018 Q3,1,1,1,3
110031M00002jdrvwQAA,2018 Q3,1,1,1,3
110031M00002je4AfQAI,2018 Q3,1,1,1,3
110031M00002jeEcMQAU,2018 Q3,1,1,1,3
110031M00002jeUOPQA2,2018 Q3,1,1,1,3
110031M00002jeYMsQAM,2018 Q3,1,1,1,3
110031M00002jecomQAA,2018 Q3,1,1,1,3
110031M00002jf101QAA,2018 Q3,1,1,1,3
110031M00002jf9OTQAY,2018 Q3,1,1,1,3
110031M00002jfHTxQAM,2018 Q2,1,1,1,3
110031M00002jfHZCQA2,2018 Q3,0,1,1,2
110031M00002jfKWHQA2,2018 Q3,1,1,1,3
110031M00002jfPVCQA2,2018 Q3,1,1,1,3
110031M00002jfeFzQAI,2018 Q3,1,1,1,3
110031M00002jfqudQAA,2018 Q3,1,1,1,3
110031M00002jgCxjQAE,2018 Q3,1,1,1,3
110031M00002jgEgfQAE,2018 Q3,1,1,1,3
110031M00002jgJUuQAM,2018 Q3,1,1,1,3
110031M00002jgTaOQAU,2018 Q3,1,1,1,3
110031M00002jgaPJQAY,2018 Q3,1,1,1,3
110031M00002jgcDIQAY,2018 Q3,1,1,1,3
110031M00002jgezQQAQ,2018 Q3,1,1,1,3
110031M00002jghDHQAY,2018 Q3,1,1,1,3
110031M00002jgiePQAQ,2018 Q3,1,1,1,3
110031M00002jgolLQAQ,2018 Q3,1,1,1,3
110031M00002jgqCWQAY,2018 Q3,1,1,1,3
110031M00002jgqL9QAI,2018 Q3,1,1,1,3
110031M00002jgqNoQAI,2018 Q3,1,1,1,3
110031M00002jgqmVQAQ,2018 Q3,1,1,1,3
110031M00002jh3AfQAI,2018 Q3,1,1,1,3
110031M00002jh4OAQAY,2018 Q3,1,1,1,3
110031M00002jh4RxQAI,2018 Q3,1,1,1,3
110031M00002jh4x4QAA,2018 Q3,1,1,1,3
110031M00002jhBOBQA2,2018 Q3,1,1,1,3
110031M00002lOFvZQAW,2018 Q3,1,1,1,3
110031M00002lOGAUQA4,2018 Q3,1,1,1,3
110031M00002lOU0fQAG,2018 Q3,1,1,1,3
110031M00002lOvGFQA0,2018 Q3,1,1,1,3
110031M00002lPB1dQAG,2018 Q3,1,1,1,3
110031M00002lPO8BQAW,2018 Q3,1,1,1,3
110031M00002lPOXzQAO,2018 Q3,1,1,1,3
110031M00002lPl2xQAC,2018 Q3,1,1,1,3
110031M00002lPt6eQAC,2018 Q3,1,1,1,3
110031M00002lPtmqQAC,2018 Q3,1,1,1,3
110031M00002lPxMHQA0,2018 Q3,1,1,1,3
110031M00002lQ5HFQA0,2018 Q3,1,1,1,3
110031M00002lQ5PxQAK,2018 Q3,1,1,1,3
110031M00002lQ5WzQAK,2018 Q3,1,1,1,3
110031M00002lQJGyQAO,2018 Q3,1,1,1,3
110031M00002lQKRdQAO,2018 Q3,1,1,1,3
110031M00002lQRC2QAO,2018 Q3,1,1,1,3
110031M00002lQSFuQAO,2018 Q3,1,0,0,1
110031M00002lQTHXQA4,2018 Q3,1,0,0,1
110031M00002lQWxEQAW,2018 Q3,1,0,0,1
110031M00002lQXIXQA4,2018 Q3,1,0,0,1
110031M00002lQXcXQAW,2018 Q3,1,0,0,1
110031M00002lQqq1QAC,2018 Q3,1,1,1,3
110031M00002lQrCAQA0,2018 Q3,1,1,1,3
110031M00002lQrKEQA0,2018 Q3,1,1,1,3
110031M00002lR10zQAC,2018 Q3,1,0,0,1
110031M00002lR3MIQA0,2018 Q3,1,0,0,1
110031M00002lRNR5QAO,2018 Q3,1,0,0,1
110031M00002lRNScQAO,2018 Q3,1,0,0,1
110031M00002lRNTfQAO,2018 Q3,1,0,0,1
110031M00002lRRzBQAW,2018 Q3,1,0,0,1
110031M00002lRWgMQAW,2018 Q3,1,0,0,1
110031M00002lRgD9QAK,2018 Q3,1,0,0,1
110031M00002lRkUjQAK,2018 Q3,1,0,0,1
110031M00002lRs58QAC,2018 Q3,1,0,0,1
110031M00002nhGR1QAM,2018 Q3,1,0,0,1
110031M00002nhjA0QAI,2018 Q3,1,0,0,1
110031M00002nhjlLQAQ,2018 Q3,0,0,0,0
110031M00002nhoEIQAY,2018 Q3,1,0,0,1
110031M00002nhoRDQAY,2018 Q3,0,0,0,0
110031M00002nhoahQAA,2018 Q3,1,0,0,1
110031M00002nhpRAQAY,2018 Q3,1,0,0,1
110031M00002nhxLhQAI,2018 Q3,1,0,0,1
110031M00002pNzu4QAC,2018 Q3,1,0,0,1
110031M00002pOVtZQAW,2018 Q3,0,0,0,0
110031M00002pP4MWQA0,2018 Q3,1,0,0,1
11003G000001s0PzVIAU,2016 Q2,0,0,1,1
11003G000001s0biTIAQ,2016 Q2,1,1,0,2
11003G000001s0biVIAQ,2016 Q3,1,0,1,2
11003G000001s0biXIAQ,2017 Q2,1,1,1,3
11003G000001s0bifIAA,2017 Q1,1,1,1,3
11003G000001s0bijIAA,2016 Q2,1,1,0,2
11003G000001s0bilIAA,2018 Q2,1,1,1,3
11003G000001s0binIAA,2016 Q1,0,0,1,1
11003G000001s0bioIAA,2017 Q3,1,1,1,3
11003G000001s0birIAA,2018 Q3,1,0,0,1
11003G000001s0bitIAA,2017 Q4,0,1,1,2
11003G000001tgjprIAA,2017 Q3,1,1,1,3
11003G000001tgjqIIAQ,2016 Q1,0,0,1,1
11003G000001tgjqNIAQ,2016 Q1,0,0,1,1
11003G000001tgo2kIAA,2016 Q1,0,0,1,1
11003G000001vT075IAC,2016 Q1,0,0,1,1
11003G000001vTnYsIAK,2016 Q3,0,1,1,2
11003G000001vgTkVIAU,2016 Q4,1,1,1,3
11003G000001vvqyvIAA,2017 Q1,1,1,1,3
11003G000001vvtNiIAI,2017 Q2,1,1,1,3
11003G000001vvuuhIAA,2017 Q1,1,1,1,3
11003G000001wlbuvIAA,2017 Q4,1,1,1,3
11003G000001wmV7nIAE,2016 Q3,1,0,1,2
11003G000001wnYCGIA2,2017 Q4,1,1,1,3
11003G000001wna8jIAA,2018 Q2,1,1,1,3
11003G000001xPT7zIAG,2018 Q1,1,1,1,3
11003G000001xPTEaIAO,2018 Q2,1,1,1,3
11003G000001xYw3MIAS,2018 Q2,1,1,1,3
11003G000001xZWxjIAG,2016 Q1,0,0,1,1
11003G000001zrwvAIAQ,2016 Q1,0,0,1,1
11003G0000023RFYSIA4,2016 Q3,1,1,0,2
11003G0000023RFeDIAW,2017 Q2,1,1,1,3
11003G0000023RFs9IAG,2016 Q1,0,0,1,1
11003G0000023xkzaIAA,2018 Q3,1,0,0,1
11003G0000023z1HNIAY,2017 Q3,1,1,1,3
11003G0000023zqf2IAA,2017 Q2,1,1,1,3
11003G0000023zv2rIAA,2017 Q2,1,1,1,3
11003G0000024XBTHIA4,2016 Q1,0,0,1,1
11003G0000024XDN8IAO,2016 Q1,0,0,1,1
11003G00000256vQwIAI,2016 Q3,1,0,1,2
11003G000002571SBIAY,2017 Q2,1,1,1,3
11003G00000257NVSIA2,2016 Q1,0,0,1,1
11003G0000025OSiXIAW,2018 Q3,1,0,0,1
11003G0000025Pun6IAC,2016 Q1,0,0,1,1
11003G0000025pjvhIAA,2016 Q1,1,0,1,2
11003G00000266HPLIA2,2018 Q1,1,1,1,3
11003G0000026KypYIAS,2016 Q1,0,0,1,1
11003G0000026g5pFIAQ,2017 Q2,1,1,1,3
11003G0000027duSSIAY,2016 Q1,0,1,1,2
11003G0000027dumNIAQ,2016 Q1,0,0,1,1
11003G000002ASP67IAH,2016 Q1,0,0,1,1
11003G000002ASWdaIAH,2016 Q1,0,0,1,1
1211064,2018 Q4,1,1,1,3
1213699,2016 Q1,1,1,1,3
1214650,2018 Q1,1,1,1,3
1215338,2018 Q2,1,1,1,3
1215740CM,2016 Q2,1,1,1,3
1218686,2018 Q2,1,1,1,3
1219745,2018 Q4,1,1,1,3
1219904,2018 Q2,1,1,1,3
12212813341,2016 Q3,1,1,1,3
1225338,2018 Q4,1,1,1,3
1225647,2018 Q4,1,1,1,3
1226161,2018 Q4,1,1,1,3
1228718,2018 Q4,1,1,1,3
1229738,2018 Q4,1,1,1,3
1233306,2018 Q4,1,1,1,3
1234970,2018 Q4,1,1,1,3
1235665,2018 Q4,1,1,1,3
1235707,2018 Q4,1,1,1,3
1236662,2018 Q4,1,1,1,3
1236788,2018 Q4,1,1,1,3
1240386,2018 Q4,1,1,1,3
1240434,2018 Q4,1,1,1,3
1240495,2018 Q2,1,1,1,3
1241151,2018 Q4,1,1,1,3
1241690,2018 Q4,1,1,1,3
1243166,2018 Q4,1,0,1,2
1244828,2018 Q4,1,1,1,3
1244917,2018 Q4,1,1,1,3
1246281,2018 Q4,1,1,1,3
1246777,2018 Q4,1,1,1,3
1247556,2018 Q2,1,1,1,3
1247825,2018 Q4,1,1,1,3
1247996,2018 Q4,1,1,1,3
1248492,2018 Q4,1,1,1,3
1248703,2018 Q4,1,1,1,3
1248937,2018 Q4,1,1,1,3
1249477,2018 Q4,1,1,1,3
1249789,2018 Q4,1,1,1,3
1250431,2018 Q4,1,1,1,3
1250590,2018 Q4,1,1,1,3
1251154,2018 Q4,1,1,1,3
1251515,2018 Q4,1,1,1,3
1251933,2018 Q4,1,1,1,3
1252195,2018 Q4,1,1,1,3
1252209,2018 Q4,1,1,1,3
1252488,2018 Q4,1,1,1,3
1253037,2018 Q4,1,1,1,3
1255641,2018 Q2,1,1,1,3
1256957,2018 Q4,1,1,1,3
1257195,2018 Q4,1,1,1,3
1258916,2018 Q4,1,1,1,3
1259788,2018 Q1,1,1,1,3
1260178,2018 Q4,1,1,1,3
1263037,2018 Q1,1,1,1,3
1263158,2018 Q4,1,1,1,3
1263658,2018 Q1,1,1,1,3
1263881,2018 Q4,1,1,1,3
1264316,2018 Q4,1,0,1,2
1264351,2018 Q1,1,1,1,3
1264750,2018 Q1,1,1,1,3
1264751,2018 Q1,1,1,1,3
1264752,2018 Q4,1,1,1,3
1264753,2018 Q1,1,1,1,3
1264754,2018 Q1,1,1,1,3
1264755,2018 Q1,1,1,1,3
1264756,2018 Q1,1,1,1,3
1264757,2018 Q1,1,1,1,3
1264758,2018 Q1,1,1,1,3
1264764,2018 Q1,1,1,1,3
1264765,2018 Q1,1,1,1,3
1264766,2018 Q1,1,1,1,3
1264767,2018 Q1,1,1,1,3
1264869,2018 Q4,1,1,1,3
1265083,2018 Q1,1,1,1,3
1265559,2018 Q4,1,1,1,3
1266587,2018 Q4,1,1,1,3
1266732,2018 Q2,1,1,1,3
1266842,2018 Q2,1,1,1,3
1267281,2018 Q2,1,1,1,3
1267282,2018 Q2,1,1,1,3
1267283,2018 Q1,1,1,1,3
1267284,2018 Q2,1,1,1,3
1267286,2018 Q2,1,1,1,3
1267289,2018 Q2,1,1,1,3
1267291,2018 Q2,1,1,1,3
1267292,2018 Q2,1,1,1,3
1267293,2018 Q2,1,1,1,3
1267294,2018 Q4,1,1,1,3
1267296,2018 Q4,1,1,1,3
1267297,2018 Q2,1,1,1,3
1267298,2018 Q2,1,1,1,3
1267299,2018 Q4,1,1,1,3
1267700,2018 Q4,1,1,1,3
1267741,2018 Q4,1,1,1,3
1267805,2018 Q4,1,1,1,3
1268101,2018 Q2,1,1,1,3
1268383,2018 Q4,1,1,1,3
1268596,2018 Q4,1,1,1,3
1268938,2018 Q4,1,1,1,3
1269061,2018 Q4,1,1,1,3
1269080,2018 Q4,1,1,1,3
1269084,2018 Q4,1,1,1,3
1269120,2018 Q4,1,1,1,3
1269215,2018 Q4,1,1,1,3
1269266,2018 Q4,1,1,1,3
1269376,2018 Q4,1,1,1,3
1269512,2018 Q2,1,1,1,3
1269568,2018 Q4,1,1,1,3
1269749,2018 Q2,1,1,1,3
1269750,2018 Q2,1,1,1,3
1269771,2018 Q4,0,0,1,1
1269891,2018 Q2,1,1,1,3
1269893,2018 Q2,1,1,1,3
1270210,2018 Q2,1,1,1,3
1270211,2018 Q2,1,1,1,3
1270241,2018 Q4,1,1,1,3
1270272,2018 Q4,1,1,1,3
1270342,2018 Q2,1,1,1,3
1270343,2018 Q2,1,1,1,3
1270354,2018 Q4,1,1,1,3
1270536,2018 Q2,1,1,1,3
1270677,2018 Q2,1,1,1,3
1270742,2018 Q4,1,1,1,3
1270928,2018 Q4,1,1,1,3
1270933,2018 Q4,1,1,1,3
1270958,2018 Q4,1,1,1,3
1271230,2018 Q4,1,1,1,3
1271386,2018 Q4,1,1,1,3
1271422,2018 Q4,1,1,1,3
1271876,2018 Q2,1,1,1,3
1272037,2018 Q2,1,1,1,3
1272039,2018 Q4,1,1,1,3
1272103,2018 Q4,1,1,1,3
1272665,2018 Q2,1,1,1,3
1272697,2018 Q2,1,1,1,3
1272711,2018 Q2,1,1,1,3
1273012,2018 Q4,1,1,1,3
1273230,2018 Q4,1,1,1,3
1273276,2018 Q2,1,1,1,3
1273289,2018 Q4,1,1,1,3
1273588,2018 Q4,1,1,1,3
1273663,2018 Q4,1,1,1,3
1273736,2018 Q4,1,1,1,3
1273740,2018 Q4,1,1,1,3
1273807,2018 Q2,1,1,1,3
1273889,2018 Q2,1,1,1,3
1273890,2018 Q4,1,1,1,3
1273891,2018 Q2,1,1,1,3
1273892,2018 Q4,1,1,1,3
1273894,2018 Q4,1,1,1,3
1273925,2018 Q4,1,1,1,3
1273934,2018 Q2,1,1,1,3
1274090,2018 Q4,1,1,1,3
1274105,2018 Q2,1,1,1,3
1274107,2018 Q4,1,1,1,3
1274108,2018 Q4,1,1,1,3
1274109,2018 Q4,1,1,1,3
1274110,2018 Q4,1,1,1,3
1274261,2018 Q2,1,1,1,3
1274370,2018 Q2,1,1,1,3
1274386,2018 Q2,1,1,1,3
1274390,2018 Q2,1,1,1,3
1274418,2018 Q2,1,1,1,3
1274419,2018 Q4,1,1,1,3
1274536,2018 Q2,1,1,1,3
1274537,2018 Q4,1,1,1,3
1274556,2018 Q2,1,1,1,3
1274594,2018 Q2,1,1,1,3
1274673,2018 Q4,1,1,1,3
1274706,2018 Q4,1,1,1,3
1274707,2018 Q4,1,1,1,3
1274708,2018 Q4,1,1,1,3
1274740,2018 Q4,1,1,1,3
1274836,2018 Q4,1,1,1,3
1274992,2018 Q2,1,1,1,3
1275083,2018 Q2,1,1,1,3
1275085,2018 Q2,1,1,1,3
1275086,2018 Q4,1,1,1,3
1275098,2018 Q2,1,1,1,3
1275200,2018 Q4,1,1,1,3
1275203,2018 Q4,1,1,1,3
1275221,2018 Q4,1,1,1,3
1275239,2018 Q4,1,1,1,3
1275343,2018 Q4,1,1,1,3
1275832,2018 Q4,1,1,1,3
1276052,2018 Q4,1,1,1,3
1276271,2018 Q2,1,1,1,3
1276272,2018 Q2,1,1,1,3
1276300,2018 Q4,1,1,1,3
1276609,2018 Q4,1,1,1,3
1276716,2018 Q4,1,1,1,3
1276959,2018 Q4,1,1,1,3
1277572,2018 Q4,1,1,1,3
1277769,2018 Q4,1,1,1,3
1277787,2018 Q4,1,1,1,3
1277790,2018 Q4,1,1,1,3
1277797,2018 Q4,1,1,1,3
1277814,2018 Q4,1,1,1,3
1277907,2018 Q4,1,1,1,3
1277910,2018 Q4,1,1,1,3
1277929,2018 Q4,1,1,1,3
1277937,2018 Q4,1,1,1,3
1277944,2018 Q4,1,1,1,3
1277945,2018 Q4,1,1,1,3
1277956,2018 Q4,1,1,1,3
1277964,2018 Q4,1,1,1,3
1277975,2018 Q4,1,1,1,3
1278095,2018 Q3,1,1,1,3
1278114,2018 Q4,1,1,1,3
1278262,2018 Q4,1,1,1,3
1278335,2018 Q4,1,1,1,3
1278436,2018 Q4,0,1,1,2
1278438,2018 Q4,1,1,1,3
1278439,2018 Q4,1,1,1,3
1278440,2018 Q3,1,1,1,3
1278441,2018 Q4,1,1,1,3
1278443,2018 Q4,1,1,1,3
1278445,2018 Q4,1,1,1,3
1278613,2018 Q4,0,1,1,2
1278622,2018 Q4,1,1,1,3
1278755,2018 Q4,1,1,1,3
1278786,2018 Q4,0,1,1,2
1278809,2018 Q4,1,1,1,3
1278828,2018 Q4,1,1,1,3
1278838,2018 Q4,1,1,1,3
1278893,2018 Q4,1,1,1,3
1278894,2018 Q4,1,1,1,3
1278908,2018 Q4,1,1,1,3
1278936,2018 Q4,1,1,1,3
1278946,2018 Q4,0,1,1,2
1278979,2018 Q4,1,1,1,3
1278980,2018 Q4,1,1,1,3
1279012,2018 Q4,1,1,1,3
1279058,2018 Q4,1,1,1,3
1279062,2018 Q4,1,1,1,3
1279351,2018 Q4,1,1,1,3
1279409,2018 Q4,1,1,1,3
1279616,2018 Q4,1,1,1,3
1279631,2018 Q4,1,1,1,3
1279632,2018 Q4,1,1,1,3
1279663,2018 Q4,1,1,1,3
1279673,2018 Q4,1,1,1,3
1279683,2018 Q4,1,1,1,3
1279821,2018 Q4,1,1,1,3
1279825,2018 Q4,1,1,1,3
1279885,2018 Q4,1,1,1,3
1279886,2018 Q4,1,1,1,3
1279896,2018 Q4,1,1,1,3
1279928,2018 Q4,1,1,1,3
1279984,2018 Q4,1,1,1,3
1280031,2018 Q4,1,1,1,3
1280105,2018 Q4,1,1,1,3
1280235,2018 Q4,1,1,1,3
1280505,2018 Q4,1,1,1,3
1280507,2018 Q4,0,1,1,2
1280640,2018 Q4,0,1,1,2
1280722,2018 Q4,1,1,1,3
1280942,2018 Q4,1,1,1,3
1280962,2018 Q4,1,1,1,3
1281086,2018 Q4,1,1,1,3
1281737,2018 Q4,1,1,1,3
1281780,2018 Q4,1,1,1,3
1281794,2018 Q4,1,1,1,3
1281798,2018 Q4,1,1,1,3
1281799,2018 Q4,1,1,1,3
1281801,2018 Q4,1,1,1,3
1281803,2018 Q4,1,1,1,3
1282096,2018 Q4,1,1,1,3
1282097,2018 Q4,1,1,1,3
1282098,2018 Q4,1,1,1,3
1282318,2018 Q4,1,1,1,3
1282378,2018 Q4,1,1,1,3
1282408,2018 Q4,1,1,1,3
1282449,2018 Q4,1,1,1,3
1282493,2018 Q4,1,1,1,3
1282534,2018 Q3,1,1,1,3
1282690,2018 Q4,1,0,1,2
1282727,2018 Q4,1,1,1,3
1282729,2018 Q4,1,1,0,2
1282759,2018 Q4,0,1,1,2
1282847,2018 Q4,1,1,1,3
1282957,2018 Q4,1,1,1,3
1282962,2018 Q4,1,1,1,3
1283043,2018 Q4,0,1,1,2
1283116,2018 Q4,1,1,1,3
1283188,2018 Q3,1,1,1,3
1283228,2018 Q4,1,1,1,3
1283253,2018 Q4,0,1,1,2
1283255,2018 Q4,1,1,1,3
1283256,2018 Q4,1,1,1,3
1283258,2018 Q4,1,1,1,3
1283259,2018 Q4,1,1,1,3
1283260,2018 Q4,1,1,1,3
1283261,2018 Q4,1,1,1,3
1283270,2018 Q4,1,1,1,3
1283271,2018 Q4,1,1,0,2
1283285,2018 Q4,1,1,1,3
1283288,2018 Q4,1,1,1,3
1283295,2018 Q3,1,1,1,3
1283351,2018 Q4,1,1,1,3
1283359,2018 Q4,1,1,1,3
1283361,2018 Q4,1,1,1,3
1283367,2018 Q4,1,1,1,3
1283388,2018 Q4,1,1,1,3
1283389,2018 Q4,1,1,1,3
1283483,2018 Q4,1,1,1,3
1283560,2018 Q4,1,1,1,3
1283642,2018 Q4,1,1,1,3
1283691,2018 Q4,1,1,1,3
1283694,2018 Q4,1,1,1,3
1283700,2018 Q4,1,1,1,3
1283702,2018 Q4,1,1,1,3
1283739,2018 Q4,1,1,1,3
1283817,2018 Q4,1,1,1,3
1283871,2018 Q4,1,1,1,3
1284773,2018 Q4,1,1,1,3
1284784,2018 Q4,0,1,1,2
1285168,2018 Q4,1,1,1,3
1285195,2018 Q3,1,1,1,3
1285202,2018 Q4,1,1,1,3
1285203,2018 Q4,1,1,1,3
1285441,2018 Q4,1,1,1,3
1285485,2018 Q4,1,0,0,1
1285662,2018 Q4,1,1,1,3
1285716,2018 Q4,1,1,1,3
1285723,2018 Q4,1,1,1,3
1285735,2018 Q4,1,1,1,3
1285737,2018 Q4,1,1,1,3
1285745,2018 Q4,1,1,1,3
1285948,2018 Q4,1,1,1,3
1286044,2018 Q4,1,1,1,3
1286118,2018 Q4,1,1,1,3
1286127,2018 Q4,1,1,1,3
1286355,2018 Q4,1,1,1,3
1286636,2018 Q4,1,1,1,3
1286731,2018 Q4,1,1,1,3
1286734,2018 Q4,1,1,1,3
1286792,2018 Q4,0,1,1,2
1286827,2018 Q4,1,1,1,3
1287070,2018 Q4,1,1,1,3
1287072,2018 Q4,1,1,1,3
1287073,2018 Q4,1,1,1,3
1287075,2018 Q4,1,1,1,3
1287076,2018 Q4,1,1,1,3
1287135,2018 Q4,1,1,1,3
1287139,2018 Q4,1,1,1,3
1287370,2018 Q2,1,1,0,2
1287404,2018 Q4,1,1,1,3
1287405,2018 Q4,1,1,1,3
1287406,2018 Q4,1,1,1,3
1287408,2018 Q4,1,1,1,3
1287409,2018 Q4,1,1,1,3
1287410,2018 Q4,1,1,1,3
1287530,2018 Q4,1,1,1,3
1287572,2018 Q4,1,1,1,3
1287588,2018 Q4,1,1,1,3
1287640,2018 Q3,1,1,1,3
1287663,2018 Q4,1,1,1,3
1288382,2018 Q2,1,1,1,3
1288541,2018 Q4,1,1,1,3
1288542,2018 Q4,1,1,1,3
1288543,2018 Q4,1,1,1,3
1288546,2018 Q4,1,1,1,3
1288549,2018 Q4,1,1,1,3
1288550,2018 Q2,1,0,1,2
1288607,2018 Q4,1,1,1,3
1288744,2018 Q4,1,1,1,3
1288745,2018 Q4,1,1,0,2
1288750,2018 Q4,1,1,1,3
1288752,2018 Q4,1,1,1,3
1288960,2018 Q4,1,1,0,2
1289030,2018 Q4,1,1,1,3
1289113,2018 Q4,1,1,1,3
1289149,2018 Q4,1,0,1,2
1289213,2018 Q4,1,1,1,3
1289214,2018 Q4,1,1,1,3
1289798,2018 Q4,1,1,1,3
1289860,2018 Q4,1,1,1,3
1290567,2018 Q4,1,1,1,3
1290568,2018 Q4,1,1,1,3
1290569,2018 Q4,1,1,1,3
1290570,2018 Q4,1,1,1,3
1290750,2018 Q4,1,1,1,3
1290753,2018 Q4,1,1,1,3
1290942,2018 Q3,1,1,1,3
1291339,2018 Q4,1,1,1,3
1291470,2018 Q4,1,1,1,3
1291492,2018 Q4,1,1,1,3
1291522,2018 Q4,1,1,1,3
1291527,2018 Q4,1,1,1,3
1291528,2018 Q4,1,1,1,3
1291530,2018 Q4,1,1,1,3
1291531,2018 Q4,1,1,1,3
1291545,2018 Q4,1,1,1,3
1291753,2018 Q4,1,1,1,3
1291756,2018 Q4,1,1,1,3
1291824,2018 Q4,1,1,1,3
1291829,2018 Q4,1,1,1,3
1291915,2018 Q4,1,1,1,3
1291969,2018 Q4,1,1,1,3
1292027,2018 Q4,1,1,1,3
1292039,2018 Q4,1,1,1,3
1292040,2018 Q4,1,1,1,3
1292243,2018 Q4,0,1,1,2
1292289,2018 Q4,0,1,1,2
1292291,2018 Q4,0,1,1,2
1292344,2018 Q4,1,1,1,3
1292377,2018 Q4,1,1,1,3
1292452,2018 Q4,1,1,1,3
1292453,2018 Q4,1,1,1,3
1292455,2018 Q4,1,1,1,3
1292467,2018 Q4,1,1,1,3
1292468,2018 Q4,1,1,1,3
1292473,2018 Q4,1,1,1,3
1292507,2018 Q3,1,1,1,3
1292586,2018 Q4,1,1,1,3
1292633,2018 Q4,1,1,1,3
1292651,2018 Q4,0,1,1,2
1292702,2018 Q4,1,1,1,3
1292765,2018 Q4,1,1,1,3
1292766,2018 Q4,1,1,1,3
1292767,2018 Q4,1,1,1,3
1292779,2018 Q4,1,1,1,3
1292887,2018 Q4,1,1,1,3
1292944,2018 Q4,1,1,1,3
1293260,2018 Q4,1,1,1,3
1293263,2018 Q4,1,1,1,3
1293266,2018 Q4,1,1,1,3
1293269,2018 Q4,1,1,1,3
1293272,2018 Q3,1,1,1,3
1293278,2018 Q4,1,1,1,3
1293279,2018 Q4,1,1,1,3
1293285,2018 Q4,1,1,1,3
1293286,2018 Q4,1,1,1,3
1293301,2018 Q4,1,1,1,3
1293302,2018 Q4,1,1,1,3
1293303,2018 Q4,1,1,1,3
1293304,2018 Q4,1,1,1,3
1293440,2018 Q4,1,1,1,3
1293716,2018 Q4,1,1,1,3
1293717,2018 Q4,0,1,1,2
1293718,2018 Q4,1,1,1,3
1293720,2018 Q4,1,1,1,3
1293721,2018 Q4,0,1,1,2
1293722,2018 Q4,0,1,1,2
1293723,2018 Q4,0,1,1,2
1293734,2018 Q4,1,1,1,3
1293741,2018 Q3,1,1,1,3
1293802,2018 Q4,1,1,1,3
1293868,2018 Q3,1,1,1,3
1294150,2018 Q4,1,1,1,3
1294160,2018 Q4,0,1,1,2
1294161,2018 Q4,0,1,1,2
1294383,2018 Q4,1,1,1,3
1294465,2018 Q4,1,1,1,3
1294566,2018 Q4,1,1,1,3
1294715,2018 Q4,1,1,1,3
1294805,2018 Q4,1,1,1,3
1294831,2018 Q4,1,1,1,3
1294833,2018 Q4,1,1,1,3
1294854,2018 Q4,1,1,1,3
1294914,2018 Q4,1,1,1,3
1294915,2018 Q4,1,1,1,3
1294917,2018 Q4,1,1,1,3
