Wages1,Hours1,Wages2,Hours2
5,40,,
19.26,40,,
15,40,,
0,0,,
42.38,40,,
12,20,,
9.04,30,,
19.75,40,,
13.25,40,11,15
7.75,40,,
11.53,40,,
20.6,40,,
0,0,,
25,20,,
15.5,40,,
18.75,40,,
13.95,40,,
13,40,,
10,40,,
16.5,40,,
0,0,,
13,40,,
10,20,,
12.5,40,,
8,40,11,24
8.25,12,,
14,40,,
18,12,,
4.38,40,11.75,40
21.01,8,,
10.45,40,,
11,40,,
10,25,,
15.5,20,,
14,40,,
16,40,,
11.5,30,,
9,37.5,,
0,0,,
10.3,40,,
12.25,40,,
12,36,,
13.5,40,,
13.75,40,,
11,40,,
,,,
,,,
17,40,,
21,50,,
,,,
,,,
14,33,,
,,,
,,,
,,,
,,,
17.08,50,,
12.5,40,,
,,,
14,50,,
17,40,,
,,,
9.5,70,,
,,,
10.5,40,,
13,50,,
,,,
10,40,,
,,,
11.2,16,,
14,40,,
,,,
15,40,,
14,40,,
16,40,,
12,40,,
15,40,,
,,,
,,,
18,40,,
,,,
12,0,,
12,40,,
21,40,,
,,,
7.25,30,,
,,,
11.75,40,,
,,,
,,,
,,,
,,,
15,40,,
,,,
,,,
,,,
15.34,40,,
,,,
31.5,40,,
13.5,40,,
12.5,40,,
20,40,,
,,,
,,,
15,40,,
17,40,,
,,,
,,,
14,40,,
,,,
16,40,,
23.43,40,,
,,,
,,,
,,,
,,,
,,,
18,60,,
7.75,20,,
,,,
,,,
46.58,45,,
,,,
16,40,,
,,,
,,,
,,,
,,,
12,30,,
11,40,,
,,,
,,,
,,,
,,,
,,,
12,40,,
,,,
,,,
14,40,,
15,40,,
12,40,,
,,,
,,,
18.85,70,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
15,40,,
,,,
,,,
,,,
9.76,30,,
,,,
19.25,40,,
,,,
,,,
22.5,40,,
12,38,,
,,,
,,,
,,,
,,,
10,35,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
9,40,,
,,,
,,,
,,,
,,,
,,,
15,40,,
,,,
,,,
,,,
,,,
,,,
15,40,,
,,,
31.25,40,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
15,30,,
14.5,40,,
13,40,,
17,40,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
15,39,,
15,39,,
,,,
,,,
,,,
,,,
14.65,40,,
,,,
9,40,,
9,40,,
,,,
,,,
,,,
20.25,40,,
15,40,,
15,40,,
14.1,40,,
13.5,40,,
17,40,,
18.5,40,,
13.04,40,,
13.24,40,,
21,40,,
14.6,40,,
14,40,,
10,40,,
16.5,40,,
0,0,,
14.62,32,,
12,40,,
14.45,20,,
13.5,20,,
0,0,,
17,40,,
0,0,,
0,0,,
0,0,,
21,40,50,2.5
11,35,,
21.25,40,,
10.5,40,,
13,40,,
8.5,40,,
0,0,,
14,40,,
10,40,,
0,0,,
11,40,,
10,13,,
12.5,30,,
7,40,9,18
0,0,,
15,40,,
15,40,,
,,,
27,40,,
18.68,40,,
11,40,,
13,40,,
9,40,,
9.4,40,,
8,20,0,0
8,20,0,0
10,40,0,0
10.5,40,0,0
15,25,,
9,40,0,0
9,40,0,0
9,25,0,0
10,40,0,0
8,40,0,0
10,40,0,0
10.5,40,0,0
8,40,0,0
10,40,0,0
10.5,40,0,0
10,32,0,0
10,40,0,0
9,20,0,0
9,40,0,0
,,0,0
,,,
12,25,,
8,40,0,0
12,32,0,0
8,40,0,0
10.5,30,,
0,0,,
13,40,,
0,0,,
0,0,,
0,0,,
0,0,,
8,20,,
0,0,,
8,20,,
0,0,,
0,0,,
18,8,,
10,24,,
12,20,,
0,0,,
13.4,40,,
10.75,40,,
13,30,,
0,0,,
16,40,,
17,40,,
29.81,40,,
0,0,,
15.62,36,,
18.75,40,,
8.75,40,,
,,,
9,70,,
10,25,,
0,0,,
0,0,,
10.75,35,,
0,0,,
12,31,,
0,0,,
0,0,,
0,0,,
14,40,,
12.5,40,,
12.4,40,,
,,,
13.48,40,,
2.13,40,,
0,0,,
0,0,,
0,0,,
15,40,,
,,,
0,0,,
0,0,,
14.25,32,,
19,40,,
11,25,,
10,40,,
8.75,25,7.6,40
14.28,35,,
0,0,,
0,0,,
10,40,,
0,0,,
7.25,24,,
10,15,10,39.4
0,0,,
0,0,,
7.5,25,,
0,0,,
11,40,,
,,,
0,0,,
15.5,40,,
12,40,,
10.5,40,,
15.05,40,,
,,,
10,21,,
0,0,,
10,30,,
7.25,40,,
13.05,40,,
13.5,32,,
9,20,,
0,0,,
17.63,36,,
0,0,,
0,0,,
9.81,40,,
21,28,,
8,40,,
10,40,,
11,40,,
0,0,,
9,40,,
10,12,,
0,0,,
17.5,40,,
14,40,,
10,39,,
0,0,,
0,0,,
,,,
12.5,40,10.5,16
13.52,40,,
9,25,,
0,0,,
11,40,,
0,0,,
11,25,,
10.22,40,,
0,0,,
10,40,,
13.5,32,,
11.5,40,,
13.25,40,,
13,40,,
0,0,,
0,0,,
10,25,,
20,15,,
14.75,40,,
26,40,,
23,40,,
8,40,,
7.25,33,,
0,0,,
15,20,,
13,32,,
17.21,38,,
9,25,,
14.5,40,,
0,0,,
16.64,40,,
12,40,,
12,40,,
9,20,,
9,20,,
7.25,35,,
7.5,20,,
,,,
17,40,,
10.8,40,,
8,25,,
0,0,,
12,25,,
0,0,,
0,0,,
14.35,40,,
11,45,,
0,0,,
13.79,40,,
26.91,15,,
10,30,,
11.5,8,,
0,0,,
7.5,20,,
14,15,,
0,0,,
9.04,32,,
13.88,36,,
13,40,,
0,0,,
0,0,,
,,,
0,0,,
,,,
0,0,,
12,40,,
,,,
7.5,14.5,,
,,,
0,0,,
10.25,40,,
15,40,,
0,0,,
17,40,,
,,,
0,0,,
10.5,40,,
0,0,,
10.78,40,,
28,40,,
10,40,,
32.93,40,,
8.3,11,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
10.85,25,,
0,0,,
0,0,,
10,40,,
13.75,40,,
0,0,,
11,36,,
0,0,,
10,30,,
0,0,,
9.5,36,,
10.5,40,,
0,0,,
0,0,,
20,24,,
9,35,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
7.57,32,,
0,0,,
0,0,,
11,40,,
0,0,,
0,0,,
9.3,40,,
10,6,9.34,16
12,20,,
22,24,,
0,0,,
0,0,,
,,,
0,0,,
0,0,,
17.32,36,,
15,40,,
11.72,32,,
,,,
0,0,,
0,0,,
18,40,,
,,,
0,0,,
,,,
0,0,,
13.5,40,,
10,30,,
13,40,,
10.2,40,,
0,0,,
0,0,,
8,20,7.5,10
13.5,40,,
11.25,25,,
12.85,36,,
12,30,12.24,34
0,0,,
15.04,40,,
15.14,30,,
10,40,,
20.38,40,,
,,,
9.75,40,,
9.25,40,,
8,28,,
9,40,,
15.52,40,,
,,,
16,30,,
12,20,,
11.67,40,,
11,28,,
12,40,,
12.5,38,,
13.47,40,,
16,40,,
15,40,,
16,40,,
19.27,40,,
10,32,,
9.31,40,,
13,40,,
14,40,,
6.25,6,,
19.5,40,,
14,30,,
11.5,40,,
7.3,32,,
9.5,40,,
,,,
18,40,,
16.42,40,,
10,30,,
11,40,,
10,38,,
8.2,20,,
17,40,,
10,20,,
,,,
10,40,,
7.35,30,,
10,40,,
8,40,,
10,25,,
12.5,10,,
7.25,40,,
23.6,40,,
10,20,,
7.25,31,,
11.15,32,,
14,25,,
5,25,,
16.25,40,,
15.75,40,,
0,0,,
20,40,,
0,0,,
15.92,40,,
6.25,2,,
16,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
10,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
11,40,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
8.3,32,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
0,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
10.5,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
11.5,70,,
,,,
0,,,
,,,
17.55,,,
0,,,
24.2,,,
0,,,
9,40,,
0,,,
0,,,
14,,,
24,,,
18,,,
12,,,
11,,,
10,,,
10.25,,,
11.5,,,
0,,,
0,,,
19,,,
15.5,,,
12.73,40,,
12,48,,
20,40,,
10,,,
12,,,
0,,,
0,,,
0,,,
23,40,,
8.5,,,
13,,,
22,20,,
12,,,
0,,,
10,,,
9,16,,
17,40,,
10,,,
8.5,30,,
12,,,
15,50,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
12,,,
0,,,
8,,,
12,20,,
0,,,
10,,,
18,40,,
0,,,
0,,,
,,,
7.25,40,,
8,40,,
,,,
21.5,40,,
10,20,10,40
,,,
10,25,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
8,40,,
,,,
10,35,,
10,30,11,20
9,40,,
10,20,,
13,40,,
,,,
,,,
,,,
7.25,28,,
,,,
9,30,,
,,,
7.5,20,,
10,40,,
9.5,40,,
12,35,,
,,,
15,40,,
13,50,,
,,,
7.5,40,,
,,,
13,40,,
,,,
14,35,,
11,40,,
,,,
,,,
13,35,,
14,40,,
9,40,,
15,40,,
13,35,,
12.5,40,,
8,40,,
,,,
7.25,20,,
,,,
7.25,25,,
,,,
10,40,,
15.5,40,,
,,,
15.5,40,,
,,,
18,40,,
14,52,,
7.5,0,11.5,15
,,,
12.5,30,,
16,40,,
12.5,40,,
13.25,40,,
,,,
,,,
,,,
,,,
10,0,,
,,,
8,15,,
7.5,40,,
14.5,40,,
16,40,,
10.5,56,,
,,,
,,,
30,3,,
13.5,40,,
,,,
8.5,0,,
,,,
,,,
11.5,40,,
,,,
,,,
10,30,,
13,40,,
,,,
13,40,,
9.5,40,,
,,,
10,0,,
,,,
11,40,9,40
,,,
,,,
,,,
11,40,,
20,25,,
,,,
14.5,20,,
,,,
,,,
14,40,,
15,40,,
,,,
,,,
9,40,,
17,40,,
12,40,,
,,,
11,30,,
10,40,9.5,40
12,40,8.6,16
14.05,40,8.6,16
,,,
,,,
12,40,,
14,40,,
8,44,8,17
5,4,,
16.5,40,,
,,,
14.5,40,,
,,,
10.5,40,,
9,40,,
13,40,,
,,,
9,40,,
,,,
9.25,0,8.6,16
9,40,,
10,40,,
,,,
35.31,40,,
9.5,40,,
9,40,,
10.25,20,,
19,40,,
13,40,9,40
,,,
11,40,,
7.25,40,,
13,40,,
,,,
12,40,9,28
10,30,,
,,,
12.5,40,,
15,40,8.5,20
,,,
,,,
,,,
14,40,,
9,40,,
7.25,20,,
12,40,,
,,,
,,,
10,40,,
20,40,12,35
14.5,40,,
7.25,30,10.75,40
,,,
10,40,,
7.75,23,,
10.5,40,,
10,20,11.25,40
9.5,40,,
10.35,40,10.25,40
9.25,48,,
,,,
10,40,10,40
10.5,0,,
35,40,,
,,,
9.35,25,,
16,40,,
,,,
,,,
,,,
,,,
,,,
12,40,,
11,40,,
12.5,15,,
16,40,,
10,40,,
,,,
12,40,11,40
,,,
,,,
17.5,24,,
14.5,40,,
,,,
,,,
,,,
5,35,,
10,40,,
,,,
12,20,,
,,,
10,40,,
16.5,40,,
9,40,9.5,15
,,,
12,40,,
12,40,,
14,40,10,10
,,,
9.75,15,,
,,,
,,,
,,,
14.5,25,,
10.5,25,10,20
,,,
,,,
,,,
,,,
,,11,40
,,,
,,,
,,12,30
,,,
,,,
,,,
,,,
,,8.5,36
,,,
,,,
,,,
,,,
12,40,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,10,30
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,9,40
,,,
,,,
,,,
,,,
,,15,30
,,,
,,,
,,,
,,,
,,,
,,,
,,13,40
,,,
10,20,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
20,10,,
,,,
,,,
,,,
0,40,,
85,40,,
10.16,30,,
12.36,40,,
16,40,,
12,32,,
17,,,
,,,
0,,,
11,,,
23.56,40,,
0,,,
0,,,
0,,,
10,20,,
0,,,
10,20,,
10,15,,
35,,,
14.5,29,,
0,,,
20,10,,
0,,,
0,,,
16,40,,
0,,,
30,25,,
0,,,
0,,,
22,40,,
11,40,,
,,,
0,,,
0,,,
,,,
0,,,
,,,
,,,
,,,
,,,
,,,
9,40,,
15,40,,
9.5,40,,
36,40,,
0,,,
0,,,
39.42,,,
16.6,30,,
23,20,,
0,,,
38.5,,,
0,,,
10,28,,
22.43,,,
0,,,
17,,,
0,,,
9,30,,
25.72,,,
0,,,
0,,,
0,,,
0,,,
14,16,,
11.25,20,,
0,,,
9,16,,
0,,,
14,40,,
16,15,,
0,,,
0,,,
0,,,
10,15,,
0,,,
13,32,,
0,,,
,,,
0,,,
11,20,,
0,,,
0,,,
0,,,
0,,,
0,,,
20,40,,
10,40,,
150,2,,
0,,,
9.15,25,,
9,20,,
0,,,
55,40,,
67.31,40,,
14,40,,
0,,,
24,40,,
0,,,
40.38,40,,
41.83,40,,
8.5,25,,
0,,,
0,,,
16,40,,
0,,,
0,,,
16,30,,
0,,,
,,,
10,40,,
0,,,
0,,,
,,,
20,40,,
0,,,
12,32,,
0,,,
0,,,
9,10,,
0,,,
60,40,,
0,,,
0,,,
0,,,
16.82,40,,
0,,,
16.82,40,,
,,,
0,,,
0,,,
0,,,
14,20,,
0,,,
0,,,
0,,,
11,40,,
10.75,25,,
12,40,,
12,40,,
0,,,
0,,,
0,,,
18,38,,
0,,,
0,,,
26.44,40,,
9,35,,
12,40,,
20,35,,
11,40,,
10,15,,
0,0,,
12.5,20,25,8.3
0,0,,
14.25,40,,
5.6,40,,
16.32,36,,
12,30,,
18,40,,
19.5,40,,
0,0,,
10,40,,
16,40,,
7.57,16.5,,
10,36,,
15,40,,
10.25,20,,
10,40,,
15,40,,
16.35,40,,
22,20,,
0,0,,
18.75,40,,
9,12,,
17.95,37,,
0,0,,
0,0,,
15,40,,
0,0,,
13,22.5,,
0,0,,
11.75,40,,
12,40,,
0,0,,
0,0,,
0,0,,
12.5,20,,
0,0,,
9,40,,
10,40,,
0,0,,
8.28,40,,
12,30,,
27.08,40,,
11,22,,
15,40,,
10.5,40,9.5,26
0,0,,
13.5,40,,
13.8,20,,
0,0,,
0,0,,
11.25,40,16.87,10
14,40,,
15.8,36,,
10,40,,
7.25,40,10,3
12,25,11.1,25
14.5,20,,
17,40,,
7.25,35,,
10.25,35,,
12,25,,
0,0,,
10,20,,
0,0,,
0,0,,
10,36,,
12.5,40,,
12.5,20,,
17.25,40,,
14,40,,
37.5,40,,
12.5,40,,
0,0,,
5,40,,
7.75,20,,
19.26,40,,
15,40,,
0,0,,
11.5,40,,
42.38,40,,
12,20,,
9.04,30,,
9,20,,
15,40,,
19.75,40,,
16,40,,
9.5,35,,
0,0,,
16.5,20,,
0,0,,
14,40,,
7.75,40,,
0,0,,
25,20,,
15.5,40,,
13,40,,
11.5,40,,
16.5,40,,
0,0,,
13,40,,
12.5,40,,
8,40,11,24
8.25,12,,
14,40,,
18,12,,
4.38,40,11.75,40
21.01,8,,
10.45,40,,
11,40,,
10,25,,
15.5,20,,
14,40,,
9.5,25,,
16,40,,
0,0,,
12.3,40,,
10.3,40,,
12.25,40,,
12,36,,
13.5,40,,
13.75,40,,
0,0,,
,,,
,,,
17,40,,
21,50,,
,,,
,,,
14,33,,
,,,
,,,
,,,
,,,
,,,
,,,
17.08,50,,
12.5,40,,
14,50,,
17,40,,
,,,
,,,
9.5,70,,
,,,
10.5,40,,
13,50,,
,,,
10,40,,
,,,
,,,
11.2,16,,
14,40,,
,,,
15,40,,
14,40,,
16,40,,
12,40,,
15,40,,
,,,
,,,
18,40,,
,,,
12,0,,
12,40,,
21,40,,
,,,
7.25,30,,
,,,
11.75,40,,
,,,
,,,
,,,
,,,
,,,
15,40,,
,,,
,,,
,,,
15.34,40,,
,,,
31.5,40,,
13.5,40,,
12.5,40,,
20,40,,
,,,
,,,
,,,
15,40,,
17,40,,
,,,
14,40,,
,,,
16,40,,
23.43,40,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
18,60,,
7.75,20,,
,,,
,,,
,,,
,,,
,,,
46.58,45,,
,,,
16,40,,
,,,
,,,
16,70,,
,,,
12,30,,
11,40,,
,,,
,,,
,,,
,,,
12,40,,
,,,
,,,
14,40,,
15,40,,
12,40,,
29,40,,
,,,
18.85,70,,
14.5,40,,
,,,
,,,
14.99,40,,
,,,
,,,
15,48,,
15,40,,
,,,
,,,
,,,
9.76,30,,
11,40,,
19.25,40,,
,,,
,,,
,,,
22.5,40,,
,,,
13,40,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
9.75,36,,
10,40,,
,,,
,,,
,,,
16,40,,
11,40,,
15,40,,
,,,
,,,
15,40,,
,,,
,,,
,,,
23.33,50,,
,,,
,,,
,,,
,,,
13,40,,
17,60,,
,,,
14,40,,
,,,
,,,
,,,
13.82,40,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
12,37,,
,,,
,,,
,,,
15,39,,
15,39,,
,,,
,,,
,,,
,,,
32,40,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
13,40,,
10.5,40,,
,,,
,,,
,,,
21,40,,
15.56,40,,
15.62,40,,
,,,
,,,
16,40,,
,,,
14,40,,
,,,
14.57,40,,
17.77,40,,
13.24,40,,
14,40,,
17.5,40,,
16.5,40,,
0,0,,
14.62,32,,
12,40,,
14.45,20,,
7.5,40,,
0,0,,
17,40,,
17.38,40,,
0,0,,
0,0,,
19.89,50,,
14.5,40,,
0,0,,
21,40,50,2.5
10,40,,
11,35,,
21.25,40,,
9,30,,
11.86,30,,
10.5,40,,
12.59,40,,
18,40,,
13,40,,
32,40,,
10,40,,
0,0,,
14,40,,
10,40,,
10.5,40,,
0,0,,
11,40,,
12.5,30,,
7,40,9,18
15,40,22.5,20
0,0,,
12,40,,
9.25,34,,
9.69,24,,
0,0,,
8,35,,
15,40,,
0,0,,
0,0,,
9.5,40,,
10,29,,
0,0,,
15,40,,
,,,
27,40,,
,,,
8.5,40,,
11,40,,
15,40,,
9.4,40,,
10,40,0,0
10.75,40,0,0
0,0,0,0
8,40,0,0
0,0,0,0
10,40,0,0
13,40,0,0
13,35,0,0
13,40,0,0
12,40,0,0
0,0,0,0
13,40,0,0
10,40,,
0,0,0,0
8,40,0,0
10,40,0,0
15,40,0,0
12,40,0,0
0,0,0,0
8,40,0,0
12,32,0,0
10,40,0,0
8.8,20,0,0
,,,
,,,
,,,
12,35,,
0,0,,
0,0,,
0,0,,
10,20,,
12,40,,
8,20,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
9.5,20,,
0,0,,
0,0,,
0,0,,
0,0,,
16,40,,
15.1,40,,
14.88,40,,
0,0,,
0,0,,
11,25,,
8,16,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
11.5,40,,
0,0,,
,,,
0,0,,
0,0,,
0,0,,
11.2,20,,
12,30,,
15,40,,
0,0,,
0,0,,
0,0,,
12.5,40,,
0,0,,
0,0,,
0,0,,
8,15,,
10.75,40,,
8,30,,
8.9,40,,
12.5,4,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
8,34,,
9.75,20,,
0,0,,
,,,
9,36,,
0,0,,
12.36,35,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
,,,
0,0,,
8.8,10,,
0,0,,
18,8,,
,,,
13.4,40,,
13,30,,
,,,
17,40,,
29.81,40,,
0,0,,
15.62,36,,
8.75,40,,
7.25,32,8,20
13.5,40,,
,,,
0,0,,
0,0,,
35,2,,
18,7,,
12,31,,
0,0,,
,,,
12.5,40,,
,,,
2.13,40,,
10,40,,
,,,
0,0,,
0,0,,
15,40,,
,,,
0,0,,
0,0,,
14.25,32,,
19,40,,
11,,,
10,40,,
14.28,35,,
11.6,30,,
17,36,,
0,0,,
,,,
0,0,,
,,,
10,15,10,39.4
0,0,,
0,0,,
0,0,,
7.5,25,,
11,40,,
12,40,,
,,,
16.25,40,,
0,0,,
,,,
,,,
10.5,40,,
,,,
,,,
10,21,,
0,0,,
,,,
,,,
13.05,40,,
,,,
9,20,,
0,0,,
0,0,,
0,0,,
,,,
9.81,40,,
22,30,,
,,,
0,0,,
10,40,,
0,0,,
,,,
,,,
,,,
,,,
0,0,,
14,40,,
8.5,50,,
16.75,30,,
,,,
,,12.5,40
,,,
0,0,,
17,40,14,20
0,0,,
,,,
10.22,40,,
,,,
10,40,,
13.5,32,,
8.25,40,10,0
11.5,40,,
13.25,40,,
13,40,,
,,,
,,,
10,25,,
,,16.67,12
14.75,40,,
26,40,,
0,0,,
,,,
,,,
0,0,,
20,40,,
,,,
,,,
,,,
16.64,40,,
,,,
10,40,,
,,,
,,,
,,,
0,0,,
,,,
10.8,40,,
,,,
12,25,,
0,0,,
0,0,,
15,40,,
0,0,,
,,,
,,,
26.91,15,,
,,10,30
11.5,8,,
,,,
7.5,20,,
,,,
,,,
0,0,,
9.04,32,,
,,,
,,,
12.5,40,,
0,0,,
0,0,,
10,40,,
0,0,,
,,,
12,40,,
,,,
0,0,,
15,40,,
11,40,,
,,,
14,15,,
11,30,,
10.5,40,,
0,0,,
0,0,,
28,40,,
10,40,9.25,40
32.93,40,,
8.3,11,,
0,0,,
0,0,,
10,40,,
14,15,,
0,0,,
9,20,,
10.85,25,,
7.25,20,,
10,40,,
13.75,40,,
0,0,,
11,36,,
0,0,,
10,30,,
0,0,,
,,,
7.25,48,,
8,15,,
20,24,,
9,35,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
7.57,32,,
10,60,,
0,0,,
0,0,,
11,40,,
0,0,,
0,0,,
9.3,40,,
9.34,16,10,6
12,20,,
22,24,,
16,40,,
0,0,,
0,0,,
8,20,,
0,0,,
0,0,,
17.32,36,,
15,40,,
0,0,,
11.72,30,,
12.5,20,,
0,0,,
0,0,,
18,40,,
2.5,40,,
0,0,,
10,40,,
0,0,,
10,30,,
13.5,40,,
10.2,40,,
0,0,,
7.5,10,8,20
11.25,25,,
12.85,36,,
12,34,,
,,,
15.04,40,,
15.14,30,,
10,40,,
20.38,40,,
,,,
,,,
9.25,40,,
8,28,,
,,,
,,,
16,30,,
12,20,,
11.67,40,,
11,28,,
12,40,,
12.5,38,,
13.47,40,,
16,40,,
15,40,,
16,40,,
19.27,40,,
10,32,,
9.31,40,,
13,40,,
14,40,,
6.25,6,,
19.5,40,,
14,30,,
11.5,40,,
7.3,32,,
11,40,,
,,,
18,40,,
,,,
12,32,,
11,40,,
10,38,,
8.2,20,,
,,,
15,25,,
,,,
,,,
7.35,30,,
10,40,,
8,40,,
,,,
,,,
7.25,40,,
23.6,40,,
10,20,,
7.25,31,,
7.5,40,,
14,25,,
11.66,40,,
10.75,3,,
,,,
8.5,40,,
10.5,40,,
10,40,,
8,40,,
5.5,25,,
15.75,40,,
20,40,,
6.25,2,,
15,40,,
16,40,,
16,20,,
7,40,,
15,40,,
13,40,,
15.38,40,,
16.17,40,,
10,32,,
9.5,40,,
10,20,,
10,40,,
11,40,,
11,25,,
12,32,,
16,40,,
10,40,,
29,40,,
10,24,,
0,,,
11,40,,
14,40,,
11.5,40,,
0,,,
9,16,,
10,40,,
0,,,
0,,,
12,40,,
8,,,
15,40,,
10,55,,
18,40,,
0,,,
7.25,40,,
0,,,
0,,,
11.5,38,,
0,,,
11,37,,
0,,,
0,,,
10.35,40,,
8,20,,
0,,,
0,,,
0,,,
0,,,
9,,,
0,,,
0,,,
9.6,40,,
0,,,
12,,,
0,,,
0,,,
0,,,
10.5,25,,
0,,,
9,24,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
9.25,40,,
10,40,,
0,,,
0,,,
0,,,
0,0,,
0,,,
0,,,
0,,,
0,,,
14,,,
0,,,
10,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
10,,,
18,,,
0,,,
41.38,38,,
0,,,
0,,,
18,4,,
10,35,,
7.25,40,,
8,40,,
,,,
21.5,40,,
10,20,10,40
,,,
,,,
10,25,,
10,25,,
,,,
,,,
,,,
10,32,,
,,,
,,,
17.18,40,,
,,,
8,40,,
,,,
10,35,,
11,20,,
10,40,,
10,20,,
13,40,,
,,,
11,25,,
,,,
7.25,28,,
10,30,,
9,30,,
,,,
7.5,20,,
12.5,35,14,35
10,40,,
9.5,40,,
12,35,,
10,40,,
15,40,,
13,50,,
,,,
,,,
,,,
13,40,,
,,,
14,35,,
11,40,,
,,,
,,,
13,35,,
14,40,,
9,40,,
15,40,,
13,35,,
12.5,40,,
8,40,,
,,,
7.25,20,,
,,,
7.25,25,,
,,,
10,40,,
15.5,40,,
,,,
15.5,40,,
,,,
18,40,,
14,52,,
7.5,0,11.5,15
,,,
12.5,30,,
16,40,,
12.5,40,,
13.25,40,,
10,32,,
,,,
9,40,,
,,,
10,0,,
,,,
8,15,,
7.5,40,,
14.5,40,,
16,40,,
10.5,56,,
,,,
15,50,,
30,3,,
13.5,40,,
,,,
8.5,0,,
,,,
,,,
11.5,40,,
,,,
,,,
10,30,,
13,40,,
,,,
13,40,,
10,40,,
,,,
10,0,,
9,40,,
,,,
12.32,40,,
,,,
10,35,,
,,,
11,40,,
20,25,,
,,,
14.5,20,,
10,32,,
,,,
14,40,,
15,40,,
10.5,40,,
10,16,,
,,,
9,40,,
17,40,,
12,40,,
,,,
11,30,,
10,40,9.5,40
12,40,8.6,16
14.05,40,8.6,16
,,,
,,,
12,40,,
14,40,,
8,44,8,17
5,4,,
16.5,40,,
,,,
14.5,40,,
,,,
10.5,40,,
9,40,,
13,40,,
,,,
9,40,,
,,,
8,30,9.25,
9,40,,
10,40,,
,,,
35.31,40,,
9.5,40,,
11,25,,
10.25,20,,
19,40,,
9,40,,
,,,
11,40,,
7.25,40,,
,,,
,,,
12,40,9,28
11,30,,
12,40,,
12.5,40,,
17,40,,
,,,
,,,
,,,
14,40,,
9,40,,
7.25,20,,
12.86,40,,
12,40,,
,,,
,,,
10,40,,
20,40,12,35
14.5,40,,
7.25,30,10.75,40
12,40,,
10,40,,
7.75,23,,
10.5,40,,
10,20,11.25,40
9.5,40,,
10.35,40,10.25,40
9.25,48,,
,,,
10,40,10,40
10.5,0,,
35,40,,
,,,
9.35,25,,
16,40,,
,,,
,,,
,,,
,,,
,,,
14,60,,
11,40,,
19,40,12.5,15
12.5,50,,
16,40,,
10,40,,
,,,
12,40,11,40
9,40,,
10,40,,
17.5,24,,
14.5,40,,
,,,
,,,
,,,
5,35,,
10,40,,
17,40,,
12,20,,
,,,
10,40,,
16.5,40,,
9,40,9.5,15
,,,
12,40,,
12,40,,
14,40,10,10
10,35,,
9.75,15,,
10,20,,
,,,
20,40,,
14.5,25,,
10.3,30,10,20
8,35,,
12,40,,
12.5,40,,
12,0,,
8.5,25,11,40
10.25,40,,
10,49,,
25,2,11,30
,,,
15,40,,
8.5,40,,
9.5,20,,
,,,
9.5,35,8.5,36
,,,
,,,
11,40,,
,,,
,,,
12,40,,
9,50,,
,,,
12,30,,
12.5,40,,
,,,
,,,
,,,
,,,
,,,
7.25,20,,
9,25,,
11.12,20,9,24
9,0,,
,,,
10,40,,
