Wages1,Hours1,Wages2,Hours2
,,,
12,40,9,40
,,,
,,,
9.5,40,,
17,50,,
11,30,15,30
13.5,40,,
9,20,,
,,,
7.5,20,,
,,,
12,40,,
12,30,13,40
,,,
,,,
10,35,10,20
,,,
15,60,,
10,40,,
,,,
10,35,,
10,32,,
,,,
,,,
9,40,,
10,0,,
20,10,,
,,,
,,,
,,,
10,16,9,30
11.85,35,,
10,35,,
,,,
13,35,,
7.25,40,,
15,20,,
10,20,,
11,35,,
,,,
10,35,,
,,,
,,,
11,25,,
,,,
,,,
12.5,50,,
,,,
,,,
11.5,0,,
,,,
,,,
10,40,,
,,,
,,,
10,35,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
9,20,,
,,,
,,,
14,20,,
22,40,,
43.27,40,,
12,40,,
14.61,20,,
0,,,
0,,,
0,,,
9.25,10,,
24,20,,
,,,
12.36,40,,
16,40,,
21,32,,
0,,,
20,20,,
62.5,8,,
,,,
26.44,10,,
0,,,
0,,,
0,,,
0,,,
10,20,,
0,,,
23.56,40,,
15,40,,
9,30,,
22,0,,
10,29,,
0,,,
0,,,
,,,
0,,,
18.75,40,,
20,25,,
0,,,
0,,,
11,72,,
40,40,,
0,,,
,,,
0,,,
0,,,
,,,
16.25,42,,
24.61,40,,
11.66,40,,
17,8,,
0,,,
0,,,
0,,,
9,16,,
14,40,,
0,,,
11,20,,
13,30,,
10,15,,
25,40,,
0,,,
,,,
9.15,25,,
24.04,40,,
16.47,40,,
55,40,,
0,40,,
8.5,18,,
14,40,,
50,40,,
13.5,30,,
15,20,,
13,40,,
0,,,
0,,,
,,,
0,,,
75,40,,
14,40,,
0,,,
16.82,40,,
10.25,35,,
16.82,40,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
19,29,,
0,,,
0,,,
10,30,,
0,,,
0,,,
15,20,,
0,,,
0,,,
50.48,40,,
0,,,
14,29,,
10.8,25,,
13,15,,
13,16,,
10,16,,
0,,,
10,40,,
0,,,
26,40,,
0,,,
0,,,
10,30,,
0,,,
16,30,,
0,,,
7.7,40,,
0,,,
0,,,
0,,,
10,40,,
28.85,40,,
0,,,
,,,
0,,,
13,40,,
8.75,40,,
0,,,
45,40,,
0,,,
12,38,,
0,,,
9,25,,
13,40,,
0,,,
0,,,
0,,,
9,35,,
0,,,
0,,,
17.5,20,,
13,40,,
0,,,
0,,,
25,40,,
0,,,
0,,,
14,38,,
0,,,
0,,,
0,,,
25,40,,
10.75,40,,
17,40,,
,,,
11,40,,
0,,,
0,,,
19,40,,
11.2,40,,
0,,,
11.75,29,,
14.08,30,,
0,,,
0,,,
12,40,,
10,40,,
0,,,
0,,,
0,,,
12.16,35,,
38.46,40,,
0,,,
0,,,
10,15,,
0,,,
12,18,,
0,,,
100,10,,
0,,,
0,,,
0,,,
38.46,40,,
0,,,
0,,,
0,,,
10,10,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
12,20,,
12,20,,
11.29,40,,
20,40,,
10,15,,
0,0,,
12.5,20,25,8.3
14.25,40,,
17,48,,
18,40,,
19.5,40,,
10,40,,
9,40,,
9,17,6.25,24
0,0,,
11.5,40,,
0,0,,
0,0,,
12.5,20,,
22,40,,
10,40,,
8,40,,
7.14,35,,
12,30,,
27.08,40,,
22,40,,
0,0,,
0,0,,
14,40,,
15.8,36,,
7.25,40,,
12,25,11.1,25
14.5,20,,
17,40,,
0,0,,
20,40,,
12,25,,
0,0,,
0,0,,
12.5,40,,
12.5,20,,
14,40,,
11,15,,
18.75,40,,
12.5,40,,
17.31,40,,
5,40,,
7.75,20,,
13,40,,
19.26,40,,
0,0,,
0,0,,
12.5,40,12.5,8
42.38,40,,
12,20,,
9,20,,
21,40,,
14.46,36,,
19.75,40,,
9.5,35,,
0,0,,
16.5,20,,
0,0,,
24.04,40,,
20.83,40,,
11.53,40,,
20.6,40,,
25,20,,
15.5,40,,
18.75,40,,
13.95,40,,
13,40,,
11.5,40,,
16.5,40,,
13,40,,
12.5,40,,
8,40,10,24
14,40,,
19,40,,
18,12,,
4.38,40,11.75,40
10.45,40,,
13.87,40,,
15.5,20,,
14,40,,
9.5,25,,
16,40,,
11.5,30,,
10,40,,
10.3,40,,
12.25,40,,
12,36,,
13.5,40,,
13.75,40,,
0,0,,
11.25,40,,
15.63,10,,
17,40,,
0,,,
10,25,,
0,,,
0,,,
12,40,,
12,40,,
11.75,40,,
9,,,
39.35,36,,
21,40,,
10,28,,
15.63,15,,
15,40,,
0,,,
31.5,40,,
12.5,40,,
0,,,
14,40,,
16,40,,
23.43,40,,
0,,,
0,,,
7.75,20,,
0,,,
46.58,45,,
16,40,,
0,,,
12,30,,
11,40,,
12,40,,
0,,,
14,40,,
15,40,,
12,40,,
29,40,,
0,,,
18.85,70,,
8.5,20,,
0,0,,
15,48,,
15,40,,
9.76,30,,
11,40,,
19.25,40,,
15,40,,
12.07,40,,
22.5,40,,
12,38,,
13,40,,
0,,,
18.22,40,,
0,,,
10,35,,
10,30,,
7.25,25,,
9.75,36,,
10,40,,
18,40,,
0,,,
0,,,
23.33,50,,
0,,,
15,30,,
18,30,,
0,,,
12,40,,
0,,,
0,,,
12.5,40,,
12,40,,
12,40,,
36.05,40,,
0,,,
14,40,,
0,,,
12,37,,
15,40,,
11.5,40,,
11.5,40,,
32,40,,
0,,,
0,,,
0,,,
0,,,
0,,,
14,,,
0,,,
0,,,
0,,,
0,,,
8.75,,,
0,,,
0,,,
14.98,,,
2.13,,,
13,40,,
15,40,,
14,40,,
0,,,
0,,,
0,,,
10,,,
0,,,
0,,,
0,,,
0,,,
7.25,,,
0,,,
0,,,
26,,,
10,,,
17,,,
0,,,
0,,,
0,,,
0,,,
12.5,,,
12,,,
0,,,
12,40,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
10,,,
13,,,
0,,,
0,,,
0,,,
0,,,
0,,,
10.5,,,
10.45,,,
0,,,
2.92,,,
14.86,,,
18,40,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
14.05,,,
15,,,
2.13,,,
0,,,
0,,,
13.5,40,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
12,,,
0,,,
0,,,
0,,,
0,,,
0,,,
12.5,,,
10,20,,
0,,,
0,,,
0,,,
12,,,
18,40,,
9.05,40,,
11,40,,
10.5,40,,
12.5,40,,
15,40,,
19.23,40,,
21,40,,
15.56,40,,
15.62,40,,
8,40,,
15.25,40,,
16,40,,
18.75,40,,
14,40,,
14.85,40,,
,,,
29,40,,
,,,
16,40,,
19.54,40,,
19,40,,
14,40,,
14,40,,
17.5,40,,
0,0,,
14.62,32,,
12,40,,
10,40,,
17,40,,
17.38,40,,
0,0,,
0,0,,
19.89,50,,
14.5,40,,
0,0,,
21,40,50,2.5
10,40,,
11,35,,
21.25,40,,
9,30,,
11,20,,
0,0,,
11.86,30,,
17,40,,
12.59,40,,
18,40,,
13,40,,
31.73,40,,
10,40,,
0,0,,
10,20,8,20
14,40,,
0,0,,
10,32,,
0,0,,
0,0,,
12.5,30,,
12,40,,
10.75,40,,
0,0,,
12,40,,
9.25,34,,
10,24,,
0,0,,
11.75,28,,
8,35,,
15,40,,
0,0,,
14.35,40,,
0,0,,
0,0,,
9.5,40,,
15.5,40,13.5,20
10,40,,
18.5,40,,
17,40,,
9,30,,
0,0,,
10,29,,
14.15,40,,
8,20,,
9,22.5,9,12
17,40,,
11,40,,
20,40,,
18,40,,
0,0,,
22.12,40,,
16,40,,
13.5,40,,
0,0,,
8,21,,
0,0,,
17,40,7.5,6
11,30,11,32
12.5,20,,
10,40,,
10.1,30,,
15,40,,
16,40,,
0,0,,
9.3,40,,
16.7,40,,
0,0,,
0,0,,
27,40,,
20.19,40,,
,,,
11,40,,
15,40,,
10,40,0,0
10.75,35,0,0
,,,
,,,
,,,
,,0,0
,,,
11.33,40,0,0
,,,
,,,
,,,
,,,
10,40,0,0
11,40,0,0
9,40,0,0
0,0,0,0
,,,
10.2,40,0,0
,,,
15.62,40,,
13,40,0,0
10.56,40,0,0
10.57,40,0,0
,,,
10.5,40,0,0
9,20,0,0
25,40,0,0
11,40,0,0
0,0,0,0
9,40,0,0
10,40,10,40
10,40,0,0
12,35,0,0
9,40,0,0
8.8,40,0,0
9,40,0,0
11.5,40,0,0
16,40,0,0
8.5,40,13.5,25
0,0,0,0
12,40,0,0
13,25,0,0
0,0,,
0,0,,
0,0,,
0,0,,
,,,
12,40,,
,,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
9.5,20,,
0,0,,
0,0,,
0,0,,
16,40,,
15.1,40,,
0,0,,
,,,
8,20,,
8,16,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
6,20,,
0,0,,
0,0,,
11.2,20,,
0,0,,
,,,
0,0,,
0,0,,
18.5,40,,
19.67,30.5,,
0,0,,
12.5,40,,
0,0,,
0,0,,
10,36,,
10.25,40,,
0,0,,
10.75,40,,
0,0,,
,,,
,,,
7.5,40,,
10,40,12.5,4
11,40,,
,,,
0,0,,
0,0,,
11.38,40,,
0,0,,
15.65,40,,
8,34,,
0,0,,
13,21,,
,,,
0,0,,
12.36,35,,
8.71,30,,
7.5,40,,
0,0,,
30,40,,
8.5,40,,
0,0,,
8.5,40,,
0,0,,
0,0,,
10,35,,
0,0,,
0,0,,
8.75,40,,
8,40,,
0,0,,
0,0,,
0,0,,
0,0,,
10.23,38,,
0,0,,
0,0,,
0,0,,
11.5,32,,
11,25,,
0,0,,
0,0,,
15.72,40,,
0,0,,
0,0,,
,,,
8.8,10,,
0,0,,
0,0,,
9,20,,
0,0,,
,,,
0,0,,
9,32,,
0,0,,
8.58,40,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
12.31,37,,
0,0,,
0,0,,
0,0,,
0,0,,
9.5,25,,
0,0,,
0,0,,
12,10,,
0,0,,
0,0,,
9,30,,
,,,
8,10,,
10,25,,
0,0,,
0,0,,
20,40,,
0,0,,
10.5,45,,
0,0,,
0,0,,
,,,
13,40,,
17.79,40,,
0,0,,
11,40,8,10
10,20,,
0,0,,
,,,
0,0,,
7.25,15,,
0,0,,
,,,
0,0,,
0,0,,
13.5,40,,
,,,
0,0,,
0,0,,
16,40,,
,,,
15,35,,
0,0,,
9,20,,
,,,
0,0,,
9,40,,
0,0,,
0,0,,
8,10,,
0,0,,
0,0,,
,,,
9,25,,
0,0,,
8.5,35,,
18,40,,
13.4,40,,
8,35,,
0,0,,
,,,
0,0,,
17,40,,
,,,
11.28,40,,
,,,
11.28,40,,
0,0,,
0,0,,
8,25,8,24
0,0,,
,,,
0,0,,
0,0,,
0,0,,
12.25,40,,
,,,
0,0,,
11,40,,
29.81,40,,
,,,
10,30,,
0,0,,
7.25,35,,
7.5,40,,
13.5,40,,
0,0,,
10.15,25,,
0,0,,
9.5,36,,
0,0,,
35,2,11.5,40
8.5,40,,
0,0,,
18,7,,
0,0,,
0,0,,
10,30,,
0,0,,
12.5,40,,
12.4,40,12.4,
10.2,40,,
10,40,,
,,,
16.32,40,,
0,0,,
25,40,,
0,0,,
0,0,,
14.25,32,,
19,40,,
11,25,,
11.85,30,,
17,36,,
0,0,,
10,40,,
9.5,40,,
10,15,10,39.4
0,0,,
12.5,35,,
0,0,,
11,40,,
12,40,,
25.72,45,,
10.5,40,,
10,21,,
0,0,,
10,30,,
0,0,,
10.5,40,,
22,30,,
10,60,,
10,40,,
,,,
14,40,,
8.5,50,,
0,0,,
10.5,16,12.5,40
0,0,,
10.22,40,,
10,40,,
0,0,,
9,35,,
11.5,30,,
13.25,40,,
13,40,,
0,0,,
10,25,,
20,20,16.67,12
0,0,,
7.25,33,,
0,0,,
20,40,,
17.21,40,,
16.64,40,,
12,40,,
0,0,,
0,0,,
9,20,,
0,0,,
7.25,35,,
0,0,,
10.8,40,,
12,25,,
10,40,9,6
,,,
0,0,,
0,0,,
16.5,40,,
13.5,1,,
13.79,40,,
11.5,40,,
26.91,15,,
9.5,35,,
12.11,40,10,30
8.5,40,,
0,0,,
0,0,,
15.8,19.5,,
12.5,40,,
0,0,,
0,0,,
0,0,,
12.5,36,,
15,40,,
11,40,,
0,0,,
,,,
11,30,,
10.5,40,,
9.5,40,,
16.51,24,,
0,0,,
9.25,40,,
7.75,25,,
8.3,11,,
0,0,,
0,0,,
10,40,,
14,15,,
0,0,,
9,20,,
10.85,25,,
0,0,,
0,0,,
0,0,,
0,0,,
10,32,,
0,0,,
7.25,48,,
8,15,,
9,35,,
0,0,,
8,40,,
0,0,,
0,0,,
10,20,,
10,60,,
10,40,,
0,0,,
0,0,,
9.3,40,,
9.34,16,10,6
12,20,,
22,24,,
16,40,,
0,0,,
0,0,,
17.32,36,,
15,40,,
11.72,30,,
0,0,,
12.5,20,,
0,0,,
0,0,,
18,40,,
10.25,35,,
2.5,40,,
0,0,,
15,15,,
10,40,,
0,0,,
11,40,,
,,,
13.3,40,,
11.28,40,,
16.51,40,,
0,0,,
14.3,40,,
0,0,,
,,,
,,,
11,40,,
,,,
0,0,,
13,40,,
10,30,,
13.5,40,,
0,0,,
11.25,25,,
12.85,36,,
,,,
13.54,40,,
15.04,40,,
15.14,30,,
20.38,40,,
8,28,,
,,,
,,,
,,,
,,,
16,30,,
12,20,,
11.67,40,,
11,28,,
12,40,,
12.5,38,,
13.47,40,,
16,40,,
15,40,,
16,40,,
19.27,40,,
10,32,,
9.31,40,,
13,40,,
14,40,,
6.25,6,,
19.5,40,,
14,30,,
11.5,40,,
7.3,32,,
15,40,,
16,40,,
18,40,,
16.42,40,,
12,20,,
11,40,,
10,38,,
8.2,20,,
17,40,,
14,40,,
,,,
11,40,,
7.35,30,,
10,30,,
8,40,,
,,,
14,20,,
8.25,36,,
23.6,40,,
10,20,,
7.25,34,,
7.5,40,,
14,25,,
11.66,40,,
,,,
8,20,,
8.5,40,,
10.5,40,,
10.75,40,,
8,40,,
5.5,25,,
15.75,40,,
20,40,,
6.25,2,12,2
13,40,,
11.54,30,,
9,40,,
10,40,,
8.5,40,,
11.3,40,,
10,30,,
10,40,,
10,40,,
29,40,,
14,40,,
8,,,
11,40,,
15,40,,
10,55,,
18,40,,
11,37,,
14,20,,
10,40,,
12,40,,
17,45,,
11,40,,
14,40,,
14,,,
8,40,,
18,40,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
12.5,40,,
0,,,
17,40,,
22,72,,
0,,,
0,,,
28,40,,
12,20,,
15,30,,
0,,,
17,40,,
18.75,40,,
9.4,25,,
20,40,,
0,0,,
0,,,
12,40,,
0,,,
14,50,,
16,40,,
10.45,40,,
0,0,,
0,0,,
0,,,
,,,
7.25,40,,
8,40,,
,,,
21.5,40,,
10,20,10,40
,,,
14,40,10,
10,25,,
10,25,,
,,,
9.75,40,,
14,40,,
10,32,,
,,,
,,,
17.18,40,,
,,,
8,40,,
,,,
10,35,,
11,20,,
10,40,,
10,20,,
13,40,,
,,,
11,25,,
,,,
,,,
10,30,,
9,30,,
,,,
7.5,20,,
12.5,35,14,35
10,40,,
9.5,40,,
12,35,,
10,40,,
15,40,,
13,50,,
,,,
,,,
,,,
13,40,,
,,,
14,35,,
11,40,,
,,,
,,,
13,35,,
14,40,,
9,40,,
15,40,,
13,35,,
12.5,40,,
8,40,,
,,,
7.25,20,,
,,,
7.25,25,,
,,,
10,40,,
15.5,40,,
,,,
15.5,40,,
,,,
18,40,,
14,52,,
7.5,0,11.5,15
,,,
12.5,30,,
16,40,,
12.5,40,,
13.25,40,,
10,32,,
,,,
9,40,,
,,,
10,0,,
,,,
8,15,,
7.5,40,,
14.5,40,,
16,40,,
10.5,56,,
,,,
15,50,,
30,3,,
,,,
,,,
8.5,0,,
,,,
,,,
11.5,40,,
,,,
,,,
10,30,,
13,40,,
,,,
13,40,,
10,40,,
,,,
10,0,,
9,40,,
,,,
8,40,,
,,,
10,20,,
,,,
11,40,,
20,25,,
,,,
14.5,20,,
10,32,,
,,,
14,40,,
15,40,,
10.5,40,,
10,16,,
,,,
9,40,,
17,40,,
12,40,,
,,,
11,30,,
10,40,9.5,40
12,40,8.6,16
14.05,40,8.6,16
,,,
,,,
12,40,,
14,40,,
8,44,8,17
5,4,,
16.5,40,,
,,,
14.5,40,,
,,,
10.5,40,,
9,40,,
13,40,,
,,,
9,40,,
,,,
8,30,9.25,
9,40,,
10,40,,
,,,
35.31,40,,
9.5,40,,
,,,
,,,
19,40,,
9,40,,
,,,
11,40,,
7.25,40,,
,,,
,,,
12,40,9,28
12.5,40,,
12,40,,
12.5,40,,
17,40,,
,,,
,,,
,,,
14,40,,
9,40,,
7.25,20,,
12.86,40,,
12,40,,
,,,
,,,
10,40,,
20,40,12,35
14.5,40,,
7.25,30,10.75,40
12,40,,
10,40,,
7.75,23,,
10.5,40,,
11.25,40,,
9.5,40,,
10.75,40,10.25,40
9.25,48,,
,,,
10,40,10,40
10.5,0,,
35,40,,
,,,
9.35,25,,
16,40,,
,,,
,,,
,,,
,,,
,,,
14,60,,
11,40,,
19,40,12.5,15
12.5,50,,
16,40,,
10,40,,
,,,
12,40,11,40
9,40,,
10,40,,
17.5,24,,
25,40,,
,,,
,,,
,,,
5,35,,
10,40,,
10,40,,
12,40,,
11.5,20,,
10,40,,
16.5,40,,
9,40,9.5,15
,,,
12,40,,
16,40,,
14,40,10,10
10,35,,
9.75,15,,
10,20,,
,,,
20,40,,
14.5,25,,
10.3,30,10,20
8,35,,
12,40,,
12.5,40,,
12,0,,
11,40,,
10.5,20,10.25,40
10,49,,
8.75,59,25,2
,,,
15,40,,
8.5,40,,
9.5,20,,
,,,
9.5,35,8.5,36
,,,
,,,
11,40,,
,,,
,,,
,,,
12,40,,
9,50,,
,,,
12,30,,
12.5,40,,
,,,
,,,
,,,
,,,
12,40,,
11.5,20,,
9,25,,
11.12,20,9,24
9,0,,
,,,
10,40,,
,,,
12,40,9,40
,,,
,,,
9.5,40,,
17,50,,
11,30,15,30
,,,
9,20,,
,,,
7.5,20,,
,,,
12,40,,
12,30,13,40
,,,
,,,
11.5,24,10,20
8,15,,
15,60,,
10,40,,
,,,
10,35,,
8,20,8.5,20
,,,
,,,
9,40,,
12.5,40,10,
20,10,,
,,,
,,,
,,,
7.5,40,10,
10,16,9,30
,,,
10,35,,
,,,
13,35,,
7.25,40,,
10.5,40,,
20,50,,
11,35,,
,,,
10,35,,
,,,
,,,
11,25,,
11.5,40,,
,,,
12.5,50,,
12,40,,
,,,
11.5,0,,
,,,
,,,
10,40,,
,,,
10,40,,
10,0,11,40
13,40,,
,,,
10,0,,
10,40,,
,,,
9,35,,
,,,
12.5,40,,
9,20,,
,,,
12,25,,
,,,
,,,
12.5,40,,
,,,
,,,
,,,
,,,
,,,
,,,
7.25,20,,
43.27,40,,
0,0,,
0,30,,
10,25,,
16.83,40,,
12.36,40,,
21,32,,
13.5,40,,
20,20,,
62.5,8,,
0,0,,
0,40,,
17.8,40,,
0,0,,
0,0,,
12,40,,
0,0,,
0,40,,
0,,,
0,,,
0,,,
12,40,,
0,40,,
15,40,,
0,,,
9,30,,
27,40,,
0,,,
28,5,,
0,0,,
9,20,,
0,,,
0,0,,
7.35,17,,
0,,,
11,9,,
18.75,40,,
0,0,,
20,25,,
0,0,,
0,0,,
10,40,,
15.25,25,,
20,30,,
24.61,40,,
0,0,,
11.25,20,,
9,16,,
0,0,,
10.3,15,,
20,40,,
8,23,,
0,40,,
14,40,,
13.5,30,,
0,0,,
18,40,,
14,40,,
17,40,,
16.82,40,,
16.82,40,,
0,,,
8,15,,
8,30,,
40,24,,
9.3,40,,
13,16,,
10,40,,
0,,,
7.7,40,,
0,0,,
0,,,
0,0,,
13,40,,
0,,,
20,40,,
13,40,,
0,0,,
0,0,,
10,15,,
60,25,,
0,,,
16,28,,
0,,,
0,,,
11,40,,
0,,,
0,15,,
12,30,,
60,40,,
12,20,,
0,0,,
0,0,,
10,10,,
0,,,
0,,,
0,,,
0,0,,
0,0,,
0,,,
0,0,,
0,,,
0,0,,
0,0,,
9,10,,
31,16,,
0,0,,
0,,,
0,0,,
0,,,
20,40,,
0,0,,
0,0,,
0,0,,
0,0,,
13,9,,
12.5,29,,
0,,,
8,12,,
0,0,,
0,0,,
0,0,,
15,30,,
0,0,,
0,0,,
0,,,
10,40,,
0,,,
30,40,,
0,0,,
0,,,
0,,,
0,,,
0,0,,
0,,,
0,0,,
0,0,,
10,12,,
0,0,,
13,40,,
8,20,,
16,40,,
0,0,,
18,35,,
9.6,40,,
0,0,,
0,0,,
12.5,40,,
0,0,,
0,0,,
18,12,,
0,0,,
0,0,,
0,0,,
8,25,,
0,0,,
0,0,,
0,0,,
0,0,,
10.35,30,,
0,0,,
0,0,,
14,40,,
0,0,,
0,0,,
0,0,,
0,0,,
11.29,40,,
0,0,,
0,0,,
0,0,,
10.5,30,,
10,40,,
0,0,,
0,0,,
0,0,,
8,12,,
0,0,,
0,0,,
0,0,,
21,40,,
0,0,,
0,0,,
0,0,,
9,24,,
0,0,,
0,0,,
12.5,20,25,8.3
14.25,40,,
10.35,40,,
9,40,,
9,17,6.25,24
0,0,,
11.5,40,,
0,0,,
30,10,,
12.5,20,,
22,40,,
10,40,,
8,40,,
7.14,35,,
12,30,,
27.08,40,,
12,35,,
12,25,11.1,25
0,0,,
0,0,,
9,32,,
0,0,,
31.25,40,,
0,0,,
18.75,40,,
12.5,40,,
18,40,,
5,40,,
7.75,20,,
13,40,,
10,40,,
0,0,,
0,0,,
13,40,12.5,8
12,20,,
9,20,,
21,40,,
14.46,36,,
10.5,35,,
20,40,,
10.5,40,,
16.5,20,,
0,0,,
24.04,40,,
20.83,40,,
11.53,40,,
20.6,40,,
15.5,40,,
18.75,40,,
13.95,40,,
0,0,,
10.83,40,12.5,10
19,40,,
15.45,40,,
9.5,25,,
11,40,,
17.36,40,,
11.5,30,7.25,20
10,40,,
9.5,20,,
13.86,40,,
12,36,,
13.5,40,,
11,40,,
0,0,,
13.75,40,,
11.25,40,,
10.75,20,,
15.63,10,,
0,0,,
14,33,,
10,25,,
18.5,50,,
0,0,,
12,40,,
39.35,36,,
12,40,,
15,40,,
21,40,,
10,28,,
15.63,15,,
15,40,,
13,40,,
28.04,40,,
16.66,50,,
31.5,40,,
0,0,,
14,40,,
16,40,,
18,40,,
23.43,40,,
13,30,,
18.4,40,,
18,60,,
7.75,20,,
0,0,,
10,40,,
0,0,,
46.58,45,,
16,40,,
0,0,,
16,70,,
12,30,,
11,40,,
12,40,,
20,6,,
14,40,,
15,40,,
12,40,,
29,40,,
18.85,70,,
14.99,40,,
0,0,,
15,48,,
15,40,,
9.76,30,,
11,40,,
19.25,40,,
15,40,,
12.07,40,,
0,25,,
22.5,40,,
12,38,,
13,40,,
8.5,38,,
18.22,40,,
10,35,,
10,30,,
7.25,25,,
9.75,36,,
46.87,40,,
10,40,,
18,40,,
9,40,,
16,40,,
15,40,,
15,40,,
31.25,40,,
16,40,,
45,40,,
0,0,,
15,40,,
28.65,40,,
17,40,,
9,20,,
15,40,,
23.33,50,,
0,0,,
15,30,,
14.5,40,,
17,60,,
17,60,,
18,30,,
14,40,,
11.5,40,,
13.65,40,,
13.82,40,,
12.5,40,,
12,40,,
12,40,,
0,0,,
8,20,,
14,40,,
12,37,,
15,40,,3000
15,40,,
15,39,,
15,39,,
15,39,,
11.5,40,,
11.5,40,,
0,0,,
19,40,,
32,40,,
12.66,40,,
30,40,,
10,40,,
18.75,40,,
0,0,,
14,60,,
16.01,40,,
12,40,,
8.75,40,,
0,0,,
0,0,,
14.98,20,,
13,40,,
12,40,,
13,40,,
15,40,,
14,40,,
0,0,,
0,0,,
10.25,16,,
12.5,40,,
0,0,,
9.95,40,,
17,40,,
12.5,40,,1200
15,32,,
13,40,,
0,0,,
10,40,,
0,0,,
9.5,40,,1200
22,40,,
10,25,,
17,40,,
0,0,,
15,38,,
12,40,,
0,0,,
10,30,,
0,0,,
0,0,,
11,40,,
0,0,,
10,40,,
12,40,,
18,40,,
0,0,,
11.5,40,,
0,0,,
0,0,,
0,0,,0
0,0,,
0,0,,0
0,0,,
0,0,,
0,0,,
0,0,,
15,39,,
8.5,27,,
20,25,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
0,0,,
12,40,,
12,40,,1400
9,18,,
15,40,,
15,37,,
0,0,,
41.7,40,,0
0,0,,0
0,0,,
25,40,,
21,40,,
22.28,39,,
0,0,,0
0,0,,
21.42,38,,
11,40,,
0,0,,
0,0,,
0,0,,
0,0,,
10.1,30,,1200
0,0,,
14.5,60,,
0,0,,
11,17,,
0,0,,
0,0,,
0,0,,
0,0,,
11.5,20,,
0,0,,
0,0,,
17,25,,
13,40,,
10,40,,
0,0,,
0,0,,
0,0,,
0,0,,
16.25,35,,
0,0,,
9,20,,
15.63,40,,
0,0,,
0,0,,
18,40,,
12.02,40,,
11,40,,
8.5,40,,
14,40,,
19.23,40,,
21,40,,
15.56,40,,
,,,
10.5,40,,
15.7,40,,
16,40,,
18.75,40,,
14,40,,
14.85,40,,
,,,
,,,
16,40,,
19.54,40,,
19,40,,
14,40,,
,,,
11,40,,
,,,
,,,
20.5,40,,
21.63,40,,
12,40,,
10,40,,
17,40,,
17.38,40,,
19.89,50,,
14.5,40,,
0,0,,
21,40,50,2.5
10,40,,
11,35,,
21.25,40,,
9,30,,
11.5,19,,
0,0,,
11.86,30,,
0,0,,
17,40,,
12.59,40,,
18,40,,
13,40,,
31.73,40,,
10,40,,
0,0,,
10,20,8,20
14,40,,
0,0,,
10,40,,
0,0,,
0,0,,
12.5,30,,
11.2,40,,
12,40,,
0,0,,
0,0,,
12,40,,
9.25,34,,
10,20,,
0,0,,
11.75,28,,
8,35,,
15,40,,
0,0,,
0,0,,
0,0,,
0,0,,
9.5,40,,
15.5,40,13.5,20
10,40,,
23.5,40,,
17,40,,
10,22,,
0,0,,
10,29,,
14.15,40,,
7.4,20,,
9,22.5,9,12
17,40,,
20,40,,
18,40,,
0,0,,
22.12,40,,
16,40,,
13.5,40,,
9.5,40,,
10.55,40,,
0,0,,
6,25,,
8,21,10,40
0,0,,
17,40,7.5,6
11,32,,
12.5,20,,
0,0,,
10,40,,
10.1,30,,
15.25,40,,
0,0,,
28.13,40,,
0,0,,
13,40,,
0,0,,
0,0,,
9.3,40,,
16.7,40,,
0,0,,
9,40,,
0,0,,
10.75,40,,
0,0,,
18.23,40,,
11,30,,
13.33,15,,
15,40,,
11,20,,
17,40,,
27,40,,
20.19,40,,
,,,
9.13,40,,
19.92,40,,
18.5,40,,
9.5,40,,
17,40,,
11.78,40,,
9.55,40,,
10,40,,
17,40,10,40
13,40,,
9.7,40,0,0
9.5,34,0,0
12,40,0,0
9,40,,
20,10,,
12,40,,
0,0,0,0
12,40,,
10,40,0,0
10,40,0,0
10,40,0,0
9,55,0,0
9,40,0,0
9,40,0,0
10,40,0,0
7.5,20,0,0
10,50,0,0
10,41,0,0
10,40,0,0
0,0,,
8,32,,
0,0,,
0,0,,
12,40,,
0,0,,
0,0,,
0,0,,
10,40,,
0,0,,
0,0,,
16,40,,
15.1,40,,
0,0,,
,,,
8,20,,
8,16,,
0,0,,
9,40,,
0,0,,
0,0,,
6,20,,
0,0,,
11.2,20,,
0,0,,
12.5,15,,
11.75,25,,
0,0,,
18.5,40,,
0,0,,
20,4,,
11.5,40,,
10.25,40,,
10.75,40,,
8.9,40,,
7.5,40,,
10,40,12.5,4
11,40,,
0,0,,
11.38,40,,
15.65,40,,
0,0,,
26,40,,
20.94,40,,
0,0,,
12.36,35,,
0,0,,
8.71,40,,
7.5,40,,
