,BenefitsScreening,PublicBenefitsAccess,AgencyProvidedSupport,AccessIncome,AccessEmployment,AccessFinancialCoach,BundledServices
1315,No,Yes,Yes,Yes,No,No,1
1316,No,No,Yes,Yes,No,Yes,2
1317,No,No,No,No,No,No,0
1318,No,Yes,No,Yes,No,Yes,2
1319,No,Yes,No,Yes,Yes,No,2
1320,No,Yes,Yes,Yes,Yes,Yes,3
1321,No,No,No,No,No,No,0
1322,No,Yes,No,Yes,No,No,1
1323,No,Yes,No,Yes,Yes,No,2
1324,Yes,Yes,Yes,Yes,Yes,Yes,3
1325,No,Yes,Yes,Yes,Yes,Yes,3
1326,No,Yes,No,Yes,No,No,1
1327,No,No,Yes,Yes,No,No,1
1328,No,No,No,No,No,No,0
1329,No,Yes,No,Yes,No,Yes,2
1330,No,Yes,Yes,Yes,Yes,No,2
1331,Yes,Yes,Yes,Yes,No,Yes,2
1332,No,No,No,No,No,No,0
1333,No,No,Yes,Yes,No,No,1
1334,No,No,No,No,No,Yes,1
1335,No,No,Yes,Yes,No,Yes,2
1336,No,Yes,Yes,Yes,No,No,1
1337,No,No,No,No,No,No,0
1338,Yes,Yes,Yes,Yes,Yes,Yes,3
1339,No,No,Yes,Yes,No,Yes,2
1340,No,No,No,No,Yes,No,1
1341,No,Yes,No,Yes,Yes,No,2
1342,No,Yes,Yes,Yes,No,Yes,2
1343,No,No,No,No,Yes,No,1
1344,No,No,No,No,No,Yes,1
1345,No,Yes,Yes,Yes,No,Yes,2
1346,No,Yes,No,Yes,No,No,1
1347,Yes,Yes,Yes,Yes,No,Yes,2
1348,No,Yes,Yes,Yes,Yes,Yes,3
1349,No,Yes,Yes,Yes,Yes,Yes,3
1350,No,No,No,No,No,No,0
1351,No,Yes,No,Yes,No,Yes,2
1352,No,Yes,Yes,Yes,Yes,Yes,3
1353,No,No,Yes,Yes,Yes,Yes,3
1354,No,No,Yes,Yes,Yes,Yes,3
1355,No,Yes,Yes,Yes,No,No,1
1356,No,No,No,No,No,No,0
1357,No,No,No,No,No,Yes,1
1358,No,No,No,No,No,No,0
1359,No,Yes,Yes,Yes,No,No,1
1360,No,Yes,Yes,Yes,No,Yes,2
1361,Yes,No,Yes,Yes,Yes,Yes,3
1362,No,No,Yes,Yes,No,Yes,2
1363,No,No,No,No,No,No,0
1364,No,No,No,No,No,Yes,1
1365,No,Yes,Yes,Yes,Yes,Yes,3
1366,No,Yes,No,Yes,No,No,1
1367,Yes,No,Yes,Yes,Yes,Yes,3
1368,No,Yes,Yes,Yes,No,No,1
1369,No,Yes,No,Yes,No,No,1
1370,No,Yes,No,Yes,No,No,1
1371,No,No,Yes,Yes,No,Yes,2
1372,No,No,Yes,Yes,Yes,No,2
1373,Yes,No,Yes,Yes,Yes,Yes,3
1374,No,Yes,No,Yes,No,No,1
1375,No,No,No,No,No,No,0
1376,No,Yes,No,Yes,No,Yes,2
1377,Yes,No,Yes,Yes,Yes,Yes,3
1378,No,No,No,No,No,No,0
1379,No,No,No,No,No,Yes,1
1380,No,Yes,Yes,Yes,Yes,Yes,3
1381,No,No,No,No,No,No,0
1382,Yes,No,Yes,Yes,No,Yes,2
1383,No,No,Yes,Yes,Yes,No,2
1384,No,No,Yes,Yes,No,No,1
1385,No,No,No,No,No,Yes,1
1386,No,Yes,Yes,Yes,No,Yes,2
1387,No,No,No,No,No,No,0
1388,No,Yes,No,Yes,No,Yes,2
1389,No,Yes,No,Yes,No,No,1
1390,No,Yes,No,Yes,No,Yes,2
1391,No,Yes,Yes,Yes,No,No,1
1392,No,No,No,No,No,No,0
1393,No,Yes,No,Yes,Yes,No,2
1394,No,No,No,No,No,No,0
1395,No,Yes,Yes,Yes,No,Yes,2
1396,No,No,No,No,No,Yes,1
1397,No,Yes,Yes,Yes,No,No,1
1398,No,No,No,No,Yes,No,1
1399,No,No,No,No,No,No,0
1400,No,No,No,No,Yes,No,1
1401,No,No,No,No,No,No,0
1402,No,Yes,No,Yes,No,No,1
1403,No,Yes,No,Yes,No,No,1
1404,No,Yes,No,Yes,No,No,1
1405,No,Yes,No,Yes,No,No,1
1406,No,No,Yes,Yes,No,Yes,2
1407,No,No,No,No,Yes,Yes,2
1408,No,No,No,No,No,No,0
1409,No,Yes,No,Yes,Yes,No,2
1410,No,No,No,No,No,No,0
1411,No,No,No,No,No,No,0
1412,No,Yes,Yes,Yes,Yes,No,2
1413,No,No,No,No,Yes,No,1
1414,No,No,No,No,No,No,0
1415,No,Yes,No,Yes,No,Yes,2
1416,No,No,Yes,Yes,No,No,1
1417,No,No,No,No,No,Yes,1
1418,No,No,Yes,Yes,Yes,No,2
1419,No,No,No,No,Yes,Yes,2
1420,No,No,No,No,No,No,0
1421,No,Yes,No,Yes,No,No,1
1422,No,Yes,No,Yes,Yes,No,2
1423,No,Yes,No,Yes,No,No,1
1424,No,No,Yes,Yes,No,Yes,2
1425,No,No,No,No,No,No,0
1426,No,No,No,No,No,No,0
1427,No,No,No,No,No,No,0
1428,No,Yes,No,Yes,No,No,1
1429,No,Yes,No,Yes,No,No,1
1430,No,No,No,No,No,No,0
1431,No,No,No,No,No,No,0
1432,No,No,No,No,Yes,No,1
1433,No,No,No,No,No,No,0
1434,Yes,Yes,Yes,Yes,No,No,1
1435,No,No,Yes,Yes,No,No,1
1436,No,Yes,No,Yes,No,No,1
1437,No,No,No,No,No,No,0
1438,No,No,No,No,No,No,0
1439,No,Yes,Yes,Yes,Yes,No,2
1440,No,No,Yes,Yes,No,No,1
1441,No,Yes,No,Yes,No,No,1
1442,No,No,Yes,Yes,No,No,1
1443,No,Yes,No,Yes,No,No,1
1444,No,No,No,No,No,No,0
1445,No,No,No,No,No,No,0
1446,No,No,No,No,No,No,0
1447,No,No,No,No,No,No,0
1448,No,No,No,No,No,No,0
1449,No,No,No,No,No,No,0
1450,No,No,No,No,No,No,0
1451,No,Yes,No,Yes,No,Yes,2
1452,No,No,Yes,Yes,No,Yes,2
1453,No,Yes,No,Yes,No,No,1
1454,No,No,No,No,No,No,0
1455,No,No,Yes,Yes,Yes,No,2
1456,No,No,No,No,No,No,0
1457,No,Yes,No,Yes,No,No,1
1458,No,Yes,Yes,Yes,No,No,1
1459,No,Yes,Yes,Yes,Yes,Yes,3
1460,No,No,No,No,No,No,0
1461,No,No,No,No,No,Yes,1
1462,No,No,No,No,No,No,0
1463,No,No,Yes,Yes,No,No,1
1464,No,Yes,Yes,Yes,No,Yes,2
1465,No,Yes,No,Yes,No,No,1
1466,No,No,No,No,No,No,0
1467,No,No,No,No,No,No,0
1468,No,No,No,No,No,No,0
1469,No,No,Yes,Yes,No,Yes,2
1470,No,No,Yes,Yes,Yes,Yes,3
1471,Yes,No,Yes,Yes,No,Yes,2
1472,No,No,Yes,Yes,No,Yes,2
1473,No,No,Yes,Yes,No,Yes,2
1474,Yes,Yes,Yes,Yes,Yes,Yes,3
1475,No,No,Yes,Yes,No,Yes,2
1476,No,No,Yes,Yes,No,Yes,2
1477,No,Yes,Yes,Yes,No,Yes,2
1478,Yes,No,Yes,Yes,No,Yes,2
1479,No,Yes,Yes,Yes,No,No,1
1480,No,Yes,Yes,Yes,No,Yes,2
1481,No,No,No,No,No,No,0
1482,Yes,No,Yes,Yes,Yes,Yes,3
1483,Yes,No,Yes,Yes,Yes,Yes,3
1484,Yes,No,Yes,Yes,Yes,Yes,3
1485,No,No,No,No,No,Yes,1
1486,Yes,No,Yes,Yes,No,Yes,2
1487,Yes,No,Yes,Yes,No,Yes,2
1488,Yes,No,Yes,Yes,Yes,Yes,3
1489,No,No,No,No,No,No,0
1490,No,No,Yes,Yes,No,Yes,2
1491,Yes,Yes,Yes,Yes,No,Yes,2
1492,Yes,Yes,Yes,Yes,Yes,Yes,3
1493,Yes,Yes,Yes,Yes,No,Yes,2
1494,Yes,Yes,Yes,Yes,No,Yes,2
1495,No,No,Yes,Yes,No,Yes,2
1496,Yes,No,Yes,Yes,No,Yes,2
1497,Yes,Yes,Yes,Yes,No,Yes,2
1498,Yes,Yes,Yes,Yes,Yes,Yes,3
1499,Yes,Yes,Yes,Yes,No,Yes,2
1500,Yes,No,Yes,Yes,No,Yes,2
1501,Yes,Yes,Yes,Yes,Yes,Yes,3
1502,,,Yes,Yes,No,Yes,2
1503,,,Yes,Yes,Yes,Yes,3
1504,,,Yes,Yes,No,No,1
1505,,,Yes,Yes,Yes,Yes,3
1506,,,Yes,Yes,Yes,Yes,3
1507,,,Yes,Yes,Yes,Yes,3
1508,,,Yes,Yes,Yes,Yes,3
1509,,,Yes,Yes,No,No,1
1510,,,Yes,Yes,No,No,1
1511,,,Yes,Yes,Yes,No,2
1512,,,Yes,Yes,Yes,Yes,3
1513,,,Yes,Yes,Yes,Yes,3
1514,,,Yes,Yes,Yes,Yes,3
1515,,,Yes,Yes,Yes,Yes,3
1516,,,Yes,Yes,Yes,Yes,3
1517,,,Yes,Yes,Yes,Yes,3
1518,,,Yes,Yes,Yes,No,2
1519,,,Yes,Yes,Yes,Yes,3
1520,,,Yes,Yes,Yes,No,2
1521,,,Yes,Yes,Yes,Yes,3
1522,Yes,Yes,Yes,Yes,Yes,Yes,3
1523,,,Yes,Yes,Yes,Yes,3
1524,,,Yes,Yes,Yes,Yes,3
1525,,,Yes,Yes,Yes,Yes,3
1526,,,Yes,Yes,Yes,Yes,3
1527,,,Yes,Yes,Yes,Yes,3
1528,,,Yes,Yes,Yes,Yes,3
1529,,,Yes,Yes,Yes,Yes,3
1530,,,Yes,Yes,Yes,Yes,3
1531,,,Yes,Yes,Yes,Yes,3
1532,,,Yes,Yes,Yes,Yes,3
1533,,,Yes,Yes,Yes,Yes,3
1534,,,Yes,Yes,Yes,Yes,3
1535,,,Yes,Yes,Yes,Yes,3
1536,,,Yes,Yes,No,No,1
1537,,,Yes,Yes,Yes,Yes,3
1538,,,Yes,Yes,Yes,Yes,3
1539,,,Yes,Yes,Yes,Yes,3
1540,,,Yes,Yes,No,No,1
1541,,,Yes,Yes,Yes,Yes,3
1542,,,Yes,Yes,Yes,Yes,3
1543,,,Yes,Yes,Yes,Yes,3
1544,,,Yes,Yes,Yes,No,2
1545,,,Yes,Yes,Yes,Yes,3
1546,,,Yes,Yes,Yes,No,2
1547,,,Yes,Yes,Yes,Yes,3
1548,,,Yes,Yes,No,No,1
1549,,,Yes,Yes,Yes,No,2
1550,,,Yes,Yes,Yes,Yes,3
1551,,,Yes,Yes,Yes,Yes,3
1552,,,Yes,Yes,Yes,Yes,3
1553,,,Yes,Yes,Yes,Yes,3
1554,,,Yes,Yes,Yes,Yes,3
1555,,,Yes,Yes,Yes,Yes,3
1556,,,Yes,Yes,Yes,Yes,3
1557,,,Yes,Yes,Yes,Yes,3
1558,,,Yes,Yes,Yes,Yes,3
1559,,,Yes,Yes,Yes,Yes,3
1560,,,Yes,Yes,No,No,1
1561,,,Yes,Yes,Yes,Yes,3
1562,,,Yes,Yes,Yes,Yes,3
1563,,,Yes,Yes,Yes,Yes,3
1564,,Yes,Yes,Yes,Yes,Yes,3
1565,,,Yes,Yes,Yes,Yes,3
1566,,,Yes,Yes,No,No,1
1567,,,Yes,Yes,Yes,Yes,3
1568,,,Yes,Yes,No,No,1
1569,,,Yes,Yes,Yes,Yes,3
1570,,,Yes,Yes,Yes,Yes,3
1571,,,Yes,Yes,Yes,Yes,3
1572,,,Yes,Yes,Yes,No,2
1573,,,Yes,Yes,Yes,Yes,3
1574,,,Yes,Yes,Yes,Yes,3
1575,,,Yes,Yes,Yes,Yes,3
1576,,,Yes,Yes,Yes,Yes,3
1577,,,Yes,Yes,Yes,Yes,3
1578,,,Yes,Yes,Yes,Yes,3
1579,,,Yes,Yes,Yes,Yes,3
1580,,,,No,Yes,No,1
1581,,,,No,Yes,No,1
1582,,,Yes,Yes,Yes,Yes,3
1583,,,,No,Yes,No,1
1584,,,Yes,Yes,Yes,No,2
1585,,,Yes,Yes,Yes,Yes,3
1586,,,,No,Yes,No,1
1587,,,,No,Yes,No,1
1588,,,,No,Yes,No,1
1589,,,,No,Yes,Yes,2
1590,,,,No,Yes,No,1
1591,,,,No,Yes,No,1
1592,,,,No,Yes,No,1
1593,,,,No,Yes,No,1
1594,,,,No,Yes,No,1
1595,,,,No,Yes,Yes,2
1596,,,,No,Yes,No,1
1597,,,Yes,Yes,No,No,1
1598,,,,No,Yes,No,1
1599,,,Yes,Yes,Yes,No,2
1600,,,,No,Yes,No,1
1601,,,,No,Yes,No,1
1602,,,,No,Yes,No,1
1603,,,,No,Yes,No,1
1604,,,,No,Yes,No,1
1605,,,,No,Yes,No,1
1606,,,,No,Yes,Yes,2
1607,,,Yes,Yes,Yes,Yes,3
1608,,,,No,Yes,No,1
1609,,,,No,Yes,No,1
1610,,,,No,Yes,No,1
1611,,,,No,Yes,No,1
1612,,,,No,Yes,No,1
1613,,,,No,Yes,No,1
1614,,,Yes,Yes,No,No,1
1615,,,,No,Yes,No,1
1616,,,,No,Yes,No,1
1617,,,,No,Yes,No,1
1618,,,Yes,Yes,Yes,Yes,3
1619,,,,No,Yes,No,1
1620,,,,No,Yes,No,1
1621,,,,No,Yes,No,1
1622,,,,No,Yes,No,1
1623,,,Yes,Yes,Yes,No,2
1624,,,,No,Yes,No,1
1625,,,,No,Yes,No,1
1626,,,,No,Yes,No,1
1627,,,,No,Yes,No,1
1628,,,,No,Yes,No,1
1629,,,,No,Yes,No,1
1630,,,,No,Yes,No,1
1631,,,,No,Yes,No,1
1632,,,,No,Yes,No,1
1633,,,,No,Yes,No,1
1634,,,,No,Yes,No,1
1635,,,,No,Yes,No,1
1636,,,,No,Yes,No,1
1637,,,,No,Yes,No,1
1638,,,,No,Yes,No,1
1639,,,,No,Yes,No,1
1640,,,,No,Yes,No,1
1641,,,,No,Yes,No,1
1642,,,,No,Yes,No,1
1643,,,,No,Yes,No,1
1644,,,,No,Yes,No,1
1645,,,,No,No,Yes,1
1646,,,Yes,Yes,No,No,1
1647,,,,No,Yes,No,1
1648,,,,No,Yes,No,1
1649,,,,No,Yes,No,1
1650,,,,No,Yes,No,1
1651,,,,No,Yes,No,1
1652,,,,No,Yes,No,1
1653,,,,No,Yes,No,1
1654,,,,No,Yes,No,1
1655,,,,No,Yes,No,1
1656,,,,No,Yes,No,1
1657,,,,No,Yes,No,1
1658,,,Yes,Yes,Yes,No,2
1659,,,,No,Yes,No,1
1660,,,,No,Yes,No,1
1661,,,,No,Yes,No,1
1662,,,,No,Yes,No,1
1663,,,,No,Yes,No,1
1664,,,,No,Yes,No,1
1665,,,,No,Yes,No,1
1666,,,Yes,Yes,Yes,Yes,3
1667,,,Yes,Yes,Yes,Yes,3
1668,,,,No,Yes,No,1
1669,,,Yes,Yes,Yes,Yes,3
1670,,,,No,Yes,No,1
1671,,,,No,Yes,No,1
1672,,,,No,Yes,No,1
1673,,,,No,Yes,No,1
1674,,,Yes,Yes,Yes,Yes,3
1675,,,,No,Yes,No,1
1676,,,Yes,Yes,No,No,1
1677,,,,No,Yes,No,1
1678,,,Yes,Yes,Yes,Yes,3
1679,,,,No,Yes,No,1
1680,,,,No,Yes,No,1
1681,,,Yes,Yes,No,No,1
1682,,,Yes,Yes,Yes,Yes,3
1683,,,,No,Yes,Yes,2
1684,,,,No,Yes,No,1
1685,,,Yes,Yes,Yes,Yes,3
1686,,,,No,Yes,No,1
1687,,,,No,Yes,No,1
1688,,,Yes,Yes,Yes,Yes,3
1689,,,,No,Yes,No,1
1690,,,Yes,Yes,Yes,Yes,3
1691,,,Yes,Yes,Yes,Yes,3
1692,,,Yes,Yes,No,No,1
1693,,,Yes,Yes,Yes,Yes,3
1694,,,Yes,Yes,Yes,Yes,3
1695,,,Yes,Yes,Yes,Yes,3
1696,,,Yes,Yes,Yes,Yes,3
1697,,,Yes,Yes,Yes,Yes,3
1698,,,Yes,Yes,Yes,Yes,3
1699,,,Yes,Yes,Yes,Yes,3
1700,,,Yes,Yes,Yes,Yes,3
1701,,,Yes,Yes,Yes,Yes,3
1702,,,Yes,Yes,Yes,Yes,3
1703,,,Yes,Yes,No,No,1
1704,,,Yes,Yes,Yes,Yes,3
1705,,,Yes,Yes,Yes,Yes,3
1706,,,Yes,Yes,Yes,No,2
1707,,,Yes,Yes,Yes,Yes,3
1708,,,Yes,Yes,Yes,Yes,3
1709,,,Yes,Yes,Yes,Yes,3
1710,,,Yes,Yes,Yes,Yes,3
1711,,,Yes,Yes,Yes,Yes,3
1712,,,Yes,Yes,Yes,Yes,3
1713,,,Yes,Yes,Yes,Yes,3
1714,,,Yes,Yes,No,No,1
1715,,,Yes,Yes,Yes,Yes,3
1716,,,Yes,Yes,Yes,Yes,3
1717,,,Yes,Yes,Yes,Yes,3
1718,,,Yes,Yes,Yes,Yes,3
1719,,,Yes,Yes,Yes,Yes,3
1720,,,Yes,Yes,Yes,Yes,3
1721,,,Yes,Yes,Yes,Yes,3
1722,,,Yes,Yes,Yes,Yes,3
1723,,,Yes,Yes,Yes,Yes,3
1724,,,Yes,Yes,Yes,Yes,3
1725,,,Yes,Yes,No,No,1
1726,,,Yes,Yes,No,No,1
1727,,,Yes,Yes,Yes,Yes,3
1728,,,Yes,Yes,Yes,Yes,3
1729,,,Yes,Yes,Yes,Yes,3
1730,,,Yes,Yes,Yes,Yes,3
1731,,,Yes,Yes,Yes,No,2
1732,,,Yes,Yes,Yes,Yes,3
1733,,,Yes,Yes,Yes,Yes,3
1734,,,Yes,Yes,Yes,Yes,3
1735,,,Yes,Yes,Yes,Yes,3
1736,,,Yes,Yes,Yes,Yes,3
1737,,,Yes,Yes,Yes,Yes,3
1738,,,Yes,Yes,Yes,Yes,3
1739,,,Yes,Yes,No,No,1
1740,,,Yes,Yes,Yes,No,2
1741,,,Yes,Yes,No,No,1
1742,,,Yes,Yes,Yes,Yes,3
1743,,,Yes,Yes,Yes,No,2
1744,,,Yes,Yes,No,No,1
1745,,,Yes,Yes,Yes,Yes,3
1746,,,Yes,Yes,Yes,Yes,3
1747,,,Yes,Yes,No,No,1
1748,,,Yes,Yes,Yes,Yes,3
1749,,,Yes,Yes,Yes,Yes,3
1750,,,Yes,Yes,No,No,1
1751,,,Yes,Yes,No,No,1
1752,,,Yes,Yes,Yes,No,2
